id_mov;presupuesto;fecha;tipo_contenido;duracion
16661;927843;94-08-06;spam;53
16662;746232;03-12-17;spam;28
16663;264633;18-07-17;imagenes;26
16664;528677;16-10-01;spam;43
16665;260408;18-01-05;audio;45
16666;100884;97-12-04;imagenes;77
16667;653563;15-06-10;imagenes;39
16668;732186;13-08-10;imagenes;72
16669;128163;18-02-13;imagenes;5
16670;967753;72-02-27;imagenes;61
16671;742191;13-04-15;imagenes;75
16672;222261;16-01-23;spam;31
16673;543452;19-01-17;imagenes;14
16674;897484;02-06-14;video;15
16675;869429;98-05-04;video;88
16676;271401;91-07-23;imagenes;22
16677;112368;97-08-26;video;74
16678;830673;18-09-03;video;62
16679;717456;10-10-04;imagenes;39
16680;942522;16-09-27;spam;73
16681;67585;14-09-28;imagenes;26
16682;713734;07-10-17;spam;73
16683;613879;18-02-08;imagenes;17
16684;44475;92-01-17;spam;17
16685;832792;01-05-16;spam;16
16686;579303;90-03-08;video;72
16687;206115;18-12-17;imagenes;90
16688;321263;94-06-05;imagenes;8
16689;430568;87-05-31;video;83
16690;348108;96-02-19;spam;32
16691;751502;13-11-19;spam;57
16692;602331;11-09-08;imagenes;26
16693;353624;10-10-30;video;4
16694;520225;18-03-11;imagenes;89
16695;45784;09-11-28;audio;28
16696;555878;18-10-21;video;90
16697;631435;90-04-12;spam;8
16698;258997;11-08-19;audio;86
16699;596540;89-09-02;video;25
16700;362128;18-02-27;video;29
16701;845042;12-09-17;video;62
16702;133797;16-09-08;audio;35
16703;840442;09-11-22;imagenes;43
16704;796562;19-03-07;spam;43
16705;587381;76-09-01;video;50
16706;201191;12-06-12;video;28
16707;795003;18-03-02;imagenes;43
16708;80483;81-04-17;imagenes;20
16709;32669;16-08-03;video;20
16710;136141;03-09-08;spam;51
16711;719500;05-07-23;audio;2
16712;306878;65-01-18;imagenes;30
16713;451755;17-06-18;imagenes;83
16714;254221;83-09-24;video;90
16715;847970;18-12-18;video;89
16716;664913;15-07-14;spam;49
16717;640764;08-01-08;imagenes;66
16718;531667;88-10-06;spam;12
16719;154298;13-04-09;spam;21
16720;138832;84-09-23;audio;58
16721;748183;16-08-14;video;28
16722;508908;15-05-05;video;61
16723;650214;07-02-07;audio;18
16724;817564;98-12-26;video;26
16725;445915;11-09-28;audio;15
16726;704239;18-03-20;video;23
16727;511464;02-01-11;spam;69
16728;934904;07-01-19;video;55
16729;696322;04-09-21;spam;53
16730;357356;08-09-17;audio;15
16731;868581;02-12-23;video;85
16732;296637;76-07-16;spam;62
16733;679898;06-04-26;video;27
16734;183759;14-02-23;audio;52
16735;641029;13-06-17;audio;86
16736;69085;06-06-25;spam;90
16737;897290;17-10-25;imagenes;85
16738;416630;88-07-12;spam;25
16739;508861;12-02-18;spam;27
16740;911729;15-03-19;spam;8
16741;505046;71-07-11;imagenes;52
16742;248701;90-12-22;video;8
16743;99787;77-07-13;spam;69
16744;687231;15-05-04;audio;34
16745;231035;17-07-18;video;24
16746;830287;18-05-05;imagenes;31
16747;160974;95-03-24;imagenes;90
16748;134160;03-02-23;spam;25
16749;49437;97-07-30;video;30
16750;844180;15-04-01;spam;21
16751;566090;09-10-12;imagenes;11
16752;656455;17-03-04;video;44
16753;417497;15-11-22;video;16
16754;602638;18-01-08;audio;76
16755;51509;13-04-14;spam;79
16756;798450;01-12-09;video;37
16757;714130;94-07-26;video;37
16758;588907;03-05-23;video;44
16759;657383;12-05-05;video;43
16760;725465;69-11-06;audio;48
16761;484207;81-01-08;video;57
16762;56949;95-12-31;video;71
16763;455092;04-06-06;spam;87
16764;250179;13-04-23;spam;52
16765;384244;75-06-27;video;3
16766;319646;92-08-28;audio;25
16767;333407;75-11-09;video;45
16768;603351;06-03-22;video;14
16769;721121;04-03-17;spam;19
16770;206277;84-04-01;audio;81
16771;222949;75-12-04;video;88
16772;166924;18-09-16;spam;69
16773;968131;64-07-27;audio;38
16774;298038;07-06-24;video;39
16775;511747;18-01-13;video;58
16776;510543;03-12-15;imagenes;10
16777;420637;89-12-26;video;30
16778;728274;91-02-05;video;70
16779;383294;16-05-09;spam;7
16780;650688;18-11-17;video;15
16781;373828;06-05-30;imagenes;31
16782;127112;00-07-09;video;45
16783;896810;00-06-27;imagenes;36
16784;144682;15-06-28;spam;70
16785;921033;15-04-27;imagenes;58
16786;813649;10-06-16;spam;9
16787;575638;11-12-24;spam;61
16788;221079;89-06-15;audio;1
16789;37216;85-11-07;imagenes;3
16790;439707;10-06-12;video;23
16791;447748;89-11-01;video;87
16792;86066;12-10-17;imagenes;32
16793;207183;13-04-22;imagenes;24
16794;229525;96-07-27;imagenes;21
16795;774838;06-10-29;imagenes;58
16796;567797;17-08-15;spam;24
16797;696660;11-10-27;audio;81
16798;257938;81-01-29;video;25
16799;303227;88-12-01;video;65
16800;223312;15-05-07;imagenes;31
16801;247031;19-07-07;audio;50
16802;322894;12-01-12;video;13
16803;257326;11-01-15;imagenes;85
16804;754664;05-10-13;imagenes;50
16805;733147;66-11-04;spam;67
16806;496593;17-09-22;video;18
16807;800055;18-11-14;spam;62
16808;47517;19-06-21;audio;25
16809;324779;61-06-26;spam;56
16810;6111;12-09-26;imagenes;24
16811;291613;69-07-29;imagenes;26
16812;394647;58-04-08;imagenes;8
16813;541559;77-10-07;video;25
16814;680297;00-07-20;imagenes;89
16815;94465;97-12-27;spam;14
16816;209477;13-12-13;imagenes;37
16817;515138;15-11-01;spam;47
16818;970614;17-11-26;audio;49
16819;256767;82-05-05;spam;32
16820;552932;96-05-22;spam;39
16821;320369;18-08-06;audio;49
16822;691414;85-06-24;audio;16
16823;286580;61-08-08;spam;48
16824;220988;18-01-09;audio;59
16825;203734;94-01-13;spam;42
16826;360939;07-09-16;spam;7
16827;975714;07-05-27;audio;46
16828;151931;10-11-15;audio;36
16829;78655;03-12-28;spam;38
16830;872781;19-02-24;spam;72
16831;128706;07-02-14;spam;23
16832;889423;02-09-21;imagenes;74
16833;568278;07-11-29;imagenes;3
16834;28225;62-05-08;video;82
16835;822930;08-03-21;video;40
16836;666099;03-09-25;audio;43
16837;764226;85-03-17;audio;62
16838;255511;98-07-08;audio;9
16839;763279;76-02-28;spam;40
16840;693745;13-03-09;imagenes;13
16841;672134;97-12-08;video;12
16842;752042;07-11-13;spam;74
16843;460730;14-01-10;imagenes;86
16844;230464;07-06-27;audio;42
16845;256606;18-09-04;audio;85
16846;778526;86-05-24;spam;22
16847;255692;01-01-20;imagenes;48
16848;825568;73-06-05;imagenes;46
16849;372520;86-07-31;spam;45
16850;488156;70-12-19;spam;41
16851;133355;05-07-10;spam;56
16852;497839;17-07-13;imagenes;80
16853;884194;90-07-25;spam;49
16854;447423;00-12-07;spam;3
16855;898249;17-04-22;audio;25
16856;313245;84-03-12;audio;28
16857;870895;14-03-09;imagenes;53
16858;448429;18-05-23;imagenes;86
16859;881410;61-10-02;spam;85
16860;370841;18-09-02;video;48
16861;704782;11-03-24;imagenes;80
16862;989349;68-01-26;imagenes;50
16863;949640;92-12-15;video;43
16864;125568;89-06-18;imagenes;45
16865;241247;15-03-01;spam;21
16866;215012;14-01-23;spam;52
16867;292617;70-08-30;audio;31
16868;907221;79-05-26;imagenes;81
16869;468618;09-10-31;imagenes;37
16870;699992;82-02-21;spam;84
16871;512529;75-03-12;audio;73
16872;664580;18-01-27;video;46
16873;247447;86-12-20;video;60
16874;482757;89-07-14;imagenes;32
16875;623388;19-07-19;audio;21
16876;614206;75-03-27;audio;72
16877;38644;83-08-25;spam;29
16878;595131;17-11-07;imagenes;5
16879;169561;76-02-17;video;49
16880;688924;83-12-30;video;30
16881;931207;62-06-09;video;30
16882;530402;19-01-30;video;29
16883;454211;18-08-12;spam;27
16884;697491;14-06-25;video;62
16885;523499;10-11-04;audio;62
16886;767728;14-07-20;spam;33
16887;618127;09-12-31;audio;81
16888;998822;03-12-26;audio;23
16889;441176;08-11-03;imagenes;44
16890;843908;18-11-10;video;18
16891;967657;12-10-10;video;33
16892;623098;98-10-02;video;40
16893;913306;10-05-14;spam;55
16894;686745;19-02-22;audio;88
16895;17921;15-08-09;audio;81
16896;276126;82-08-19;spam;63
16897;1328;08-01-19;video;53
16898;104453;01-04-10;video;32
16899;906884;94-08-15;imagenes;11
16900;541954;72-07-19;audio;36
16901;87905;79-07-20;spam;14
16902;675966;87-09-28;imagenes;69
16903;733977;12-04-03;imagenes;58
16904;685032;91-05-18;audio;82
16905;585304;97-06-15;audio;64
16906;34819;07-07-03;spam;33
16907;939088;88-12-20;audio;8
16908;680604;74-02-06;spam;53
16909;264013;03-09-06;imagenes;8
16910;205874;13-10-04;imagenes;51
16911;834256;16-12-17;video;48
16912;278278;14-01-07;audio;48
16913;849288;13-03-06;audio;36
16914;519074;13-02-18;video;86
16915;160062;12-07-10;spam;1
16916;358296;17-01-30;imagenes;11
16917;532684;08-11-30;spam;55
16918;353997;96-06-10;imagenes;89
16919;949887;95-12-02;imagenes;28
16920;472201;12-09-29;imagenes;70
16921;546207;08-04-17;audio;16
16922;25670;75-08-24;video;71
16923;621172;06-12-10;imagenes;29
16924;636061;01-10-21;video;48
16925;506588;93-03-24;audio;1
16926;502676;94-09-09;spam;80
16927;969330;09-06-23;imagenes;79
16928;388750;15-01-31;video;73
16929;907747;94-12-12;spam;1
16930;21493;88-12-28;audio;75
16931;385848;07-06-10;spam;88
16932;501517;98-08-18;video;35
16933;821196;64-02-23;spam;73
16934;406580;90-05-07;audio;64
16935;883477;63-01-14;audio;85
16936;114098;07-03-16;imagenes;79
16937;543295;87-10-28;imagenes;21
16938;463948;06-05-09;imagenes;40
16939;997311;18-06-23;audio;67
16940;602966;03-11-15;video;86
16941;875903;97-10-25;spam;83
16942;717820;72-10-08;spam;89
16943;433557;10-04-01;imagenes;16
16944;151680;10-04-08;audio;47
16945;753302;99-03-13;audio;9
16946;368064;01-02-14;video;47
16947;841513;18-12-10;spam;75
16948;662114;11-10-20;spam;11
16949;744207;11-04-22;imagenes;38
16950;566170;79-04-21;imagenes;71
16951;234869;65-01-06;video;14
16952;39392;73-11-30;spam;85
16953;545972;13-09-07;video;18
16954;43690;13-01-03;spam;15
16955;366462;91-10-09;spam;78
16956;474603;93-04-14;imagenes;47
16957;227430;16-10-21;imagenes;80
16958;618054;11-06-28;video;15
16959;19845;58-01-22;video;81
16960;487606;95-10-19;spam;15
16961;881879;03-10-15;spam;80
16962;886036;16-06-04;audio;16
16963;413616;08-04-19;imagenes;76
16964;228016;91-04-06;audio;9
16965;563432;14-07-12;spam;51
16966;479737;04-10-12;audio;27
16967;245055;16-04-09;video;4
16968;601935;55-06-03;audio;60
16969;128422;06-02-25;video;82
16970;247097;19-06-13;video;29
16971;410914;05-03-14;video;5
16972;58965;97-04-24;spam;12
16973;978544;15-09-21;imagenes;2
16974;905477;14-04-16;imagenes;46
16975;803707;93-06-28;audio;9
16976;597304;12-03-07;imagenes;5
16977;945074;05-04-12;video;51
16978;452809;56-10-10;audio;13
16979;450071;96-04-02;audio;69
16980;179172;01-09-24;imagenes;5
16981;662874;18-06-19;imagenes;1
16982;697587;61-04-09;video;8
16983;853605;97-11-02;audio;15
16984;22278;98-11-27;video;71
16985;577650;06-03-08;audio;89
16986;252622;03-11-18;video;79
16987;138781;06-04-14;imagenes;50
16988;836735;92-03-05;video;32
16989;102273;16-04-02;audio;12
16990;419846;14-03-11;spam;38
16991;934007;00-08-04;video;51
16992;792561;74-11-15;video;14
16993;708815;95-09-05;video;56
16994;600087;80-09-30;spam;80
16995;388647;17-05-05;imagenes;68
16996;219671;16-12-09;spam;43
16997;360828;93-11-15;spam;53
16998;97925;03-09-22;audio;33
16999;334079;91-06-23;video;33
17000;269003;08-02-27;video;12
17001;601176;73-03-17;audio;74
17002;402342;07-03-06;imagenes;85
17003;960828;98-10-09;video;70
17004;223625;17-09-12;spam;68
17005;88777;10-06-04;video;86
17006;264457;05-12-30;spam;9
17007;912551;07-09-24;imagenes;26
17008;716983;92-02-04;audio;87
17009;750590;88-05-05;imagenes;13
17010;144869;11-10-23;imagenes;47
17011;138178;13-06-29;imagenes;80
17012;698882;96-05-29;video;78
17013;87908;07-07-22;spam;13
17014;729877;07-10-22;imagenes;31
17015;127663;90-07-23;video;20
17016;210254;74-01-22;audio;45
17017;56096;18-11-20;spam;90
17018;398477;96-05-02;video;44
17019;258923;08-07-15;imagenes;23
17020;608507;97-04-09;video;69
17021;715841;15-07-01;audio;22
17022;352184;08-03-29;spam;32
17023;127965;17-08-05;spam;25
17024;570377;18-04-10;audio;66
17025;416307;00-01-31;imagenes;29
17026;833089;04-08-13;audio;11
17027;607348;97-03-18;imagenes;86
17028;747836;18-10-19;spam;62
17029;638203;17-06-08;audio;44
17030;278409;67-08-17;video;63
17031;697490;16-11-16;video;88
17032;556278;11-01-22;spam;35
17033;349385;73-06-21;video;76
17034;649331;01-04-09;audio;90
17035;617820;13-07-10;spam;69
17036;115631;03-02-20;audio;73
17037;597476;09-06-07;audio;12
17038;30018;74-03-27;imagenes;51
17039;166516;96-03-11;video;75
17040;647753;73-03-29;video;10
17041;863995;06-09-18;imagenes;12
17042;750472;97-05-30;imagenes;13
17043;664629;63-06-24;audio;25
17044;939750;90-04-22;audio;18
17045;37946;11-10-29;imagenes;34
17046;808236;18-08-03;imagenes;72
17047;137668;17-11-06;video;52
17048;467260;19-07-20;video;40
17049;897474;90-08-03;imagenes;35
17050;299840;93-09-20;audio;60
17051;469133;14-07-02;imagenes;66
17052;802736;02-10-05;spam;82
17053;357349;08-03-18;imagenes;11
17054;508286;84-05-09;video;55
17055;630459;13-02-11;audio;44
17056;38297;80-09-22;audio;14
17057;251829;17-03-18;imagenes;11
17058;492633;94-03-17;spam;58
17059;191176;15-12-16;video;18
17060;359942;17-09-04;spam;89
17061;502976;17-07-21;imagenes;18
17062;873104;05-07-30;audio;22
17063;635733;19-05-15;audio;37
17064;921318;06-09-20;imagenes;65
17065;523417;17-07-28;spam;29
17066;517885;07-10-08;spam;18
17067;149435;67-02-08;imagenes;53
17068;65154;10-07-12;audio;41
17069;958086;83-07-23;audio;67
17070;996766;13-04-24;imagenes;88
17071;257005;18-01-20;video;76
17072;807419;92-08-13;imagenes;65
17073;713033;15-10-07;spam;1
17074;573159;11-02-07;audio;76
17075;420455;08-08-26;video;85
17076;81524;69-03-31;audio;55
17077;427646;15-11-08;spam;15
17078;154216;02-04-25;video;42
17079;496680;16-02-22;spam;10
17080;235283;85-02-28;spam;85
17081;508809;02-12-03;spam;12
17082;193492;77-04-05;video;16
17083;287308;79-08-24;audio;37
17084;454284;88-06-05;audio;31
17085;52695;02-07-21;imagenes;23
17086;164015;91-03-31;video;39
17087;355849;15-06-20;audio;50
17088;936330;84-05-26;imagenes;66
17089;171109;06-12-13;spam;8
17090;194143;16-03-03;video;1
17091;54550;01-05-27;spam;22
17092;559448;88-12-02;imagenes;1
17093;72811;95-03-17;video;79
17094;460231;09-08-05;audio;19
17095;195152;02-05-09;video;64
17096;431044;61-01-08;imagenes;8
17097;225488;93-05-31;video;2
17098;889917;12-01-26;audio;15
17099;146777;98-08-28;spam;1
17100;752511;82-06-02;imagenes;50
17101;181058;88-07-18;video;42
17102;175319;16-12-27;audio;47
17103;35910;91-01-21;imagenes;8
17104;951333;07-12-23;audio;2
17105;324286;82-10-25;audio;76
17106;292645;17-09-20;spam;66
17107;464351;03-09-27;spam;83
17108;408094;16-06-02;audio;58
17109;605674;00-09-16;video;57
17110;499034;18-02-25;spam;68
17111;708914;05-10-12;video;52
17112;433668;16-08-23;imagenes;71
17113;713674;02-12-20;spam;55
17114;333530;19-03-11;imagenes;69
17115;569101;03-01-25;video;51
17116;671626;14-12-27;imagenes;61
17117;962575;14-11-10;video;45
17118;947180;15-11-13;audio;86
17119;49967;14-03-08;spam;53
17120;487948;98-11-10;imagenes;75
17121;760792;89-01-27;audio;47
17122;836028;17-05-13;imagenes;69
17123;237509;02-07-23;video;48
17124;881899;80-06-08;video;41
17125;766973;19-01-31;video;9
17126;978590;78-12-04;imagenes;55
17127;690248;15-03-15;spam;66
17128;630169;18-10-02;video;18
17129;555894;91-01-16;spam;81
17130;784326;70-04-21;spam;33
17131;681360;91-07-27;audio;6
17132;235462;16-06-22;video;41
17133;547177;12-09-19;spam;49
17134;32086;14-02-16;audio;84
17135;833690;93-10-03;video;62
17136;78941;99-05-04;video;3
17137;30047;17-04-30;video;79
17138;777531;02-03-28;imagenes;80
17139;742093;19-03-09;imagenes;89
17140;228515;83-05-31;spam;46
17141;659146;19-06-23;video;28
17142;515771;89-05-25;spam;5
17143;345117;99-04-01;imagenes;20
17144;568713;04-05-24;spam;74
17145;552056;77-05-06;video;37
17146;297251;75-05-08;audio;66
17147;113931;06-02-20;audio;2
17148;277606;00-01-29;imagenes;32
17149;87235;73-08-02;imagenes;88
17150;737787;02-07-22;spam;32
17151;78367;02-02-28;imagenes;18
17152;157009;12-05-22;video;51
17153;299734;11-10-26;imagenes;15
17154;141508;85-03-15;imagenes;51
17155;727779;19-08-29;video;24
17156;49699;82-01-04;imagenes;46
17157;354650;56-11-08;audio;2
17158;871573;10-03-12;spam;26
17159;510236;90-08-30;video;65
17160;723293;89-06-04;audio;79
17161;252405;16-11-19;spam;41
17162;88311;12-11-06;imagenes;40
17163;666041;18-10-18;spam;20
17164;747849;95-11-24;spam;66
17165;318660;11-02-08;audio;72
17166;19081;78-04-07;imagenes;76
17167;630834;79-07-15;imagenes;36
17168;912128;95-05-28;imagenes;32
17169;527857;64-02-24;video;57
17170;761334;14-10-08;spam;90
17171;982967;89-02-10;video;89
17172;79773;05-10-07;video;68
17173;433584;19-05-23;audio;45
17174;905878;19-07-13;spam;72
17175;952397;16-12-25;audio;68
17176;968797;19-07-07;imagenes;34
17177;782889;15-03-11;audio;63
17178;488120;74-03-24;imagenes;81
17179;412616;13-10-21;audio;70
17180;105198;19-05-31;audio;22
17181;103536;91-07-20;spam;83
17182;127227;16-03-10;video;70
17183;704288;17-01-08;video;11
17184;31717;69-01-23;video;26
17185;885912;18-08-18;audio;5
17186;13108;85-06-30;video;63
17187;833939;93-05-30;imagenes;70
17188;10185;92-07-16;video;4
17189;704881;14-10-22;spam;38
17190;904100;13-10-11;spam;4
17191;430097;16-04-08;audio;35
17192;447894;04-11-24;imagenes;75
17193;182921;17-01-17;audio;49
17194;77269;19-01-23;spam;67
17195;231036;95-07-24;imagenes;16
17196;607460;12-07-19;spam;36
17197;809287;16-04-28;spam;49
17198;273377;03-11-26;imagenes;50
17199;268235;95-08-12;spam;21
17200;124100;16-12-10;video;39
17201;682448;98-07-28;imagenes;37
17202;597568;08-02-21;video;87
17203;525771;84-11-26;spam;53
17204;628468;11-12-14;video;5
17205;345529;93-05-29;imagenes;81
17206;583871;86-03-11;audio;49
17207;341041;85-03-16;imagenes;12
17208;49633;58-02-28;spam;44
17209;82333;12-11-02;imagenes;1
17210;837249;11-02-02;imagenes;16
17211;810530;18-09-21;audio;9
17212;338198;14-06-28;imagenes;12
17213;952103;02-01-25;audio;6
17214;373669;10-08-07;imagenes;27
17215;259175;92-07-05;spam;88
17216;587881;17-10-17;imagenes;40
17217;617283;99-11-24;spam;7
17218;191882;18-01-14;imagenes;38
17219;957439;11-02-09;video;84
17220;542373;09-02-03;spam;80
17221;807870;82-05-30;spam;74
17222;67505;16-03-17;video;36
17223;692901;69-11-22;imagenes;28
17224;886087;06-05-06;imagenes;26
17225;347685;15-01-29;audio;50
17226;887729;16-12-27;audio;52
17227;213216;04-02-14;audio;35
17228;408971;67-01-27;video;48
17229;596760;13-08-06;video;25
17230;859194;04-07-09;audio;67
17231;722318;13-05-27;spam;18
17232;177802;90-03-30;video;70
17233;726365;90-11-26;spam;51
17234;720264;00-03-19;spam;88
17235;924114;08-04-22;video;31
17236;259905;15-09-26;video;71
17237;867638;01-07-16;audio;75
17238;80041;11-01-16;audio;18
17239;421902;64-06-23;audio;7
17240;817311;14-04-24;video;6
17241;628944;06-11-28;imagenes;49
17242;203832;79-11-11;imagenes;64
17243;218894;95-07-24;spam;22
17244;276179;18-11-19;video;63
17245;845151;16-10-14;audio;48
17246;964918;93-09-09;audio;21
17247;338659;11-07-19;imagenes;69
17248;91345;79-09-16;audio;75
17249;522607;98-09-04;imagenes;27
17250;396943;04-12-26;spam;1
17251;835542;69-05-09;spam;36
17252;739481;80-04-12;spam;59
17253;781318;10-11-03;video;38
17254;297831;14-09-15;audio;66
17255;567441;19-08-13;imagenes;60
17256;733827;86-08-18;imagenes;47
17257;55251;06-12-10;imagenes;40
17258;596442;18-12-23;audio;43
17259;727548;97-04-03;imagenes;43
17260;482652;99-06-22;spam;53
17261;977357;72-08-16;imagenes;80
17262;621007;17-12-25;video;70
17263;357159;16-03-17;video;72
17264;737509;07-03-07;audio;40
17265;436214;82-03-25;spam;57
17266;982190;76-11-26;video;51
17267;981040;00-04-07;imagenes;38
17268;924871;10-05-24;spam;86
17269;821238;98-07-12;imagenes;88
17270;183197;98-09-30;audio;45
17271;194866;09-11-12;video;5
17272;166711;00-07-01;video;70
17273;807152;19-07-10;spam;55
17274;422973;18-06-14;audio;35
17275;13466;79-07-26;spam;37
17276;143588;93-03-29;audio;10
17277;173551;15-03-04;imagenes;18
17278;341331;12-01-01;spam;60
17279;117347;77-06-13;spam;51
17280;937909;18-02-24;spam;72
17281;912069;18-03-27;video;47
17282;122901;18-04-05;spam;29
17283;661620;07-07-17;video;17
17284;578175;03-02-12;spam;43
17285;28759;00-07-27;imagenes;76
17286;687467;68-04-09;imagenes;1
17287;749567;16-05-04;video;47
17288;95725;17-12-22;video;4
17289;169553;87-12-02;spam;41
17290;188400;97-02-13;imagenes;8
17291;55507;73-05-02;imagenes;9
17292;409573;16-11-03;spam;12
17293;253751;18-08-01;spam;36
17294;711396;06-07-07;audio;9
17295;69573;17-01-06;video;73
17296;486045;19-07-22;imagenes;32
17297;220691;96-08-26;video;47
17298;622425;10-11-07;imagenes;35
17299;333717;19-07-23;audio;75
17300;783626;17-09-28;audio;60
17301;493289;75-11-27;imagenes;24
17302;858498;99-05-30;imagenes;38
17303;471394;99-12-20;spam;27
17304;491296;95-06-10;spam;46
17305;633740;05-09-29;spam;45
17306;392942;92-05-26;spam;79
17307;317747;83-04-11;imagenes;62
17308;796526;14-01-10;imagenes;69
17309;86924;13-03-24;audio;16
17310;268305;86-02-17;imagenes;70
17311;925210;12-02-24;imagenes;29
17312;791257;18-11-18;video;29
17313;766299;18-04-19;imagenes;21
17314;717242;86-07-28;video;76
17315;725568;97-10-21;audio;50
17316;567056;86-01-28;imagenes;51
17317;859538;96-02-06;video;2
17318;941493;96-02-25;video;10
17319;583637;17-08-22;imagenes;89
17320;645249;96-09-10;spam;71
17321;133293;07-10-15;audio;68
17322;113977;11-01-01;imagenes;70
17323;463955;70-08-17;video;19
17324;967336;89-07-02;audio;76
17325;174241;15-09-04;imagenes;58
17326;349150;94-06-14;imagenes;10
17327;989530;98-04-20;imagenes;45
17328;291993;05-03-27;video;16
17329;811783;18-06-30;imagenes;33
17330;444386;17-07-09;audio;30
17331;243948;76-06-15;imagenes;61
17332;374260;16-11-27;audio;54
17333;866115;91-06-28;video;82
17334;903766;89-01-26;audio;57
17335;311047;71-09-25;imagenes;35
17336;781896;02-03-25;spam;73
17337;360284;01-07-03;imagenes;54
17338;530678;86-02-22;video;26
17339;531376;01-03-09;audio;76
17340;218246;97-06-01;imagenes;23
17341;124946;02-11-07;audio;40
17342;563564;19-07-26;imagenes;82
17343;709255;83-06-16;spam;28
17344;22044;19-08-16;audio;26
17345;236777;16-09-23;imagenes;84
17346;436696;16-02-24;audio;55
17347;884260;00-02-12;video;62
17348;761486;16-11-04;audio;67
17349;751200;16-07-29;imagenes;47
17350;760549;99-12-07;spam;28
17351;934257;91-11-08;imagenes;82
17352;946800;87-10-13;imagenes;22
17353;692343;19-07-07;imagenes;32
17354;730161;90-03-23;video;60
17355;336627;12-03-27;video;71
17356;165595;91-09-24;video;6
17357;324684;93-10-15;audio;75
17358;511163;02-02-06;spam;54
17359;889351;02-08-06;audio;86
17360;181903;18-06-09;audio;57
17361;204950;58-06-28;video;36
17362;460946;99-03-06;video;64
17363;677859;02-04-11;imagenes;90
17364;410157;58-10-23;spam;6
17365;440521;99-04-09;spam;42
17366;533217;06-10-28;video;2
17367;221659;15-04-30;imagenes;60
17368;685030;05-11-28;video;88
17369;987588;16-12-11;spam;52
17370;342108;15-03-02;spam;65
17371;646210;13-04-25;video;85
17372;337430;15-07-22;imagenes;77
17373;673377;93-11-04;spam;68
17374;29145;93-08-06;audio;70
17375;626464;13-06-29;audio;10
17376;697642;87-04-24;video;27
17377;455705;04-04-10;video;16
17378;285479;77-01-16;imagenes;88
17379;255506;59-11-23;spam;20
17380;350141;18-07-02;imagenes;42
17381;447185;09-06-04;spam;58
17382;951738;05-02-15;spam;37
17383;479839;12-11-16;imagenes;22
17384;997404;16-08-09;audio;55
17385;894822;18-11-11;audio;25
17386;126085;18-10-20;video;9
17387;511738;12-08-04;spam;27
17388;240927;14-02-26;audio;32
17389;130272;97-04-18;imagenes;90
17390;612916;68-01-15;imagenes;62
17391;560043;06-04-15;video;83
17392;714317;18-06-04;audio;38
17393;960434;06-10-11;video;73
17394;733722;18-03-11;audio;68
17395;844385;90-01-16;audio;9
17396;874913;78-09-10;imagenes;56
17397;255077;15-04-11;video;9
17398;40256;16-01-13;spam;67
17399;883821;15-02-24;video;77
17400;336753;18-05-18;audio;48
17401;839584;95-06-07;spam;75
17402;886982;97-06-30;imagenes;72
17403;967542;06-04-04;spam;90
17404;299835;82-01-25;spam;51
17405;332612;76-07-21;audio;72
17406;556973;88-09-09;spam;9
17407;871780;81-12-13;video;90
17408;842610;07-07-07;video;13
17409;677121;79-09-29;spam;4
17410;626683;15-06-04;audio;77
17411;95815;06-02-19;spam;47
17412;215988;08-02-24;imagenes;51
17413;270300;05-11-11;imagenes;38
17414;240593;19-07-04;imagenes;75
17415;518084;10-07-31;video;76
17416;177600;13-12-26;imagenes;28
17417;368383;94-09-05;video;38
17418;898639;08-04-08;imagenes;83
17419;481089;04-03-25;imagenes;67
17420;790715;79-12-09;video;12
17421;124263;89-03-18;audio;25
17422;575947;76-06-03;video;16
17423;744245;10-12-17;audio;5
17424;136706;03-07-06;spam;2
17425;391368;13-07-01;audio;79
17426;474298;87-05-19;audio;20
17427;691095;11-11-12;audio;18
17428;747982;18-07-25;spam;6
17429;386231;95-03-19;spam;23
17430;552673;85-01-10;audio;10
17431;405512;91-12-18;video;47
17432;186724;02-09-11;video;36
17433;305298;08-09-21;imagenes;53
17434;487622;06-08-13;video;69
17435;718639;98-03-16;video;35
17436;231049;86-01-13;video;2
17437;336893;72-03-14;spam;40
17438;626711;14-05-24;audio;41
17439;226694;18-09-16;video;32
17440;228974;07-02-01;spam;55
17441;260756;12-08-18;video;2
17442;104695;16-08-13;video;71
17443;253477;14-07-21;imagenes;34
17444;961559;10-04-04;audio;50
17445;783768;95-01-24;video;70
17446;463994;80-06-18;spam;76
17447;537563;65-10-19;video;41
17448;573341;09-05-16;video;80
17449;4103;86-02-24;audio;48
17450;722467;86-12-29;video;66
17451;123857;08-10-12;imagenes;59
17452;173922;10-04-25;imagenes;7
17453;172204;16-02-02;video;72
17454;535107;68-01-11;video;31
17455;136106;07-10-18;video;37
17456;377911;83-09-19;imagenes;87
17457;982484;18-05-24;audio;4
17458;833540;01-05-02;video;39
17459;294746;91-04-24;imagenes;68
17460;173512;81-04-29;spam;48
17461;667006;04-05-04;spam;64
17462;9261;06-05-21;video;51
17463;325606;90-05-21;spam;3
17464;321222;97-04-22;video;3
17465;877405;95-02-21;video;58
17466;14437;80-01-07;video;41
17467;99736;17-11-18;spam;27
17468;173365;16-10-25;video;13
17469;685292;03-08-11;video;58
