id_mov;presupuesto;fecha;n_esperado_personas;lugar
1824;519957;19-02-26;2993;3 Harper Parkway
1825;908579;88-02-16;2994;03009 Birchwood Terrace
1826;962507;56-03-27;2997;7 Lunder Road
1827;857600;11-11-28;3000;37 Algoma Trail
1828;704655;14-04-04;3000;45 Upham Crossing
1829;97877;88-02-01;3002;58 Declaration Lane
1830;468235;92-05-04;3005;63927 Del Mar Avenue
1831;498672;84-07-13;3005;49016 Gateway Lane
1832;951911;06-03-30;3007;14 5th Drive
1833;398046;98-05-25;3007;5 Eastwood Junction
1834;993170;85-03-06;3013;29916 Mccormick Parkway
1835;570722;99-09-09;3013;76421 Red Cloud Drive
1836;398805;08-10-07;3020;0 Nancy Parkway
1837;194309;02-10-25;3021;46 Straubel Place
1838;464183;70-02-16;3026;02 Elmside Street
1839;501687;14-06-13;3026;3 Fairfield Terrace
1840;212812;18-01-27;3027;9 Forest Hill
1841;156898;98-08-28;3030;7407 Starling Way
1842;518035;14-07-31;3031;4227 Chinook Alley
1843;872217;17-09-11;3031;57710 Utah Crossing
1844;981848;91-03-19;3032;1295 Kings Terrace
1845;901024;07-10-19;3037;95 Portage Alley
1846;832585;93-10-02;3037;65 La Follette Drive
1847;205248;99-12-08;3038;58620 Lillian Hill
1848;2536;11-01-17;3039;7 Grasskamp Place
1849;569511;18-01-07;3040;055 Roxbury Terrace
1850;883461;08-11-14;3040;18669 Bonner Avenue
1851;191534;87-10-16;3040;48 Becker Way
1852;927562;14-08-26;3040;9 Forest Run Terrace
1853;133327;70-01-21;3045;152 Prairieview Pass
1854;616082;16-07-11;3047;7 Gulseth Place
1855;570564;18-04-25;3049;30152 Quincy Place
1856;7077;17-08-15;3049;843 Killdeer Hill
1857;590594;72-05-26;3049;3432 Arizona Hill
1858;369424;04-02-22;3052;69 Killdeer Way
1859;76365;73-07-18;3054;59938 Caliangt Point
1860;650766;08-03-12;3055;3036 Anthes Terrace
1861;996147;76-04-02;3056;94 Jenifer Park
1862;672255;79-11-15;3059;7902 Upham Terrace
1863;776275;16-05-11;3060;22451 Mifflin Hill
1864;719519;12-03-21;3060;9166 Corscot Parkway
1865;460627;93-08-14;3063;44 Grim Plaza
1866;112538;02-11-04;3064;065 Gateway Plaza
1867;208223;95-10-12;3065;5 Fuller Way
1868;300097;19-04-13;3067;48 Sutherland Crossing
1869;140745;13-11-26;3067;3 Forest Avenue
1870;972525;17-10-09;3068;395 Troy Trail
1871;399230;67-03-28;3069;719 Nova Way
1872;190356;87-09-03;3071;7 Cottonwood Road
1873;898949;90-02-27;3071;13 Prairieview Circle
1874;988823;97-01-20;3078;2413 Heffernan Road
1875;296901;60-07-04;3079;75315 Cherokee Pass
1876;592323;19-02-20;3081;4069 Pepper Wood Street
1877;962669;99-10-18;3087;119 Kennedy Street
1878;900856;13-03-24;3088;290 Texas Lane
1879;822314;17-09-16;3089;29 Northfield Street
1880;118118;15-04-28;3089;7929 American Crossing
1881;51452;64-07-22;3092;06 Monument Lane
1882;561658;15-03-12;3095;9 Jenna Drive
1883;607105;02-01-18;3100;4227 Chinook Alley
1884;464326;60-06-20;3101;9004 Lakeland Street
1885;662615;13-05-21;3102;56016 Hayes Street
1886;390280;87-10-23;3104;12 Darwin Alley
1887;299701;08-12-30;3104;1730 Erie Plaza
1888;706239;95-03-26;3104;7 Esch Hill
1889;897612;90-05-12;3109;41 Thackeray Avenue
1890;162967;10-06-04;3109;1940 Vahlen Center
1891;12598;89-09-29;3110;9223 Rowland Plaza
1892;658319;55-01-02;3112;22451 Mifflin Hill
1893;823985;12-09-27;3112;45 Upham Crossing
1894;617102;18-11-20;3113;7255 Swallow Road
1895;190839;00-03-11;3114;64401 Ramsey Park
1896;88512;90-12-15;3119;08 Morningstar Drive
1897;111730;11-07-02;3120;46 Straubel Place
1898;23220;02-10-06;3120;00286 Farragut Pass
1899;709474;13-08-17;3121;65 La Follette Drive
1900;331621;91-05-29;3124;8804 Montana Way
1901;713148;87-06-03;3126;7622 Packers Street
1902;563135;09-07-11;3127;7 Menomonie Avenue
1903;631136;03-05-14;3129;94 Novick Crossing
1904;999137;09-04-25;3133;0274 Carioca Court
1905;410132;17-08-27;3134;7405 Towne Trail
1906;706269;86-01-02;3134;24472 Browning Junction
1907;68092;07-02-06;3135;87 Spohn Court
1908;412602;79-08-17;3137;92876 Mccormick Alley
1909;19462;61-10-21;3143;317 Porter Road
1910;897190;80-02-22;3143;8710 Pond Place
1911;32043;18-04-13;3144;331 David Alley
1912;82685;04-10-25;3144;43 Hauk Center
1913;975573;12-10-31;3145;61278 Banding Alley
1914;576952;16-09-22;3146;77 Talmadge Trail
1915;978484;19-01-08;3146;6378 Orin Court
1916;448625;14-01-29;3147;0437 Farmco Parkway
1917;532530;16-08-14;3148;8 Schmedeman Hill
1918;136991;15-04-11;3154;5074 Hazelcrest Avenue
1919;386124;16-02-26;3155;97 Mccormick Drive
1920;948220;18-02-21;3157;24472 Browning Junction
1921;404832;97-08-16;3159;40413 Vahlen Road
1922;444097;04-02-21;3162;15442 Florence Place
1923;821036;90-12-30;3162;69 Homewood Street
1924;304163;01-09-28;3162;034 Everett Hill
1925;371384;19-06-25;3166;1954 Moulton Terrace
1926;502978;06-08-20;3168;22124 Red Cloud Point
1927;451173;01-01-03;3169;249 Barnett Road
1928;695843;12-01-27;3169;528 Bunker Hill Crossing
1929;17325;86-07-04;3169;16079 Sunfield Alley
1930;132300;06-03-31;3169;10 New Castle Park
1931;818206;14-12-28;3172;668 Northport Avenue
1932;337831;03-06-21;3173;99904 Coolidge Trail
1933;165230;91-09-29;3173;19200 Donald Terrace
1934;516650;13-12-14;3175;92 Green Drive
1935;118695;98-12-19;3175;381 Meadow Ridge Street
1936;707073;02-09-01;3176;8142 Erie Avenue
1937;883427;14-04-18;3179;317 Spohn Park
1938;61359;87-03-04;3181;8475 Express Circle
1939;286536;94-04-12;3181;7915 Basil Hill
1940;239890;04-07-25;3181;26136 Annamark Circle
1941;313330;19-07-06;3185;22 Hollow Ridge Crossing
1942;8232;64-01-26;3186;755 Carpenter Alley
1943;848119;18-12-19;3189;88 Anthes Avenue
1944;940050;04-09-07;3190;3 Straubel Circle
1945;997043;16-10-31;3192;0 Coleman Terrace
1946;583378;10-11-24;3192;085 5th Point
1947;206519;75-02-16;3193;1217 Melby Road
1948;556451;91-10-27;3195;8848 Reinke Pass
1949;559025;06-03-20;3199;02480 Coleman Way
1950;401727;95-11-27;3201;05346 Atwood Road
1951;563555;19-02-26;3208;2 Pine View Court
1952;328042;18-12-24;3210;923 Lyons Place
1953;405659;14-06-14;3214;1 Delaware Plaza
1954;149886;19-05-27;3215;8 Tony Pass
1955;540224;84-05-28;3216;8786 Pearson Hill
1956;935202;18-10-24;3219;45163 Bowman Parkway
1957;977119;88-02-09;3219;1441 Fuller Park
1958;615152;01-09-04;3220;16 Waubesa Street
1959;165197;06-02-08;3222;8 Tony Pass
1960;321762;64-12-06;3224;4 7th Place
1961;474128;95-02-04;3225;655 Gale Hill
1962;901535;05-04-19;3227;41 Thackeray Avenue
1963;129049;08-08-04;3229;02480 Coleman Way
1964;138328;09-03-05;3234;9 Buell Crossing
1965;863658;09-09-07;3238;243 Lawn Crossing
1966;379762;11-02-09;3239;9445 Hovde Terrace
1967;104686;84-03-30;3245;8700 Kingsford Street
1968;958854;11-10-03;3245;30207 Fulton Parkway
1969;369720;10-08-14;3246;98 Fieldstone Crossing
1970;978285;17-12-30;3249;610 Anderson Parkway
1971;792199;85-02-12;3250;44 Maple Court
1972;634410;95-11-19;3251;77834 Arapahoe Street
1973;370331;81-06-23;3254;19 Troy Alley
1974;948653;19-01-10;3254;4395 School Point
1975;134793;02-07-30;3260;698 Maple Wood Crossing
1976;565058;04-08-14;3262;721 Sheridan Trail
1977;869741;97-04-18;3263;57710 Utah Crossing
1978;531781;72-03-05;3263;8 Emmet Terrace
1979;518300;83-07-26;3264;9 Jenna Drive
1980;272186;12-11-17;3271;680 2nd Point
1981;253305;08-05-05;3272;906 Melvin Street
1982;581276;18-01-30;3274;2938 Forest Road
1983;714608;04-05-20;3275;84 Lakewood Street
1984;860179;87-12-02;3275;3242 Onsgard Court
1985;256193;09-06-16;3275;57710 Utah Crossing
1986;282567;16-01-11;3276;0 Muir Park
1987;130153;75-08-07;3276;2 Pine View Court
1988;823467;08-03-26;3277;5239 Clyde Gallagher Plaza
1989;712654;07-10-08;3279;52064 Laurel Terrace
1990;199858;86-07-09;3279;370 Memorial Way
1991;594329;02-02-28;3279;6 Stuart Pass
1992;793306;13-06-10;3279;7886 Dryden Lane
1993;345135;07-12-07;3280;02 Bay Circle
1994;672287;12-05-14;3280;75270 Moulton Plaza
1995;519942;03-11-21;3286;9124 Moulton Hill
1996;797317;13-09-09;3286;0 Nancy Parkway
1997;604866;10-08-22;3288;93 Hoepker Drive
1998;649309;16-01-18;3290;3 Forest Avenue
1999;295558;11-03-10;3291;7 Elgar Road
2000;445559;01-03-24;3293;5308 Rutledge Crossing
2001;659341;12-10-17;3293;4 Oxford Plaza
2002;30947;04-03-22;3293;706 Loomis Circle
2003;606471;11-08-02;3294;93867 Corscot Plaza
2004;579653;84-07-13;3294;04618 Northridge Hill
2005;313225;15-03-14;3295;680 2nd Point
2006;495287;93-09-26;3295;5 Washington Point
2007;638861;93-09-18;3298;7255 Swallow Road
2008;587253;99-08-18;3301;538 Eastwood Terrace
2009;541897;04-11-27;3302;7247 School Hill
2010;819449;05-05-16;3307;24328 Everett Center
2011;911112;19-07-14;3308;9 Mifflin Alley
2012;202394;06-02-08;3310;538 Eastwood Terrace
2013;11904;98-10-10;3310;44 Elka Junction
2014;923220;94-10-10;3312;8230 Luster Point
2015;150959;99-01-02;3313;9907 Norway Maple Road
2016;957866;74-02-22;3318;4573 Russell Lane
2017;996920;77-01-09;3318;39804 Morning Crossing
2018;719691;14-08-18;3319;0 Blackbird Way
2019;854904;16-05-23;3320;22 Lawn Crossing
2020;564860;11-01-15;3320;0394 Pawling Park
2021;606171;09-11-27;3323;81936 Maple Wood Park
2022;415211;03-06-17;3323;2 Mitchell Point
2023;795572;04-05-17;3325;05553 Mosinee Pass
2024;553156;93-07-11;3328;6271 Golf View Center
2025;232421;06-09-23;3328;02 Bay Circle
2026;540632;00-06-06;3328;4370 Old Shore Circle
2027;932812;12-02-25;3331;8848 Reinke Pass
2028;962382;78-08-26;3331;6840 Lotheville Avenue
2029;5112;07-06-07;3331;705 Grayhawk Place
2030;276795;77-06-20;3332;249 Rowland Avenue
2031;100078;16-07-20;3335;44 Swallow Center
2032;741877;76-11-26;3336;7902 Upham Terrace
2033;206634;14-05-07;3336;86971 Mendota Avenue
2034;113571;14-10-16;3341;48 Becker Way
2035;205915;63-02-09;3342;923 Lyons Place
2036;317995;07-07-23;3344;36055 Hintze Park
2037;466614;89-12-30;3345;2 Lien Street
2038;883010;78-01-08;3346;96 Fremont Street
2039;379211;90-09-08;3347;7807 Darwin Court
2040;386402;18-05-01;3349;86 Anthes Way
2041;230191;19-05-27;3352;22451 Mifflin Hill
2042;161850;10-05-15;3352;50 Straubel Point
2043;543312;03-12-02;3359;21 Nobel Way
2044;284753;96-03-31;3360;6 Algoma Lane
2045;249605;01-02-28;3363;43 Hauk Center
2046;95242;04-05-23;3363;84 Lakewood Street
2047;112708;19-07-05;3363;64401 Ramsey Park
2048;407490;99-03-02;3365;69 Esker Center
2049;275344;05-05-13;3366;8936 Holmberg Hill
2050;568471;92-05-10;3366;98 Fieldstone Crossing
2051;111008;06-04-18;3372;1027 Straubel Way
2052;294255;08-12-29;3378;7 Stuart Junction
2053;26014;09-01-03;3379;43 Thackeray Road
2054;982807;93-11-18;3380;1217 Melby Road
2055;812059;94-08-14;3380;9588 Tomscot Terrace
2056;166427;69-11-05;3381;23 Troy Way
2057;231606;93-05-15;3383;69 Esker Center
2058;671183;17-07-11;3383;1295 Kings Terrace
2059;499802;05-04-22;3386;9827 Corry Point
2060;623754;08-05-12;3388;5 West Terrace
2061;177198;19-08-27;3388;424 Goodland Alley
2062;263243;10-02-17;3390;3782 Corry Street
2063;176275;99-05-04;3392;69 Homewood Street
2064;176539;06-07-24;3397;292 Cardinal Terrace
2065;536542;97-03-07;3398;8 Parkside Way
2066;908017;18-10-06;3399;0 Alpine Avenue
2067;351547;99-09-30;3401;7 Menomonie Avenue
2068;543783;03-11-07;3401;56 Florence Avenue
2069;331000;04-04-10;3401;5748 Pankratz Place
2070;412955;19-04-16;3402;4456 Banding Drive
2071;805820;12-09-03;3403;3 Continental Avenue
2072;816246;09-05-01;3408;98 Anzinger Lane
2073;381036;16-06-23;3409;53 Kensington Alley
2074;408330;86-07-28;3411;3782 Corry Street
2075;496916;82-09-21;3420;569 Dakota Junction
2076;162725;19-07-03;3428;3 Jenifer Avenue
2077;916871;01-05-19;3430;88 Northwestern Terrace
2078;896752;12-02-18;3431;014 Vidon Court
2079;309531;94-06-22;3433;4176 Jay Way
2080;793422;14-09-06;3433;08 Anniversary Pass
2081;98463;04-09-22;3435;5308 Rutledge Crossing
2082;516683;10-10-13;3436;41 Arizona Road
2083;345261;13-06-22;3439;9 Doe Crossing Way
2084;69922;17-12-02;3439;0 Butterfield Trail
2085;533776;95-02-20;3440;1869 Maple Wood Junction
2086;927385;03-12-20;3441;366 Straubel Crossing
2087;465631;85-09-04;3445;954 Eastlawn Trail
2088;473760;59-07-06;3452;144 Tomscot Alley
2089;539994;01-04-02;3455;781 Heffernan Place
2090;315401;95-06-20;3455;249 Barnett Road
2091;713270;18-12-11;3459;268 Badeau Road
2092;857078;96-01-19;3459;0 Emmet Point
2093;220267;14-12-12;3461;31 Duke Court
2094;645816;10-06-20;3461;6 Stuart Pass
2095;867683;16-11-13;3461;02553 Meadow Vale Trail
2096;920008;04-11-14;3470;71 Meadow Valley Center
2097;977922;70-09-23;3472;89 Morrow Center
2098;374416;81-08-06;3472;152 Prairieview Pass
2099;713902;19-01-29;3474;05553 Mosinee Pass
2100;882018;16-01-09;3474;44 Elka Junction
2101;377055;11-04-13;3479;68 Clarendon Avenue
2102;384166;73-03-03;3484;3 Hagan Way
2103;4306;01-03-25;3485;66 Oneill Way
2104;998826;91-01-21;3486;45 Upham Crossing
2105;595222;98-08-25;3490;30383 Onsgard Pass
2106;205692;09-02-09;3491;96 West Trail
2107;426059;12-08-29;3493;8475 Express Circle
2108;97527;97-07-02;3494;7 Mcguire Terrace
2109;996462;19-07-20;3494;4 New Castle Lane
2110;224665;74-03-16;3495;8 Anniversary Point
2111;680795;19-03-06;3497;36 Northwestern Crossing
2112;586356;18-10-18;3502;08 Morningstar Drive
2113;625517;16-07-01;3503;3 Hagan Way
2114;763584;09-08-08;3504;621 School Center
2115;496366;93-01-01;3507;014 Vidon Court
2116;420915;18-08-02;3507;6358 Caliangt Court
2117;523618;11-02-28;3509;4 Thompson Parkway
2118;520748;07-01-06;3509;77152 Meadow Ridge Pass
2119;240017;16-10-24;3511;7886 Dryden Lane
2120;357127;00-01-10;3511;92663 International Alley
2121;890704;14-07-02;3512;41 Arizona Road
2122;729753;09-02-04;3514;758 Anzinger Park
2123;113584;96-09-02;3515;0962 Nobel Hill
2124;704217;93-07-05;3516;6 Evergreen Terrace
2125;590861;12-11-18;3517;317 Porter Road
2126;949894;84-01-04;3517;3 Moland Plaza
2127;180079;18-12-22;3518;7 Elgar Road
2128;411959;89-06-13;3519;8786 Pearson Hill
2129;248177;89-07-12;3520;48 Sutherland Crossing
2130;978297;68-09-10;3521;66505 Parkside Terrace
2131;767432;95-05-21;3522;9273 Maple Wood Court
2132;18922;86-07-03;3522;06 Monument Lane
2133;818796;86-03-29;3524;569 Dakota Junction
2134;915635;14-02-23;3527;87002 Cascade Way
2135;353503;85-02-11;3528;4 Bowman Way
2136;621918;19-07-18;3528;5 Carioca Parkway
2137;480473;94-09-09;3528;982 Anhalt Park
2138;535890;87-09-28;3534;139 Gale Alley
2139;859173;91-10-18;3535;222 Claremont Court
2140;137722;17-07-27;3537;0 Melvin Junction
2141;194536;95-09-04;3537;0794 Warrior Parkway
2142;400515;91-04-26;3539;6568 Carpenter Park
2143;987927;17-03-27;3540;0 Surrey Terrace
2144;793334;09-10-31;3541;54 Mayfield Court
2145;91755;05-12-21;3546;9 Londonderry Pass
2146;616917;05-11-10;3548;3 Porter Avenue
2147;997145;06-11-28;3548;89 Chinook Street
2148;591326;08-01-11;3552;64 Messerschmidt Court
2149;58511;94-06-26;3558;02156 Kensington Terrace
2150;437656;19-08-26;3559;7 Elgar Road
2151;567284;16-05-22;3559;37518 Ridgeway Pass
2152;905644;82-07-08;3561;90 Declaration Drive
2153;627874;15-03-08;3562;2 Loomis Place
2154;539384;14-01-16;3564;29 Granby Plaza
2155;689008;03-04-13;3566;9157 Union Center
2156;828598;82-06-12;3566;10 Starling Alley
2157;366301;14-02-12;3566;951 Reinke Road
2158;271389;02-07-15;3570;52064 Laurel Terrace
2159;317481;73-07-13;3570;645 Kennedy Trail
2160;485294;90-05-17;3573;065 Gateway Plaza
2161;597695;75-02-25;3574;2035 Sommers Avenue
2162;632337;08-08-16;3575;11 Beilfuss Alley
2163;310986;94-04-19;3576;08 Anniversary Pass
2164;201484;09-09-15;3577;8230 Luster Point
2165;688942;17-11-14;3577;680 2nd Point
2166;662340;05-09-28;3578;81 Amoth Lane
2167;517866;09-09-28;3579;9563 Bellgrove Road
2168;88471;61-03-13;3579;750 Waubesa Alley
2169;940653;09-06-09;3582;3 Sunfield Plaza
2170;43902;18-10-11;3582;306 Fuller Street
2171;385398;06-10-10;3583;199 Bellgrove Place
2172;268649;99-06-26;3584;900 Dixon Street
2173;191624;03-04-19;3584;2 Ronald Regan Plaza
2174;294466;04-09-08;3584;83384 Carberry Center
2175;158087;13-04-17;3589;134 Green Ridge Lane
2176;868122;07-02-22;3590;72 Kedzie Avenue
2177;51397;17-07-06;3592;55 Declaration Alley
2178;546824;05-10-07;3599;36 Goodland Crossing
2179;423490;81-03-17;3599;55 Anzinger Alley
2180;642372;05-01-06;3600;578 Manitowish Place
2181;633719;07-09-24;3601;23 Valley Edge Avenue
2182;411945;88-04-20;3601;5548 Montana Circle
2183;604718;93-04-20;3601;62678 Nevada Circle
2184;146746;13-11-03;3601;1998 Hayes Point
2185;122022;16-05-13;3602;8 Elka Hill
2186;773071;18-12-30;3603;394 Cambridge Center
2187;393763;93-05-14;3605;424 Goodland Alley
2188;884180;11-04-09;3605;70 8th Plaza
2189;624530;95-08-10;3606;94 Novick Crossing
2190;281676;96-07-14;3609;0 Blackbird Way
2191;871823;13-06-08;3611;36 Northwestern Crossing
2192;268619;12-07-05;3613;90 Declaration Drive
2193;638963;05-11-07;3615;18669 Bonner Avenue
2194;120682;13-03-07;3617;8230 Luster Point
2195;719679;15-02-01;3618;470 Maywood Avenue
2196;164634;14-04-08;3626;2560 International Crossing
2197;818803;94-02-11;3626;8030 Nelson Trail
2198;963461;03-05-08;3626;463 Garrison Terrace
2199;40601;10-10-27;3628;307 Sugar Junction
2200;598460;12-06-05;3628;43567 Arrowood Drive
2201;354111;84-01-11;3629;18669 Bonner Avenue
2202;816331;02-05-30;3629;7 Vahlen Parkway
2203;641789;63-07-20;3630;9563 Bellgrove Road
2204;185234;61-05-03;3633;085 5th Point
2205;692844;13-09-21;3633;613 Evergreen Road
2206;547956;85-06-07;3636;7 Ramsey Road
2207;370548;09-11-22;3636;395 Troy Trail
2208;942456;08-10-25;3638;79764 Warbler Park
2209;52906;14-12-09;3640;6213 Portage Road
2210;547104;80-08-13;3640;371 4th Drive
2211;460344;00-02-13;3642;1217 Melby Road
2212;172862;83-08-10;3642;83384 Carberry Center
2213;92554;16-03-17;3642;2938 Forest Road
2214;353523;08-07-14;3644;865 Stephen Hill
2215;346852;14-12-15;3646;139 Gale Alley
2216;135787;13-08-18;3647;3 Porter Avenue
2217;99781;11-03-18;3651;9 Eggendart Street
2218;942070;16-11-25;3651;54 Sachs Drive
2219;626338;18-06-03;3654;6089 Burning Wood Plaza
2220;596165;16-01-20;3654;7 Stuart Junction
2221;801391;17-01-04;3655;43 Waxwing Pass
2222;909459;17-10-18;3656;4 Larry Circle
2223;906769;18-03-30;3658;50 Straubel Point
2224;430648;06-07-04;3665;50 Truax Crossing
2225;711857;02-05-01;3665;199 Bellgrove Place
2226;323460;01-01-09;3668;65 Algoma Hill
2227;481318;02-03-15;3669;3 Corscot Lane
2228;776524;67-06-09;3669;43 Sommers Drive
2229;396464;05-02-06;3671;29 Granby Plaza
2230;806877;82-07-29;3674;2938 Algoma Pass
2231;684056;11-12-01;3675;30 Arizona Drive
2232;440830;17-03-02;3678;0 Melvin Junction
2233;363252;04-04-27;3678;42 Debs Lane
2234;975363;75-05-18;3678;86 Anthes Way
2235;330906;05-07-25;3683;05 Autumn Leaf Crossing
2236;579532;93-02-17;3684;98044 Hooker Circle
2237;159126;62-06-24;3685;29 Carioca Terrace
2238;429328;04-06-17;3687;4 Vera Road
2239;771616;09-09-17;3692;9223 Rowland Plaza
2240;392831;73-02-19;3692;32162 Daystar Park
2241;289541;04-10-26;3692;6 Mesta Pass
2242;900652;09-10-30;3692;0 Luster Lane
2243;379898;10-04-06;3692;7 Mitchell Court
2244;273208;93-10-17;3693;7405 Towne Trail
2245;89429;87-02-02;3697;28683 Colorado Plaza
2246;123095;00-09-17;3698;3 Continental Avenue
2247;506656;89-01-12;3700;0962 Nobel Hill
2248;520160;70-05-09;3702;966 Warrior Alley
2249;381076;73-03-10;3704;4 Bowman Way
2250;144356;17-11-02;3705;0687 Kennedy Place
2251;410857;07-02-10;3710;30383 Onsgard Pass
2252;457459;17-02-02;3711;586 Sunbrook Point
2253;536035;14-07-05;3712;268 Badeau Road
2254;489134;17-01-29;3712;7728 Sauthoff Parkway
2255;275770;08-05-21;3715;5308 Rutledge Crossing
2256;973403;07-07-10;3719;491 Gerald Parkway
2257;447216;07-08-17;3719;77 Hauk Alley
2258;422906;09-09-17;3727;843 Killdeer Hill
2259;576663;13-06-27;3727;2413 Heffernan Road
2260;107543;01-05-04;3728;100 Evergreen Pass
2261;446186;13-08-29;3728;3 Forest Avenue
2262;893484;09-10-15;3730;88881 Blaine Way
2263;936322;78-08-16;3733;88149 Eagan Trail
2264;607816;94-07-31;3735;31 Ridgeview Place
2265;606923;00-10-10;3736;945 Amoth Avenue
2266;575349;95-06-18;3736;141 Vidon Parkway
2267;184840;03-09-11;3737;94 Novick Crossing
2268;578024;09-11-10;3741;1 Summit Terrace
2269;195534;14-01-02;3750;865 Hansons Alley
2270;788092;18-11-10;3750;0 Hollow Ridge Crossing
2271;426561;99-11-25;3750;8697 Browning Court
2272;843535;15-09-12;3752;53 Kensington Alley
2273;958237;88-07-04;3752;93 Hoepker Drive
2274;287508;04-04-19;3752;36 Commercial Lane
2275;723738;97-01-05;3760;9166 Corscot Parkway
2276;950199;06-09-07;3760;53 Buhler Road
2277;634563;80-09-09;3765;93572 Crest Line Court
2278;15615;17-07-19;3765;53 Oxford Way
2279;69601;90-12-25;3765;4069 Pepper Wood Street
2280;869378;75-06-23;3766;53 Kensington Alley
2281;898375;84-12-03;3767;76421 Red Cloud Drive
2282;663458;13-12-13;3769;55 American Lane
2283;465243;97-02-21;3771;6840 Lotheville Avenue
2284;16762;86-07-16;3773;89 Chinook Street
2285;845856;82-06-16;3780;1833 Acker Park
2286;156684;02-12-09;3784;3432 Arizona Hill
2287;989238;18-11-13;3784;6 Lakeland Park
2288;89206;97-04-16;3786;2 Sutteridge Lane
2289;143798;89-01-07;3787;3 Bayside Point
2290;688956;13-08-22;3788;43 Waxwing Pass
2291;133661;01-02-13;3791;50427 Lotheville Pass
2292;40809;98-09-16;3792;2927 Harper Parkway
2293;108460;98-01-19;3793;13 Prairieview Circle
2294;176371;81-03-16;3793;58 Declaration Lane
2295;121151;79-07-04;3795;993 Thierer Place
2296;270136;10-07-17;3796;56 Daystar Way
2297;308978;03-09-27;3798;4 Clove Lane
2298;485714;12-05-25;3799;0409 Mitchell Court
2299;995367;14-03-27;3799;93524 High Crossing Pass
2300;338420;18-08-11;3802;080 Stang Avenue
2301;490880;19-07-21;3803;13 Shasta Terrace
2302;578044;12-01-18;3803;99 Londonderry Plaza
2303;900660;82-04-05;3812;48 Upham Drive
2304;153790;86-11-13;3815;7405 Towne Trail
2305;397333;17-11-15;3815;9563 Bellgrove Road
2306;984064;85-12-03;3815;1 Delaware Plaza
2307;836343;81-09-20;3818;8662 Atwood Terrace
2308;624297;16-05-13;3818;78 Declaration Trail
2309;144191;14-08-04;3819;381 Meadow Ridge Street
2310;821809;11-01-03;3819;4 New Castle Lane
2311;610865;93-07-21;3820;81670 Kipling Alley
2312;191189;18-10-14;3823;81 Buhler Junction
2313;796470;10-07-24;3823;141 Vidon Parkway
2314;391863;12-06-26;3824;4 Clove Lane
2315;841155;14-08-09;3825;76601 Pleasure Terrace
2316;867639;15-07-13;3825;7 Redwing Trail
2317;569995;72-07-05;3826;18 Bartelt Terrace
2318;961549;15-12-14;3826;58 Declaration Lane
2319;535728;83-01-04;3829;38473 Moland Alley
2320;604015;92-10-21;3830;8804 Montana Way
2321;440732;11-07-14;3831;580 Eggendart Crossing
2322;160573;77-04-14;3835;7622 Packers Street
2323;215753;93-08-30;3836;6840 Lotheville Avenue
2324;884534;86-03-12;3837;8662 Atwood Terrace
2325;819186;84-11-13;3837;8 Schmedeman Hill
2326;406746;94-12-09;3837;44 Maple Court
2327;468423;94-10-31;3838;39804 Morning Crossing
2328;233538;18-01-05;3838;373 Summerview Avenue
2329;933319;63-02-13;3839;0 Surrey Terrace
2330;364029;09-10-15;3839;24 Sachtjen Alley
2331;522327;12-02-27;3841;53 Oxford Way
2332;952828;02-09-13;3842;043 Eliot Lane
2333;996357;61-03-07;3845;4 Vera Road
2334;124755;84-09-01;3845;87 Spohn Court
2335;243767;88-11-30;3851;05553 Mosinee Pass
2336;670751;18-05-24;3851;01 Arkansas Lane
2337;435718;97-10-31;3855;4687 American Ash Avenue
2338;663009;15-02-07;3856;374 Drewry Place
2339;814429;18-12-20;3857;35693 Pine View Circle
2340;804029;04-08-23;3859;01 Maywood Parkway
2341;915589;14-01-06;3859;5 Towne Avenue
2342;768613;05-02-21;3866;7 Myrtle Pass
2343;530106;68-05-22;3866;21430 Basil Drive
2344;442291;92-07-14;3867;93 Hoepker Drive
2345;832974;00-01-16;3869;963 Michigan Way
2346;625980;19-02-13;3869;2035 Sommers Avenue
2347;862701;06-07-19;3872;6 Farragut Center
2348;706607;96-01-07;3879;09 Kingsford Lane
2349;946894;84-03-20;3884;9 Green Pass
2350;30612;06-06-21;3884;371 4th Drive
2351;149735;82-10-13;3890;8697 Browning Court
2352;892216;65-12-29;3896;65274 Little Fleur Street
2353;447944;16-03-12;3898;7 Myrtle Pass
2354;896224;68-09-17;3900;93 Calypso Center
2355;335774;19-05-27;3901;7857 Pennsylvania Park
2356;517715;13-11-01;3902;2 Vahlen Place
2357;686930;03-11-03;3902;3 Claremont Lane
2358;365798;92-01-14;3904;01744 Granby Alley
2359;982791;11-08-01;3906;43567 Arrowood Drive
2360;975128;03-08-16;3912;6568 Carpenter Park
2361;183316;18-04-16;3915;3 Straubel Circle
2362;262608;04-03-19;3917;055 Roxbury Terrace
2363;797965;00-06-19;3920;52064 Laurel Terrace
2364;61571;19-04-06;3921;806 Coleman Way
2365;640665;89-02-11;3923;7384 Memorial Terrace
2366;171279;86-01-19;3924;6271 Golf View Center
2367;947482;19-03-19;3927;781 Heffernan Place
2368;998401;03-11-03;3931;2 Vahlen Place
2369;591013;04-06-17;3931;79764 Warbler Park
2370;128407;07-09-19;3934;3294 Crescent Oaks Avenue
2371;132859;07-03-11;3935;803 Helena Way
2372;836515;82-08-26;3936;66609 Basil Way
