id_mov;presupuesto;fecha;ONG
1982;581276;18-01-30;Kub Group
1983;714608;04-05-20;Afro_Aid
1984;860179;87-12-02;Kilback, Frami And Abbott
1985;256193;09-06-16;Pouros Group
1986;282567;16-01-11;Wisozk, Smitham And Wisoky
1987;130153;75-08-07;Strosin And Sons
1988;823467;08-03-26;Moore-Lueilwitz
1989;712654;07-10-08;Schaden, Homenick And Gutkowski
1990;199858;86-07-09;Wuckert Group
1991;594329;02-02-28;Yost Inc
1992;793306;13-06-10;África Esperanza
1993;345135;07-12-07;Waelchi-Bashirian
1994;672287;12-05-14;Kulas-Crist
1995;519942;03-11-21;Okuneva Inc
1996;797317;13-09-09;Champlin
1997;604866;10-08-22;Wisozk-Connelly
1998;649309;16-01-18;Johnson And Sons
1999;295558;11-03-10;Pollich-Treutel
2000;445559;01-03-24;Williamson-Littel
2001;659341;12-10-17;Senger, Kemmer And Dickinson
2002;30947;04-03-22;Wisozk
2003;606471;11-08-02;Mcdermott
2004;579653;84-07-13;Kilback, Frami And Abbott
2005;313225;15-03-14;Cremin-Jenkins
2006;495287;93-09-26;Rolfson-Bashirian
2007;638861;93-09-18;Mertz, Greenholt And Lind
2008;587253;99-08-18;Conroy
2009;541897;04-11-27;Cassin, Grant And Pfannerstill
2010;819449;05-05-16;O'Reilly Group
2011;911112;19-07-14;Wisozk, Smitham And Wisoky
2012;202394;06-02-08;Bruen, Macgyver And Deckow
2013;11904;98-10-10;Hettinger
2014;923220;94-10-10;Rippin-Torphy
2015;150959;99-01-02;Gerlach-Leuschke
2016;957866;74-02-22;Tillman, Brakus And Padberg
2017;996920;77-01-09;Heidenreich Inc
2018;719691;14-08-18;Harvey And Sons
2019;854904;16-05-23;Schaden, Cronin And Bernier
2020;564860;11-01-15;Cassin And Sons
2021;606171;09-11-27;Veum, Gislason And Morar
2022;415211;03-06-17;Mann-Schinner
2023;795572;04-05-17;Mcglynn
2024;553156;93-07-11;Keeling Group
2025;232421;06-09-23;Gleason
2026;540632;00-06-06;Buckridge-Greenfelder
2027;932812;12-02-25;Waters Group
2028;962382;78-08-26;Reinger And Sons
2029;5112;07-06-07;Mann, Howell And Shields
2030;276795;77-06-20;Champlin, O'Reilly And O'Keefe
2031;100078;16-07-20;Ledner-Hoppe
2032;741877;76-11-26;Reichel Inc
2033;206634;14-05-07;Adela Eh
2034;113571;14-10-16;O'Hara-Bergstrom
2035;205915;63-02-09;Predovic, O'Conner And Gutkowski
2036;317995;07-07-23;Jerde-Bauch
2037;466614;89-12-30;Brekke-Crist
2038;883010;78-01-08;Mann, Howell And Shields
2039;379211;90-09-08;Koepp Group
2040;386402;18-05-01;Nicolas Group
2041;230191;19-05-27;Lowe, Quitzon And Johnson
2042;161850;10-05-15;Goldner-Botsford
2043;543312;03-12-02;Kuvalis-Swift
2044;284753;96-03-31;Schiller-Mitchell
2045;249605;01-02-28;Hirthe Group
2046;95242;04-05-23;Kulas Inc
2047;112708;19-07-05;Quitzon Group
2048;407490;99-03-02;Hayes And Sons
2049;275344;05-05-13;Barton-Connelly
2050;568471;92-05-10;Goyette Inc
2051;111008;06-04-18;Olson-Green
2052;294255;08-12-29;Mertz, Boyle And Franecki
2053;26014;09-01-03;Yundt Group
2054;982807;93-11-18;Wunsch, Barrows And Hoeger
2055;812059;94-08-14;Runolfsson-Renner
2056;166427;69-11-05;Frami Group
2057;231606;93-05-15;Bednar-Buckridge
2058;671183;17-07-11;Sanford-Kovacek
2059;499802;05-04-22;Senger Group
2060;623754;08-05-12;Connelly-Ruecker
2061;177198;19-08-27;Breitenberg And Sons
2062;263243;10-02-17;Marvin-Corkery
2063;176275;99-05-04;Volkman, Hamill And Stiedemann
2064;176539;06-07-24;Padberg Group
2065;536542;97-03-07;Moore-Reilly
2066;908017;18-10-06;Cole-Reilly
2067;351547;99-09-30;Torphy Inc
2068;543783;03-11-07;Bergstrom Group
2069;331000;04-04-10;Gaylord-Torphy
2070;412955;19-04-16;Thiel
2071;805820;12-09-03;Crooks, Mraz And Volkman
2072;816246;09-05-01;Fisher, Cummings And Rowe
2073;381036;16-06-23;Simonis, Roberts And Frami
2074;408330;86-07-28;Willms-Ondricka
2075;496916;82-09-21;Schmeler, Carroll And Schaden
2076;162725;19-07-03;Quitzon-Stark
2077;916871;01-05-19;Larson, Franecki And Macejkovic
2078;896752;12-02-18;Barton-Connelly
2079;309531;94-06-22;Gleason And Sons
2080;793422;14-09-06;Cremin-Ondricka
2081;98463;04-09-22;Yost Inc
2082;516683;10-10-13;Greenholt Inc
2083;345261;13-06-22;Mckenzie, Cummings And Rippin
2084;69922;17-12-02;Kuphal
2085;533776;95-02-20;Franecki Group
2086;927385;03-12-20;Russel Group
2087;465631;85-09-04;Schaden, Homenick And Gutkowski
2088;473760;59-07-06;Lebsack, Borer And Sanford
2089;539994;01-04-02;Upton, Boehm And Haag
2090;315401;95-06-20;Koch, Feil And Spencer
2091;713270;18-12-11;Moore-Lueilwitz
2092;857078;96-01-19;Hackett, Lockman And Littel
2093;220267;14-12-12;Macejkovic, Barrows And Kshlerin
2094;645816;10-06-20;Wolff, Russel And Ankunding
2095;867683;16-11-13;Bayer-Bashirian
2096;920008;04-11-14;Mcclure, Klocko And Wyman
2097;977922;70-09-23;Gorczany, Lindgren And Smitham
2098;374416;81-08-06;Hahn-Rohan
2099;713902;19-01-29;Williamson, Hermiston And Bauch
2100;882018;16-01-09;Aesco
2101;377055;11-04-13;Roob, Windler And Weimann
2102;384166;73-03-03;Nikolaus-Mueller
2103;4306;01-03-25;Zboncak-Mraz
2104;998826;91-01-21;Yundt Group
2105;595222;98-08-25;Rosenbaum-Leffler
2106;205692;09-02-09;Kirlin
2107;426059;12-08-29;Schiller-Mitchell
2108;97527;97-07-02;O'Reilly-Hilll
2109;996462;19-07-20;Stiedemann-Wuckert
2110;224665;74-03-16;Brekke-Kihn
2111;680795;19-03-06;Jacobs, Hand And Powlowski
2112;586356;18-10-18;Nader, Dietrich And Frami
2113;625517;16-07-01;Becker, Deckow And O'Keefe
2114;763584;09-08-08;Rutherford Group
2115;496366;93-01-01;Mueller-Simonis
2116;420915;18-08-02;Stark
2117;523618;11-02-28;Ritchie And Sons
2118;520748;07-01-06;Deckow, Cassin And Dooley
2119;240017;16-10-24;Cronin Inc
2120;357127;00-01-10;Mckenzie, Paucek And Jaskolski
2121;890704;14-07-02;Russel
2122;729753;09-02-04;Orn-Hilll
2123;113584;96-09-02;Wisozk
2124;704217;93-07-05;Luettgen Group
2125;590861;12-11-18;Hayes-O'Reilly
2126;949894;84-01-04;Fay Inc
2127;180079;18-12-22;Luettgen And Sons
2128;411959;89-06-13;Swaniawski-Kutch
2129;248177;89-07-12;Wyman, Nicolas And Fahey
2130;978297;68-09-10;Schimmel-Murray
2131;767432;95-05-21;Pfeffer, Durgan And Hayes
2132;18922;86-07-03;Moore-Lueilwitz
2133;818796;86-03-29;Mraz Group
2134;915635;14-02-23;O'Conner And Sons
2135;353503;85-02-11;Prohaska-Lueilwitz
2136;621918;19-07-18;Stiedemann-Wuckert
2137;480473;94-09-09;Durgan
2138;535890;87-09-28;Torp, Schmitt And Kemmer
2139;859173;91-10-18;Strosin
2140;137722;17-07-27;Swaniawski-Sawayn
2141;194536;95-09-04;Stark Inc
2142;400515;91-04-26;Rolfson And Sons
2143;987927;17-03-27;Kiehn, Lueilwitz And Schimmel
2144;793334;09-10-31;Rosenbaum And Sons
2145;91755;05-12-21;Torphy, Marquardt And Oberbrunner
2146;616917;05-11-10;Johns, Kessler And Balistreri
2147;997145;06-11-28;Boehm-Conroy
2148;591326;08-01-11;Prohaska-Brakus
2149;58511;94-06-26;Conn
2150;437656;19-08-26;Schaden, Cronin And Bernier
2151;567284;16-05-22;Rath Group
2152;905644;82-07-08;Monahan-Grimes
2153;627874;15-03-08;Kuvalis-Swift
2154;539384;14-01-16;Koelpin Group
2155;689008;03-04-13;Johnson-Hintz
2156;828598;82-06-12;Russel Group
2157;366301;14-02-12;Grant And Sons
2158;271389;02-07-15;Rippin, Huel And Mccullough
2159;317481;73-07-13;Zieme-Metz
2160;485294;90-05-17;Adem
2161;597695;75-02-25;Afro_Aid
2162;632337;08-08-16;Kunde-Lowe
2163;310986;94-04-19;Senger Group
2164;201484;09-09-15;Nader, Dietrich And Frami
2165;688942;17-11-14;Schaden-Gleichner
2166;662340;05-09-28;Adem
2167;517866;09-09-28;Schultz, Huel And Cormier
2168;88471;61-03-13;Bins Group
2169;940653;09-06-09;Leffler-Durgan
2170;43902;18-10-11;Towne-Hamill
2171;385398;06-10-10;Schuppe And Sons
2172;268649;99-06-26;Hilll Group
2173;191624;03-04-19;Feil, Lehner And Krajcik
2174;294466;04-09-08;Ferry-Schuppe
2175;158087;13-04-17;Bashirian, Greenholt And Russel
2176;868122;07-02-22;Aufderhar
2177;51397;17-07-06;Kub Group
2178;546824;05-10-07;Frami, Christiansen And Hermann
2179;423490;81-03-17;Ferry-Schuppe
2180;642372;05-01-06;Brown
2181;633719;07-09-24;Jerde, Veum And Orn
2182;411945;88-04-20;Beer, Zieme And Huels
2183;604718;93-04-20;Dubuque And Sons
2184;146746;13-11-03;Hintz-Reilly
2185;122022;16-05-13;Hayes, Goodwin And Feil
2186;773071;18-12-30;Lueilwitz Inc
2187;393763;93-05-14;Leffler-Durgan
2188;884180;11-04-09;Bahringer Inc
2189;624530;95-08-10;Boyle, Walsh And Blanda
2190;281676;96-07-14;Lesch And Sons
2191;871823;13-06-08;Torp-Hintz
2192;268619;12-07-05;Hackett, Lockman And Littel
2193;638963;05-11-07;Abbott, Torp And Mcdermott
2194;120682;13-03-07;Sporer Inc
2195;719679;15-02-01;Volkman, Kulas And Hodkiewicz
2196;164634;14-04-08;Donnelly-Abbott
2197;818803;94-02-11;Gutkowski Group
2198;963461;03-05-08;Hoppe-Wolf
2199;40601;10-10-27;D'Amore
2200;598460;12-06-05;Predovic-Graham
2201;354111;84-01-11;Stracke And Sons
2202;816331;02-05-30;Wisozk, Smitham And Wisoky
2203;641789;63-07-20;Pollich, Nikolaus And Gottlieb
2204;185234;61-05-03;Trantow, Schneider And Marvin
2205;692844;13-09-21;Heaney, Feest And Murphy
2206;547956;85-06-07;Wisoky
2207;370548;09-11-22;Grady, Nicolas And Blick
2208;942456;08-10-25;Shields-Kuhlman
2209;52906;14-12-09;Schmeler, Carroll And Schaden
2210;547104;80-08-13;Thompson, Baumbach And Medhurst
2211;460344;00-02-13;Klein Group
2212;172862;83-08-10;Gusikowski Inc
2213;92554;16-03-17;Kiehn, Lueilwitz And Schimmel
2214;353523;08-07-14;O'Conner And Sons
2215;346852;14-12-15;Hane, Buckridge And Kuhn
2216;135787;13-08-18;Olson, Thompson And Fritsch
2217;99781;11-03-18;Prohaska-Lueilwitz
2218;942070;16-11-25;Mueller-Simonis
2219;626338;18-06-03;Halvorson, Mcclure And Skiles
2220;596165;16-01-20;Johnston Group
2221;801391;17-01-04;Reinger, Keeling And Nienow
2222;909459;17-10-18;Predovic Inc
2223;906769;18-03-30;Davis Inc
2224;430648;06-07-04;Wehner-Steuber
2225;711857;02-05-01;Bahringer Group
2226;323460;01-01-09;Steuber-Lang
2227;481318;02-03-15;Lebsack, Borer And Sanford
2228;776524;67-06-09;Hoppe-Zboncak
2229;396464;05-02-06;Fritsch Group
2230;806877;82-07-29;Upton-O'Keefe
2231;684056;11-12-01;Bruen, Kulas And Hodkiewicz
2232;440830;17-03-02;Corwin Group
2233;363252;04-04-27;Brown
2234;975363;75-05-18;Hermiston And Sons
2235;330906;05-07-25;Russel, Kemmer And Pacocha
2236;579532;93-02-17;Crona, Olson And Abbott
2237;159126;62-06-24;Wisoky
2238;429328;04-06-17;Waters, Conroy And Dibbert
2239;771616;09-09-17;Rosenbaum-Leffler
2240;392831;73-02-19;Kovacek-Dietrich
2241;289541;04-10-26;Sporer And Sons
2242;900652;09-10-30;Willms-Ondricka
2243;379898;10-04-06;Bednar-Buckridge
2244;273208;93-10-17;Adca
2245;89429;87-02-02;Ryan, Stark And Medhurst
2246;123095;00-09-17;Kuhic-Zboncak
2247;506656;89-01-12;Keeling, Collins And Yost
2248;520160;70-05-09;Gerlach, Fritsch And Rippin
2249;381076;73-03-10;Kuhn-Herzog
2250;144356;17-11-02;Ebert-Pollich
2251;410857;07-02-10;Greenholt Inc
2252;457459;17-02-02;Rutherford Group
2253;536035;14-07-05;Wisoky Group
2254;489134;17-01-29;Lubowitz-Stroman
2255;275770;08-05-21;Schaden-Gleichner
2256;973403;07-07-10;Gibson-Hills
2257;447216;07-08-17;Hand And Sons
2258;422906;09-09-17;Rutherford-Becker
2259;576663;13-06-27;Hayes And Sons
2260;107543;01-05-04;Bartoletti-Kunde
2261;446186;13-08-29;Wuckert Group
2262;893484;09-10-15;Boyle, Walsh And Blanda
2263;936322;78-08-16;Hilpert
2264;607816;94-07-31;Hagenes-Gutmann
2265;606923;00-10-10;Moore-Lueilwitz
2266;575349;95-06-18;África Arco Iris
2267;184840;03-09-11;Quitzon-Stark
2268;578024;09-11-10;Altenwerth, Ebert And Mitchell
2269;195534;14-01-02;Waters, Batz And Dickinson
2270;788092;18-11-10;King, Stroman And Flatley
2271;426561;99-11-25;Jones-Kemmer
2272;843535;15-09-12;Cremin-Jenkins
2273;958237;88-07-04;Spinka, Schuster And Kerluke
2274;287508;04-04-19;Marvin-Sipes
2275;723738;97-01-05;Hirthe Group
2276;950199;06-09-07;Schuster
2277;634563;80-09-09;Roob-Jacobson
2278;15615;17-07-19;Daniel Inc
2279;69601;90-12-25;Cassin-Jerde
2280;869378;75-06-23;Champlin-Bauch
2281;898375;84-12-03;O'Hara-Bergstrom
2282;663458;13-12-13;Frami
2283;465243;97-02-21;Mante, Ferry And Corwin
2284;16762;86-07-16;Weimann Inc
2285;845856;82-06-16;Paucek Group
2286;156684;02-12-09;Doyle-Powlowski
2287;989238;18-11-13;Ferry-Hessel
2288;89206;97-04-16;Ratke, Connelly And Ward
2289;143798;89-01-07;Maggio-O'Keefe
2290;688956;13-08-22;Rohan Inc
2291;133661;01-02-13;Rolfson-Bashirian
2292;40809;98-09-16;Gleichner, Waelchi And Douglas
2293;108460;98-01-19;Erdman-Conn
2294;176371;81-03-16;Glover-Nader
2295;121151;79-07-04;King, Gusikowski And Mosciski
2296;270136;10-07-17;Acción Familiar
2297;308978;03-09-27;Quitzon Group
2298;485714;12-05-25;Mertz, Batz And Olson
2299;995367;14-03-27;Eichmann-Streich
2300;338420;18-08-11;Wolff-Greenholt
2301;490880;19-07-21;Hills Inc
2302;578044;12-01-18;Borer-Trantow
2303;900660;82-04-05;Schaefer, Bednar And Welch
2304;153790;86-11-13;Sanford Inc
2305;397333;17-11-15;Stracke Inc
2306;984064;85-12-03;Lueilwitz
2307;836343;81-09-20;Turner, Medhurst And Carroll
2308;624297;16-05-13;África Viva
2309;144191;14-08-04;Johns-Wolff
2310;821809;11-01-03;Mckenzie, Cummings And Rippin
2311;610865;93-07-21;Turcotte, Stark And Hauck
2312;191189;18-10-14;Langworth
2313;796470;10-07-24;Anderson-Orn
2314;391863;12-06-26;Koch
2315;841155;14-08-09;Fisher, Cummings And Rowe
2316;867639;15-07-13;Schmidt, Ryan And Jacobson
2317;569995;72-07-05;Jaskolski-Ebert
2318;961549;15-12-14;Zieme Group
2319;535728;83-01-04;Kuhlman, Bashirian And Abbott
2320;604015;92-10-21;Okuneva, Vonrueden And Quigley
2321;440732;11-07-14;Marvin-Corkery
2322;160573;77-04-14;Konopelski, Hermann And Ziemann
2323;215753;93-08-30;Gorczany, Lindgren And Smitham
2324;884534;86-03-12;Deckow And Sons
2325;819186;84-11-13;África Viva
2326;406746;94-12-09;Blick-Bartell
2327;468423;94-10-31;Johnston Group
2328;233538;18-01-05;Afalcontigo
2329;933319;63-02-13;Adem
2330;364029;09-10-15;Towne-Hamill
2331;522327;12-02-27;Feil-Nikolaus
2332;952828;02-09-13;Paucek, Mclaughlin And Green
2333;996357;61-03-07;D'Amore And Sons
2334;124755;84-09-01;Yundt Group
2335;243767;88-11-30;Buckridge Group
2336;670751;18-05-24;Cole-Olson
2337;435718;97-10-31;Steuber, Rutherford And Upton
2338;663009;15-02-07;Swaniawski Group
2339;814429;18-12-20;Monahan-Grimes
2340;804029;04-08-23;Senger Inc
2341;915589;14-01-06;Mertz, Greenholt And Lind
2342;768613;05-02-21;Kuvalis, Bauch And Schumm
2343;530106;68-05-22;Reichel Inc
2344;442291;92-07-14;Paucek Group
2345;832974;00-01-16;Dare, Hessel And Mckenzie
2346;625980;19-02-13;Purdy And Sons
2347;862701;06-07-19;Zemlak-Daniel
2348;706607;96-01-07;D'Amore Group
2349;946894;84-03-20;Nader-Kutch
2350;30612;06-06-21;Cassin
2351;149735;82-10-13;Auer-Ryan
2352;892216;65-12-29;Watsica-Hauck
2353;447944;16-03-12;Schultz Group
2354;896224;68-09-17;Hettinger-Lynch
2355;335774;19-05-27;Hickle Inc
2356;517715;13-11-01;Streich Group
2357;686930;03-11-03;Bradtke And Sons
2358;365798;92-01-14;Reynolds, Dare And Barrows
2359;982791;11-08-01;Nikolaus-Pfannerstill
2360;975128;03-08-16;Cole-Olson
2361;183316;18-04-16;África-Edusa
2362;262608;04-03-19;Heller, Bradtke And Stoltenberg
2363;797965;00-06-19;Glover-Nader
2364;61571;19-04-06;Carroll, Dubuque And Schultz
2365;640665;89-02-11;Abshire Inc
2366;171279;86-01-19;Gutkowski-Bartoletti
2367;947482;19-03-19;Pfeffer, Durgan And Hayes
2368;998401;03-11-03;Harber Inc
2369;591013;04-06-17;Wiza, Price And Jaskolski
2370;128407;07-09-19;Koch
2371;132859;07-03-11;Johnson, Batz And Davis
2372;836515;82-08-26;Mcglynn
2373;567010;66-08-31;Braun-Bechtelar
2374;415608;80-12-31;Dubuque And Sons
2375;598805;19-07-02;Afro_Aid
2376;817535;87-07-24;Carroll-Mcclure
2377;675130;14-05-30;Wisozk-Connelly
2378;269507;05-08-15;Waelchi, Dare And Rolfson
2379;537452;89-04-09;Walker, Paucek And Beer
2380;323970;16-06-15;D'Amore Group
2381;426669;84-11-06;Little, Heller And Lubowitz
2382;322052;04-05-30;Smitham And Sons
2383;708783;99-02-27;Ritchie-Rath
2384;579168;77-10-13;Lakin, Smitham And Greenholt
2385;205839;15-02-20;Glover-Nader
2386;488428;94-05-19;Runolfsson-Morar
2387;231959;92-12-22;Herzog, Grimes And Jast
2388;914206;09-12-16;Jacobs, Bechtelar And Skiles
2389;602709;06-08-25;Hintz-Donnelly
2390;258839;05-08-08;Braun-Bechtelar
2391;410769;96-10-02;Carroll-Mcclure
2392;428151;17-10-27;Gerlach-Leuschke
2393;577923;04-01-03;Kilback, Frami And Abbott
2394;330828;83-02-19;Fisher, Cummings And Rowe
2395;756629;90-06-19;Erdman, Braun And Runolfsson
2396;647859;77-11-15;Kunde Inc
2397;256783;75-04-23;Luettgen Group
2398;321264;16-03-29;Boyle, Walsh And Blanda
2399;335452;97-08-31;Willms-Jacobson
2400;270197;64-03-31;Strosin, Frami And Kuhic
2401;736643;99-09-09;Schuppe Group
2402;530063;16-08-06;Orn, Conn And Jakubowski
2403;758951;12-04-07;Kilback
2404;395167;86-04-27;Reinger-Bosco
2405;820436;79-06-27;Bergstrom, Barrows And Shields
2406;615900;08-08-24;Brown
2407;246301;08-04-23;Hauck-Lind
2408;181812;09-11-29;Simonis Inc
2409;67595;92-11-16;Ziemann-Leuschke
2410;674664;88-10-16;Schuster-Kub
2411;295755;09-11-18;Cronin Inc
2412;622341;89-05-17;Maggio, Franecki And Batz
2413;345107;02-12-03;Wisoky Group
2414;470035;11-03-09;Bins, Ortiz And Bogan
2415;874587;19-04-16;Blick-Bartell
2416;482237;16-05-23;Grady, Nicolas And Blick
2417;813746;01-05-03;África Esperanza
2418;98149;82-12-11;Simonis, Roberts And Frami
2419;945959;12-09-10;Bartoletti-Kunde
2420;496805;08-03-03;Kunze-Ernser
2421;367561;18-12-06;Cronin
2422;562439;68-09-07;Halvorson, Jacobson And Ward
2423;250702;06-07-05;Konopelski And Sons
2424;779156;03-01-11;Cremin-Ondricka
2425;201537;19-02-05;Abbott Group
2426;398829;92-06-27;Jaskolski-Boyer
2427;697952;19-08-19;Sawayn Inc
2428;475330;19-05-02;Doyle, Ernser And Pacocha
2429;327941;74-11-10;Kozey Inc
2430;532081;85-10-02;Gleichner, Waelchi And Douglas
2431;418265;82-08-18;Mckenzie, Lynch And Reinger
2432;831407;02-04-28;Wilderman, Dubuque And Quitzon
2433;210312;19-02-02;Bartoletti-Kunde
2434;929199;11-08-07;Weimann, Armstrong And Luettgen
2435;653572;16-07-03;Gleason, Stoltenberg And Anderson
2436;505676;15-05-01;Doyle, Mccullough And Friesen
2437;923480;11-08-13;Kutch, Rodriguez And Hettinger
2438;542323;88-12-17;Mertz Group
2439;914886;09-04-04;Crooks, Mraz And Volkman
2440;464049;94-06-16;Gaylord-Torphy
2441;4948;14-11-21;Smitham And Sons
2442;189320;10-12-15;Cassin, Grant And Pfannerstill
2443;479577;74-09-21;Predovic
2444;256809;12-09-08;Rowe-Wisoky
2445;209057;91-01-31;Pagac And Sons
2446;756927;87-12-18;Schuppe And Sons
2447;209846;82-05-20;Kohler And Sons
2448;387555;02-08-20;Schultz, Huel And Cormier
2449;267552;95-08-03;Konopelski, Schaefer And Feil
2450;594280;78-12-23;Quitzon-Stark
2451;647210;15-08-07;Adams-Hickle
2452;539007;92-08-11;Wiegand
2453;718682;18-08-08;Kautzer
2454;822737;11-11-30;Denesik-Quigley
2455;838105;09-03-07;Bartoletti, Macejkovic And Doyle
2456;657876;06-06-18;Quitzon-Stark
2457;179961;00-12-18;Hammes-Conn
2458;212505;17-03-01;Wiegand Group
2459;500383;15-09-09;Ferry, Stroman And Veum
2460;457052;97-09-16;Langosh, Lueilwitz And Lehner
2461;179836;16-10-17;Cassin And Sons
2462;332202;93-11-27;Afesip
2463;14580;90-05-04;Abbott
2464;374302;02-12-18;Steuber, Rutherford And Upton
2465;944911;17-07-30;Towne-Hamill
2466;822197;15-12-01;Botsford, Breitenberg And Steuber
2467;516191;84-11-13;Corkery-Corwin
2468;12263;85-09-10;Heidenreich, Boyer And Dach
2469;48547;75-12-09;Feil-Reilly
2470;637810;18-08-18;Flatley Group
2471;143354;96-06-10;Wunsch-Larson
2472;143240;13-08-25;Mertz Inc
2473;922368;64-01-20;Rogahn-Leannon
2474;968026;85-08-29;Schowalter Group
2475;196286;07-06-06;Pollich, Nikolaus And Gottlieb
2476;882415;80-05-23;Herman, Luettgen And Balistreri
2477;96218;18-04-07;Jacobson, Boyer And Gleichner
2478;232377;59-12-31;Doyle-Powlowski
2479;82579;99-03-29;Rosenbaum-Brekke
2480;858341;65-05-19;Klein Group
2481;303955;19-08-04;Simonis-Torphy
2482;131959;00-05-20;Ferry, Stroman And Veum
2483;456457;81-01-31;Rice, Daniel And Klocko
2484;453201;10-02-28;Towne-Hamill
2485;14034;04-03-06;Maggio-Kuvalis
2486;47984;01-06-26;Okuneva Inc
2487;277399;19-03-29;Cole-Olson
2488;320839;19-01-26;Stark
2489;643195;14-09-28;Pollich-Treutel
2490;640448;97-07-17;Hettinger-Lynch
2491;251932;94-10-25;Homenick-Rowe
2492;213944;17-12-10;Moen, Koss And Paucek
2493;146384;99-04-17;Trantow, Greenholt And Keebler
2494;877404;00-08-10;Cassin-Jerde
2495;856781;07-05-13;Kozey Inc
2496;251708;08-08-05;Schimmel Inc
2497;705986;18-12-01;Waelchi Inc
2498;693429;94-01-06;Cruickshank-Schmitt
2499;618231;99-05-28;Sanford Inc
2500;142688;11-02-26;Wisozk
2501;366019;85-06-26;Kuhn, Sawayn And Welch
2502;666282;16-08-17;O'Reilly-Hilll
2503;565593;12-10-09;Terry Inc
2504;868397;06-02-18;Waters
2505;889156;18-02-07;Olson-Green
2506;536837;87-12-10;Toy, Hahn And King
2507;837115;15-12-05;Boyle, Weissnat And Blanda
2508;878421;98-12-17;Konopelski And Sons
2509;465985;18-08-21;Rutherford Group
2510;693490;89-03-13;Wisozk-Bernier
2511;677112;05-10-12;Mitchell-Bosco
2512;753731;72-12-06;Blick, Herman And Grady
2513;360225;96-10-21;Hane, Wyman And Rempel
2514;799637;66-02-18;Schaden, Cronin And Bernier
2515;388064;78-12-25;Bruen, Macgyver And Deckow
2516;406432;82-10-20;Braun-Bechtelar
2517;667269;83-10-07;Ziemann-Trantow
2518;795109;92-12-06;Runolfsdottir-Prosacco
2519;347208;87-08-10;Volkman, Kulas And Hodkiewicz
2520;714544;16-06-01;Smith-Schowalter
2521;512330;07-08-02;Veum, Ritchie And Crist
2522;344829;95-11-11;O'Kon, Huels And Lubowitz
2523;301685;05-05-04;Jacobs, Braun And Schimmel
2524;826095;07-02-01;Williamson-Littel
2525;266921;11-11-09;Trantow, Greenholt And Keebler
2526;454505;12-07-17;Dibbert-Shields
2527;849120;14-08-28;Hills Inc
2528;440328;16-12-22;Bartell Inc
2529;733847;14-11-30;Block Group
2530;124084;06-12-20;Gerlach-Leuschke
2531;436995;07-04-30;Frami
2532;595126;88-02-25;Abbott
2533;431692;16-05-21;Weissnat, Jaskolski And Bins
2534;347576;16-07-31;Blanda, Stanton And Altenwerth
2535;400701;66-11-12;Mcdermott Inc
2536;986883;09-03-13;Osinski-Zemlak
2537;411143;88-08-01;Cremin And Sons
2538;144553;03-12-23;Pfannerstill, Powlowski And Kreiger
2539;446148;07-04-14;Deckow, Cassin And Dooley
2540;291594;08-06-17;Cassin-Jerde
2541;348590;15-01-28;Wyman, Nicolas And Fahey
2542;955911;19-08-17;Rice, Ondricka And Block
2543;288075;01-01-19;Mante, Bins And Crooks
2544;336821;16-12-27;Langworth-Osinski
2545;520231;98-11-26;Cassin, Rempel And Koelpin
2546;505493;67-03-05;Cassin, Grant And Pfannerstill
2547;683158;10-08-19;Brekke-Kihn
2548;172959;92-04-18;Keeling, Kilback And Mcdermott
2549;594652;13-10-28;Langosh, Lueilwitz And Lehner
2550;891177;12-05-22;Schiller, Ullrich And Willms
2551;437521;18-09-28;Hand And Sons
2552;363116;76-04-12;Stark
2553;511606;09-02-02;Reichert And Sons
2554;736452;14-09-24;Kautzer
2555;547847;19-03-08;Lang, Kohler And Dietrich
2556;750863;95-01-12;Marvin-Wolff
2557;437334;19-08-09;Collins, Pacocha And Turcotte
2558;817475;11-11-17;Rosenbaum-Leffler
2559;380772;76-06-11;Renner Inc
2560;516949;95-08-29;Afro_Aid
2561;138048;18-05-13;Mertz, Boyle And Franecki
2562;17801;19-07-02;Cruickshank Inc
2563;756253;13-06-03;Wehner-Steuber
2564;723059;18-01-06;Denesik And Sons
2565;703779;08-09-08;Lueilwitz Inc
2566;701463;15-11-17;Waelchi-Bashirian
2567;148835;88-01-14;Wilkinson, Prosacco And Kilback
2568;419169;12-05-31;Mueller-Simonis
2569;594614;16-08-17;Kautzer, Streich And Vandervort
2570;363331;96-10-10;Senger, Kemmer And Dickinson
2571;549629;18-08-22;Grimes, Leuschke And Huel
2572;362500;15-11-28;Sawayn Inc
2573;831324;05-11-01;Grimes, Leuschke And Huel
2574;913654;11-04-05;Barrows Group
2575;142491;00-11-16;Johns Inc
2576;386012;13-06-02;Mueller-Simonis
2577;872690;98-11-14;Lubowitz, Weimann And Lemke
2578;280147;02-09-01;Weimann, Armstrong And Luettgen
2579;982154;14-12-05;Walsh
2580;980414;11-08-19;Kunde-Lowe
2581;404030;11-03-28;Fadel Group
2582;785850;14-09-20;Sipes Group
2583;52833;10-07-20;Grimes-Weber
2584;701029;00-09-09;Luettgen And Sons
2585;635181;06-02-24;Moen, Koss And Paucek
2586;533241;02-08-06;Reinger And Sons
2587;235156;75-06-05;Reichel Inc
2588;166912;13-05-30;Senger Group
