id_mov;ONG;proyecto
8282;Waelchi Inc;Ellie Mae, Inc.
8283;Watsica-Hauck;Celite - Tana
8284;Sporer Inc;Entergy Louisiana, Inc.
8285;Conn-Jones;Andacollo Oro
8286;Konopelski And Sons;Microsemi Corporation
8287;Rath Group;Forterra, Inc.
8288;Cassin-Jerde;Cerro Bayo
8289;Adega;CMP - Cerro Negro Norte
8290;Gaylord-Torphy;Dos Amigos
8291;Friesen, Friesen And Hodkiewicz;SQM - Mapocho
8292;Mraz Group;Mid-America Apartment Communities, Inc.
8293;Grady, Hermann And Streich;El Tesoro
8294;Bednar-Crist;Janus Henderson Small Cap Growth Alpha ETF
8295;Ernser-Eichmann;United States Cellular Corporation
8296;Marvin-Corkery;Mantos de la Luna
8297;Nienow, Harvey And Bartoletti;Abeona Therapeutics Inc.
8298;Hettinger ;Peabody Energy Corporation
8299;Abbott Group;Punta de Lobos - Kanita
8300;Bergstrom Group;Diana Shipping inc.
8301;Bayer-Bashirian;Microsemi Corporation
8302;Schimmel-Mcglynn;Virco Manufacturing Corporation
8303;Bosco And Sons;FairPoint Communications, Inc.
8304;Kuhlman, Bashirian And Abbott;Trongol
8305;Keeling, Kilback And Mcdermott;CMP - Romeral
8306;Schroeder-Wiza;Cowen Inc.
8307;Crona ;Pascua
8308;Herman-Graham;MasTec, Inc.
8309;Cartwright, Kulas And Fahey;China Lodging Group, Limited
8310;Ritchie Group;FSB Bancorp, Inc.
8311;Gleason, Stoltenberg And Anderson;Celgene Corporation
8312;Bartoletti-Kunde;CatchMark Timber Trust, Inc.
8313;Medhurst-Jones;AMC Entertainment Holdings, Inc.
8314;Leannon-Brekke;AmerisourceBergen Corporation (Holding Co)
8315;Keeling, Bruen And Greenholt;Eagle Bulk Shipping Inc.
8316;Lubowitz-Stroman;Novelion Therapeutics Inc.
8317;Langworth-Osinski;Dynatronics Corporation
8318;Wehner, Schneider And Frami;PTC Inc.
8319;Champlin, O'Reilly And O'Keefe;Cowen Inc.
8320;Pfannerstill, Powlowski And Kreiger;Schwager
8321;Hirthe Group;Lota
8322;Heller-Rohan;Cyclacel Pharmaceuticals, Inc.
8323;Brakus Group;HollyFrontier Corporation
8324;O'Hara ;Punitaqui
8325;Schmitt-Mckenzie;JM Global Holding Company
8326;Sawayn Inc;Fertón
8327;Hodkiewicz ;HollyFrontier Corporation
8328;Harber Inc;CMP - Algarrobo
8329;Lind-Schuppe;Zynerba Pharmaceuticals, Inc.
8330;Cremin Inc;Azul S.A.
8331;Lowe, Quitzon And Johnson;Marte Lobo
8332;Schumm And Sons;El Guindo
8333;Lindgren, Barrows And Goodwin;AMC Entertainment Holdings, Inc.
8334;Braun-Bechtelar;Las Luces
8335;Kovacek-Dietrich;CMP - Algarrobo
8336;Jerde And Sons;Hawkins, Inc.
8337;Mann-Schinner;Western Alliance Bancorporation
8338;Langworth-Osinski;La Pepa
8339;Dicki ;Garrison Capital Inc.
8340;Mohr And Sons;Ceragon Networks Ltd.
8341;Conroy, Wisoky And Daniel;Fertón
8342;Dietrich-Roob;HD Supply Holdings, Inc.
8343;Williamson-Schmidt;Romeral
8344;Hand And Sons;Comcast Corporation
8345;Schmitt ;Comcast Corporation
8346;Nolan Inc;CVS Health Corporation
8347;Cronin ;Punitaqui
8348;Kovacek-Dietrich;Great Plains Energy Inc
8349;Afimu;SeaChange International, Inc.
8350;Grant-Schaden;Independence Holding Company
8351;Bins-Goldner;Esterline Technologies Corporation
8352;Mccullough, Luettgen And Brakus;Fiserv, Inc.
8353;Nolan, Renner And Lesch;Colico Sur
8354;Orn-Hilll;Ocular Therapeutix, Inc.
8355;Abbott, Torp And Mcdermott;Torchmark Corporation
8356;Daniel ;Ministro Hales
8357;Kihn, Orn And Farrell;Don Alberto
8358;Ernser-Eichmann;Kraton Corporation
8359;Goyette Inc;El Tofo
8360;Kuhn-Herzog;ACF - Lagunas
8361;Cummerata Group;Tres Valles
8362;Wunsch Group;Impax Laboratories, Inc.
8363;Schuster-Kub;Bright Scholar Education Holdings Limited
8364;Brown ;SQM - María Elena
8365;Erdman, Braun And Runolfsson;La Perla
8366;Wolf, West And Breitenberg;Diana Shipping inc.
8367;Watsica Group;Dollar General Corporation
8368;Bednar-Flatley;Spence
8369;Wolff, Russel And Ankunding;Cerro Imán
8370;Feil, Kemmer And Koch;Bronce de Petorca
8371;Gorczany, Lindgren And Smitham;Container Store (The)
8372;Dooley, Lindgren And Kub;HollyFrontier Corporation
8373;Wehner-Jenkins;FairPoint Communications, Inc.
8374;Muller, Reichert And Grimes;Ceragon Networks Ltd.
8375;África Arco Iris;Marte Lobo
8376;Prohaska-Lueilwitz;Apple Hospitality REIT, Inc.
8377;Brekke-Kihn;UMH Properties, Inc.
8378;Hoppe-Zboncak;E*TRADE Financial Corporation
8379;Labadie, Veum And Hammes;Appliance Recycling Centers of America, Inc.
8380;Afs Intercultura;MiMedx Group, Inc
8381;Hermiston And Sons;Dynex Capital, Inc.
8382;Hartmann And Sons;Intracampos
8383;Jerde And Sons;Hub Group, Inc.
8384;Crooks, Mraz And Volkman;Ulta Beauty, Inc.
8385;Cronin-Jacobson;Western New England Bancorp, Inc.
8386;Dare, Hessel And Mckenzie;Nuveen Michigan Quality Municipal Income Fund
8387;Barrows Group;Mid-America Apartment Communities, Inc.
8388;Williamson, Hermiston And Bauch;Bright Scholar Education Holdings Limited
8389;Mante, Bode And Wiegand;The Community Financial Corporation
8390;Dickens ;Navío
8391;Dach Inc;Antucoya
8392;África Viva;Los Bronces
8393;Osinski-Kunze;Double Eagle Acquisition Corp.
8394;Skiles, Bauch And Rippin;Diamond Hill Investment Group, Inc.
8395;Gutkowski ;Radomiro Tomic
8396;Will And Sons;China Lodging Group, Limited
8397;Padberg Group;El Teniente
8398;Predovic ;Celite - Carol
8399;Mante, Bode And Wiegand;GlaxoSmithKline PLC
8400;Ferry-Schuppe;CMP - Los Colorados
8401;Schoen And Sons;Silicon Motion Technology Corporation
8402;Sanford And Sons;Limoneira Co
8403;Smith-Schowalter;Georgia Power Company
8404;Keeling, Collins And Yost;Ojos del Salado
8405;Osinski-Kunze;United Insurance Holdings Corp.
8406;Smitham And Sons;Bronce de Petorca
8407;Denesik And Sons;Maganeso III de Atacama
8408;Blanda-Gislason;Natl Westminster Pfd
8409;D'Amore-Kuhlman;Portola Pharmaceuticals, Inc.
8410;Crona ;Esperanza
8411;Gleason And Sons;CMP - Los Colorados
8412;Steuber, Rutherford And Upton;Nabriva Therapeutics AG
8413;Schowalter-Senger;Fidus Investment Corporation
8414;Reichert And Sons;La Pepa
8415;Pagac And Sons;CMP - Algarrobo
8416;Durgan ;Isla Riesco
8417;Volkman, Kulas And Hodkiewicz;FairPoint Communications, Inc.
8418;Herman-Graham;Sierra Miranda
8419;Moore-Lueilwitz;Intracampos
8420;Cartwright, Gusikowski And Miller;Dynex Capital, Inc.
8421;Quitzon Inc;PrivateBancorp, Inc.
8422;Kreiger-Mccullough;Hub Group, Inc.
8423;Wisozk ;El Morro
8424;Grady, Mitchell And Lindgren;PowerShares Golden Dragon China Portfolio
8425;Dare, Hessel And Mckenzie;First Hawaiian, Inc.
8426;Nolan Inc;Forterra, Inc.
8427;Hills Inc;Great Elm Capital Corp.
8428;Kuhlman-Bernhard;Zaldívar
8429;Hane, Buckridge And Kuhn;El Peñón
8430;Mckenzie, Cummings And Rippin;Kayne Anderson Energy Total Return Fund, Inc.
8431;Frami ;Appliance Recycling Centers of America, Inc.
8432;Bosco-Lockman;Altamira
8433;Glover-Nader;Diamond Hill Investment Group, Inc.
8434;Collier ;International Seaways, Inc.
8435;Braun-Simonis;Vina Concha Y Toro
8436;Dooley Group;UMH Properties, Inc.
8437;Abernathy ;Diamond Hill Investment Group, Inc.
8438;Kuhlman, Bashirian And Abbott;EQT Corporation
8439;Terry Group;Aircastle Limited
8440;Sauer-Stoltenberg;Torchmark Corporation
8441;Rippin-Effertz;UMH Properties, Inc.
8442;Borer-Trantow;SQM Salar
8443;Bruen, Macgyver And Deckow;EQT Corporation
8444;Miller ;Pepsico, Inc.
8445;Bartoletti-Daniel;Patriot National Bancorp Inc.
8446;Champlin-Bauch;First Hawaiian, Inc.
8447;Muller, Reichert And Grimes;PIMCO Dynamic Credit and Mortgage Income Fund
8448;Gulgowski Inc;Guanaco
8449;Ullrich Inc;Pirquitas
8450;Kshlerin, Hahn And Gulgowski;Zaldívar
8451;Denesik-Quigley;El Peñón
8452;Watsica, Spencer And Weissnat;China Mobile (Hong Kong) Ltd.
8453;Collins, Pacocha And Turcotte;Virco Manufacturing Corporation
8454;Heidenreich, Boyer And Dach;Franke
8455;Dickens-Klein;Urstadt Biddle Properties Inc.
8456;Olson-Green;Hurco Companies, Inc.
8457;Fadel Group;Idera Pharmaceuticals, Inc.
8458;Greenholt Inc;Cerro Bayo
8459;Price-Shields;Salesforce.com Inc
8460;Conn ;AmerisourceBergen Corporation (Holding Co)
8461;Hauck Group;Andes Travertine
8462;Bahringer-Johnston;West Corporation
8463;Dickens-Boyle;Cleveland BioLabs, Inc.
8464;Beer, Zieme And Huels;BRF S.A.
8465;Dare, Hessel And Mckenzie;Novelion Therapeutics Inc.
8466;África Esperanza;SL Green Realty Corporation
8467;Johnston And Sons;Radomiro Tomic
8468;Fay, Simonis And Morar;First Hawaiian, Inc.
8469;Vonrueden-Miller;Azul S.A.
8470;Dickens ;Las Piedras
8471;Feest-Graham;Sportsman's Warehouse Holdings, Inc.
8472;Jenkins-Kemmer;Arlington Asset Investment Corp
8473;Gaylord Inc;Ojos del Salado
8474;Heller-Rohan;L.B. Foster Company
8475;Little-Weber;Cóndor
8476;D'Amore Group;China Mobile (Hong Kong) Ltd.
8477;Jacobson, Boyer And Gleichner;Colico Sur
8478;Carroll, Dubuque And Schultz;Everspin Technologies, Inc.
8479;Schultz Group;Antucoya
8480;Frami Group;Forterra, Inc.
8481;Kuhic Inc;Cabot Corporation
8482;Macgyver Inc;Las Arenitas
8483;Macejkovic, Barrows And Kshlerin;Avon Products, Inc.
8484;Feil-Nikolaus;Walter Investment Management Corp.
8485;Johnson, Batz And Davis;AmerisourceBergen Corporation (Holding Co)
8486;Dietrich And Sons;PowerShares Nasdaq Internet Portfolio
8487;Blick-Bartell;Under Armour, Inc.
8488;Schaden-Gleichner;Northrop Grumman Corporation
8489;Zulauf Group;Ocular Therapeutix, Inc.
8490;Collins, Collier And Herman;Lota
8491;Gutkowski, Huel And Murazik;Jerónimo
8492;Heaney-Harber;American Homes 4 Rent
8493;Cremin-Hodkiewicz;La Pepa
8494;Adega;El Soldado
8495;Lubowitz, Weimann And Lemke;La Perla
8496;Bins, Ortiz And Bogan;Clifton Bancorp Inc.
8497;Hilll-Tromp;Nuveen Municipal High Income Opportunity Fund
8498;Kozey-Stoltenberg;SQM - Pedro de Valdivia
8499;Ferry, Stroman And Veum;Franke
8500;Jenkins-Dicki;San José
8501;Berge ;JA Solar Holdings, Co., Ltd.
8502;Leffler-Durgan;El Toqui
8503;Erdman, Graham And Yost;Zion Oil & Gas Inc
8504;Breitenberg, Kemmer And Schumm;Stamps.com Inc.
8505;Goyette, Huels And Champlin;HollyFrontier Corporation
8506;D'Amore Group;Romeral
8507;Connelly-Maggio;EPR Properties
8508;Lowe, Quitzon And Johnson;Salesforce.com Inc
8509;Cassin, Grant And Pfannerstill;TICC Capital Corp.
8510;Donnelly-Abbott;Inacesa - El Way
8511;Mann, Walsh And Dickinson;Discovery Communications, Inc.
8512;Schuppe Group;Biocept, Inc.
8513;Halvorson, Jacobson And Ward;Independence Holding Company
8514;Strosin ;Iván
8515;Kassulke, Hamill And Luettgen;Portola Pharmaceuticals, Inc.
8516;Raynor-Oberbrunner;United Microelectronics Corporation
8517;Simonis Group;Microsemi Corporation
8518;Hoeger, Zboncak And Hammes;Limoneira Co
8519;Effertz-Zboncak;El Tofo
8520;Gleichner, Waelchi And Douglas;Marte Lobo
8521;Johns, Kessler And Balistreri;La Pepa
8522;Moore-O'Conner;Hub Group, Inc.
8523;Emard, Zemlak And Beier;Chuquicamata
8524;Rosenbaum-Leffler;Peabody Energy Corporation
8525;Reinger, Keeling And Nienow;Bright Scholar Education Holdings Limited
8526;Breitenberg-Murphy;E*TRADE Financial Corporation
8527;O'Keefe-Zulauf;Zaldívar
8528;Thompson, Baumbach And Medhurst;Blackstone GSO Long Short Credit Income Fund
8529;Bauch, Ernser And Cronin;Spark Energy, Inc.
8530;Schimmel-Mcglynn;Guaranty Bancorp
8531;Dooley, Jerde And Kshlerin;Tootsie Roll Industries, Inc.
8532;Dietrich, Conn And Hand;Diageo plc
8533;Daniel ;Cyclacel Pharmaceuticals, Inc.
8534;Runolfsson-Renner;Mid-America Apartment Communities, Inc.
8535;Reinger And Sons;La Coipa
8536;Bins-Goldner;West Corporation
8537;Gutmann-Feest;Chimberos
8538;Kunze-Welch;Xenia Hotels & Resorts, Inc.
8539;Rath Inc;Marte Lobo
8540;Zieme-Langworth;Pucobre
8541;Maggio-O'Keefe;Mirna Therapeutics, Inc.
8542;Bode-Nikolaus;Quebrada Blanca
8543;Wyman, Nicolas And Fahey;LTC Properties, Inc.
8544;Predovic-Graham;STMicroelectronics N.V.
8545;Ferry, Stroman And Veum;Romeral
8546;Veum, Gislason And Morar;Chimborazo
8547;Johnson, Batz And Davis;La Patagua
8548;Waters, Conroy And Dibbert;MasTec, Inc.
8549;Kling, Effertz And Anderson;Applied DNA Sciences Inc
8550;Heaney Inc;Urstadt Biddle Properties Inc.
8551;Purdy And Sons;Celite - Tana
8552;Satterfield And Sons;Arista Networks, Inc.
8553;Cronin, Welch And Rippin;Carvana Co.
8554;Waelchi, Dare And Rolfson;Texas Pacific Land Trust
8555;Zulauf And Sons;Tres Valles
8556;Halvorson, Jacobson And Ward;Meridian Waste Solutions, Inc
8557;Paucek ;Faride
8558;Wolff, Russel And Ankunding;Manantial
8559;Mertz Inc;Spark Energy, Inc.
8560;Kerluke-Yundt;China Cord Blood Corporation
8561;Gutkowski-Schinner;Enanta Pharmaceuticals, Inc.
8562;Altenwerth, Abernathy And Kuvalis;MiMedx Group, Inc
8563;Fritsch Group;AbbVie Inc.
8564;Blick-Bartell;III de Atacama Minerals - Aguas Blancas
8565;Cremin And Sons;Chimborazo
8566;Stiedemann-Wuckert;Biglari Holdings Inc.
8567;Gulgowski-Spinka;Cerro Casale
8568;Haag-Stoltenberg;El Guindo
8569;Dickens ;RiverNorth Opportunities Fund, Inc.
8570;Pagac And Sons;Mackinac Financial Corporation
8571;Schroeder-Wiza;Inseego Corp.
8572;Ferry-Hessel;Candelaria
8573;Corkery-Corwin;Peapack-Gladstone Financial Corporation
8574;Mante, Ferry And Corwin;Impax Laboratories, Inc.
8575;Hansen-Hills;Virco Manufacturing Corporation
8576;Littel, Lynch And Lowe;Nuveen Floating Rate Income Fund
8577;Bruen, Kulas And Hodkiewicz;El Teniente
8578;Osinski-Zemlak;FTI Consulting, Inc.
8579;Williamson-Watsica;CenterPoint Energy, Inc.
8580;Adavas;Eaton Vance Corporation
8581;Lesch, Rath And Pfannerstill;Adams Diversified Equity Fund, Inc.
8582;Dickinson-Swift;Data Processing
8583;Jerde-Lowe;SQM - Yumbes
8584;Hirthe ;Ocular Therapeutix, Inc.
8585;Pfeffer, Durgan And Hayes;Tootsie Roll Industries, Inc.
8586;Steuber-Lang;Intracampos
8587;Wisoky Group;Nabriva Therapeutics AG
8588;Schroeder-Wiza;Arlington Asset Investment Corp
8589;Jaskolski Inc;B.O.S. Better Online Solutions
8590;Thiel ;First Trust Nasdaq Retail ETF
8591;Swaniawski-Kutch;Nuveen Floating Rate Income Fund
8592;Collins, Pacocha And Turcotte;Littelfuse, Inc.
8593;Leannon-Brekke;Western Alliance Bancorporation
8594;Boyle, Walsh And Blanda;China Cord Blood Corporation
8595;Reinger-Bosco;NVIDIA Corporation
8596;Conn ;Kopin Corporation
8597;Sporer, Graham And Medhurst;Intracampos
8598;Shields Group;PrimeEnergy Corporation
8599;Bode ;SQM - Yumbes
8600;Schiller-Reilly;SQM - Pampa Blanca
8601;Keeling Group;Esperanza
8602;Gulgowski-Spinka;Eagle Bulk Shipping Inc.
8603;Kutch, Cremin And Mcclure;Diamond Hill Investment Group, Inc.
8604;Swaniawski-Kutch;Mid-America Apartment Communities, Inc.
8605;Jerde-Bauch;Ojos del Salado
8606;Champlin, Oberbrunner And Eichmann;La Pepa
8607;Homenick, Sipes And Carter;Faride
8608;Mante, Bode And Wiegand;Gray Television, Inc.
8609;Collier ;SolarEdge Technologies, Inc.
8610;Shields, Wintheiser And Boyle;Independence Holding Company
8611;Zemlak And Sons;Coirón
8612;Kerluke-Yundt;Nuveen Connecticut Quality Municipal Income Fund
8613;Mertz, Greenholt And Lind;Dynex Capital, Inc.
8614;Bartell Inc;Maganeso III de Atacama
8615;Hessel, Predovic And Green;La Coipa
8616;Collier ;El Teniente
8617;Rice, Daniel And Klocko;Elenita
8618;Legros-Price;Ceragon Networks Ltd.
8619;Adenex;PrimeEnergy Corporation
8620;Cassin-Mayer;HCA Healthcare, Inc.
8621;Koelpin, Stehr And Senger;Apple Hospitality REIT, Inc.
8622;Zemlak-Daniel;3M Company
8623;Rohan And Sons;SQM - Pedro de Valdivia
8624;Jacobs, Braun And Schimmel;PDF Solutions, Inc.
8625;Schimmel-Beatty;Merus Labs International Inc.
8626;Greenholt Inc;La Coipa
8627;Erdman-Block;SQM - Mapocho
8628;Pfeffer, Durgan And Hayes;China Lodging Group, Limited
8629;Becker And Sons;Tres Valles
8630;Feil, Shields And Gislason;Mantos de la Luna
8631;Sporer, Graham And Medhurst;Investors Bancorp, Inc.
8632;Schaden-Mitchell;Pascua
8633;Glover Group;Cerro Negro
8634;Williamson-Schmidt;Antucoya
8635;Schmeler, Carroll And Schaden;Ministro Hales
8636;Homenick, Sipes And Carter;SQM - Pampa Blanca
8637;Macejkovic, Gusikowski And Keeling;Kura Oncology, Inc.
8638;Hegmann, Koelpin And Lindgren;SQM - Mapocho
8639;Welch ;Chegg, Inc.
8640;Smitham And Sons;FairPoint Communications, Inc.
8641;Prohaska Inc;Argos Therapeutics, Inc.
8642;Zboncak-Mraz;Forterra, Inc.
8643;Trantow-Quigley;Sarepta Therapeutics, Inc.
8644;Dickens ;Isla Riesco
8645;Rogahn-Leannon;Victoria
8646;Nicolas, Smitham And Wilderman;Los Bronces
8647;Botsford, Bechtelar And Conn;support.com, Inc.
8648;Adecoi;Chimborazo
8649;Heidenreich Inc;U.S. Energy Corp.
8650;Carroll-Mcclure;EQT Corporation
8651;Hodkiewicz ;Abeona Therapeutics Inc.
8652;Mcclure Group;Caleta El Cobre
8653;Miller, Senger And Kertzmann;CMP - Los Colorados
8654;Goyette-Rau;El Tofo
8655;Swaniawski-Sawayn;Cambrex Corporation
8656;Schuppe And Sons;Jerónimo
8657;Hermann, Quigley And Heaney;The Community Financial Corporation
8658;Cole-Reilly;Evolving Systems, Inc.
8659;Konopelski, Hermann And Ziemann;United Insurance Holdings Corp.
8660;Paucek Group;The Travelers Companies, Inc.
8661;Murray, Monahan And Hilll;Candelaria
8662;Jenkins-Dicki;Cordillera - Tenardita
8663;Fay, Hyatt And Rolfson;EQT Corporation
8664;Hayes And Sons;Chegg, Inc.
8665;Wisoky ;Bed Bath & Beyond Inc.
8666;Beer, Zieme And Huels;Everspin Technologies, Inc.
8667;Swift, Harris And Towne;Arenal
8668;Swaniawski-Kutch;La Patagua
8669;Medhurst, Thiel And Schuster;HD Supply Holdings, Inc.
8670;Jerde-Bauch;Midland States Bancorp, Inc.
8671;Ferry-Schuppe;SQM - Mapocho
8672;Aeal;Pupunahue
8673;O'Reilly, Romaguera And Bode;China Mobile (Hong Kong) Ltd.
8674;Reynolds, Dare And Barrows;Sportsman's Warehouse Holdings, Inc.
8675;Afimu;Tres Valles
8676;Kovacek-Dietrich;Sierra Gorda
8677;Buckridge-Greenfelder;Quebrada Blanca
8678;Rice-Price;San José
8679;Frami, Christiansen And Hermann;Independence Holding Company
8680;Nader-Kutch;Quebrada Blanca
8681;Kub Group;Mirna Therapeutics, Inc.
8682;Champlin-Bauch;Central Garden & Pet Company
8683;Heathcote, Schinner And Walker;West Corporation
8684;Heidenreich, Boyer And Dach;Great Elm Capital Corp.
8685;Hudson-Mayer;United States Cellular Corporation
8686;Jenkins-Dicki;SolarEdge Technologies, Inc.
8687;Glover Group;Cordillera - Tenardita
8688;Morar-Schoen;San José
8689;Cruickshank-Schmitt;El Soldado
8690;Mann-Schinner;AMC Entertainment Holdings, Inc.
8691;Waters Group;Pampa Camarones
8692;Cole-Reilly;Waste Management, Inc.
8693;Hilll-Lemke;Janus Henderson Small Cap Growth Alpha ETF
8694;Weber, Rippin And Krajcik;Linderos
8695;Mann, Walsh And Dickinson;Punitaqui
8696;Lowe, Quitzon And Johnson;Cummins Inc.
8697;Quitzon-Stark;Caserones
8698;Swift, Harris And Towne;Pinatolca
8699;Blanda-Gislason;Galectin Therapeutics Inc.
8700;Okuneva ;L.B. Foster Company
8701;Kuhn-Greenholt;Central Garden & Pet Company
8702;Kohler And Sons;Chimberos
8703;Gusikowski, Luettgen And Cremin;Ellie Mae, Inc.
8704;Mcdermott ;Fidus Investment Corporation
8705;Hoppe-Wolf;Spence
8706;Afs Intercultura;Gray Television, Inc.
8707;Zieme Group;Pupunahue
8708;Doyle, Mccullough And Friesen;Caserones
8709;Lowe, Streich And Purdy;Waste Management, Inc.
8710;Wehner-Jenkins;Peapack-Gladstone Financial Corporation
8711;Lind-Kuphal;First Hawaiian, Inc.
8712;Haley, Bergstrom And Auer;Imax Corporation
8713;Feest-Graham;TICC Capital Corp.
8714;Maggio, Franecki And Batz;Credit Acceptance Corporation
8715;Boehm-Luettgen;PureFunds ETFx HealthTech ETF
8716;Bernier-Stokes;Zynerba Pharmaceuticals, Inc.
8717;Kub, Mante And Lebsack;Quebrada Blanca
8718;Kuhlman, Bashirian And Abbott;Kayne Anderson Energy Total Return Fund, Inc.
8719;Thiel ;PTC Inc.
8720;Hansen-Hills;Alhué
8721;Hayes, Huel And Keebler;Fair Isaac Corporation
8722;Gutkowski ;La Coipa
8723;Terry ;Carola
8724;Ferry, Stroman And Veum;DRDGOLD Limited
8725;Leffler, Wisozk And Koelpin;Cummins Inc.
8726;Zboncak-Mraz;OraSure Technologies, Inc.
8727;Watsica Inc;Sierra Gorda
8728;Stiedemann, Willms And Fay;First Financial Bankshares, Inc.
8729;Lakin, Smitham And Greenholt;Delta
8730;Kuvalis, Bauch And Schumm;Arlington Asset Investment Corp
8731;Murray-Braun;Western New England Bancorp, Inc.
8732;Kautzer, Streich And Vandervort;KT Corporation
8733;Johnston And Sons;Credit Acceptance Corporation
8734;Olson, Thompson And Fritsch;Peckett
8735;Torp, Bruen And Douglas;Arch Capital Group Ltd.
8736;Shields, Wintheiser And Boyle;Andina
8737;Bashirian, Greenholt And Russel;Xenia Hotels & Resorts, Inc.
8738;Grimes-Weber;Littelfuse, Inc.
8739;Conroy ;Nuveen AMT-Free Municipal Value Fund
8740;Cartwright, Kulas And Fahey;Lota
8741;Wisoky Inc;Western Asset Bond Fund
8742;Fisher, Cummings And Rowe;SQM Salar
8743;Leffler Group;First Financial Bankshares, Inc.
8744;Mante, Bins And Crooks;Discovery Communications, Inc.
8745;Gleason ;H&R Block, Inc.
8746;Glover, Dickens And Russel;Tootsie Roll Industries, Inc.
8747;Miller ;DRDGOLD Limited
8748;Keeling, Bruen And Greenholt;Pepsico, Inc.
8749;Kuvalis-Swift;Crawford & Company
8750;Bahringer Inc;Neff Corporation
8751;Bins-Goldner;Celgene Corporation
8752;Feil-Reilly;SQM - Pampa Blanca
8753;Predovic ;SeaChange International, Inc.
8754;Swaniawski Group;La Patagua
8755;Miller ;3M Company
8756;Jacobs, Braun And Schimmel;Regal Entertainment Group
8757;Kling, Donnelly And Blanda;Pinatolca
8758;Russel Group;Global Partner Acquisition Corp.
8759;Bahringer ;Vectrus, Inc.
8760;Daniel ;Incyte Corporation
8761;Jerde And Sons;Entergy Louisiana, Inc.
8762;Baumbach, Reinger And Jaskolski;Mackinac Financial Corporation
8763;Champlin, Oberbrunner And Eichmann;Moog Inc.
8764;Connelly-Ruecker;PrimeEnergy Corporation
8765;Predovic Inc;Spark Energy, Inc.
8766;Reynolds, Dare And Barrows;SAP SE
8767;Watsica, Spencer And Weissnat;FairPoint Communications, Inc.
8768;Wolff-Greenholt;HollyFrontier Corporation
8769;Batz Inc;TC PipeLines, LP
8770;Little-Murazik;Diamond Hill Investment Group, Inc.
8771;Okuneva ;Walter Investment Management Corp.
8772;Brakus, White And Mueller;Pinnacle Financial Partners, Inc.
8773;Quitzon-Hand;Suncor EnergyInc.
8774;Bahringer-Johnston;Las Cenizas
8775;Quitzon Group;Texas Pacific Land Trust
8776;Mertz Inc;La Productora
8777;Mertz Inc;La Patagua
8778;Kozey Inc;Caserones
8779;Schaden-Mitchell;HCA Healthcare, Inc.
8780;Towne-Hamill;Gilat Satellite Networks Ltd.
8781;Williamson, Hermiston And Bauch;Vanguard Russell 3000 ETF
8782;Trantow-Quigley;La Patagua
8783;Erdman-Block;Choquelimpie
8784;Cruickshank Inc;La Productora
8785;Stracke Inc;Franke
8786;Casper-Jacobson;Regal Entertainment Group
8787;Zboncak And Sons;Urban One, Inc. 
8788;Jacobs Group;Altamira
8789;Torp-Hintz;Kilroy Realty Corporation
8790;Stiedemann, Willms And Fay;iPath US Treasury Long Bond Bear ETN
8791;Raynor, Abernathy And Koch;SQM - Nueva Victoria
8792;Beahan-Kuhlman;Cerro Blanco
8793;Bode ;The Chefs' Warehouse, Inc.
8794;Dicki ;Comcast Corporation
8795;Mohr, Monahan And Hermiston;Mirna Therapeutics, Inc.
8796;Deckow, Cassin And Dooley;El Tesoro
8797;Kuhic Inc;iShares 20+ Year Treasury Bond ETF
8798;Zieme-Metz;West Corporation
8799;Bradtke And Sons;Arlington Asset Investment Corp
8800;Monahan-Grimes;CMP - Algarrobo
8801;Runolfsson-Morar;Patriot National Bancorp Inc.
8802;Boehm-Conroy;CMP - Algarrobo
8803;Paucek ;Herman Miller, Inc.
8804;Zboncak-Mraz;Nuveen Connecticut Quality Municipal Income Fund
8805;Predovic-Graham;Garrison Capital Inc.
8806;Walsh, Hettinger And Grimes;iPath US Treasury Long Bond Bear ETN
8807;Murazik ;Celite - Carol
8808;Reichert-Hermiston;Arista Networks, Inc.
8809;Tromp ;KT Corporation
8810;Boyle, Weissnat And Blanda;Alhué
8811;King Group;Crawford & Company
8812;Aufderhar-Blick;Great Elm Capital Corp.
8813;Pollich-Treutel;Gilat Satellite Networks Ltd.
8814;Nienow ;Isla Riesco
8815;Wehner, Schneider And Frami;La Picarda
8816;Hane, Buckridge And Kuhn;Las Piedras
8817;Carroll-Moen;Diana Shipping inc.
8818;Wuckert Group;Cleveland BioLabs, Inc.
8819;Crona, Olson And Abbott;Chimberos
8820;Goyette Inc;Ceragon Networks Ltd.
8821;Abbott, Torp And Mcdermott;Ojos del Salado
8822;Prohaska Inc;Orbotech Ltd.
8823;Collins, Pacocha And Turcotte;CatchMark Timber Trust, Inc.
8824;Green, Towne And Baumbach;Peabody Energy Corporation
8825;Lang, Kohler And Dietrich;Pepsico, Inc.
8826;Waelchi, Dare And Rolfson;Radomiro Tomic
8827;Torphy, Marquardt And Oberbrunner;Fidus Investment Corporation
8828;Hansen-Hills;Herman Miller, Inc.
8829;Ryan, Stark And Medhurst;Elkhorn Commodity Rotation Strategy ETF
8830;Kub Group;Elenita
8831;Gutmann-Feest;American Homes 4 Rent
8832;Yost, Mayer And Stokes;Argos Therapeutics, Inc.
8833;Botsford, Bechtelar And Conn;FairPoint Communications, Inc.
8834;Hirthe ;Cummins Inc.
