rid,lid
5808,57
5809,50
5810,109
5811,53
5812,121
5813,76
5814,106
5815,209
5816,120
5817,221
5818,251
5819,5
5820,242
5821,142
5822,106
5823,105
5824,174
5825,276
5826,150
5827,126
5828,180
5829,265
5830,58
5831,17
5832,178
5833,79
5834,206
5835,221
5836,338
5837,123
5838,202
5839,123
5840,13
5841,297
5842,121
5843,272
5844,346
5845,142
5846,210
5847,325
5848,210
5849,250
5850,190
5851,152
5852,297
5853,277
5854,346
5855,51
5856,66
5857,74
5858,229
5859,27
5860,1
5861,180
5862,320
5863,173
5864,255
5865,220
5866,178
5867,66
5868,134
5869,160
5870,5
5871,130
5872,182
5873,182
5874,282
5875,199
5876,52
5877,82
5878,180
5879,198
5880,93
5881,92
5882,111
5883,264
5884,3
5885,14
5886,113
5887,65
5888,328
5889,28
5890,146
5891,286
5892,23
5893,205
5894,62
5895,252
5896,324
5897,70
5898,99
5899,126
5900,142
5901,102
5902,332
5903,142
5904,316
5905,287
5906,190
5907,187
5908,190
5909,225
5910,304
5911,318
5912,152
5913,228
5914,299
5915,104
5916,105
5917,311
5918,100
5919,170
5920,252
5921,331
5922,155
5923,236
5924,52
5925,122
5926,281
5927,334
5928,233
5929,86
5930,257
5931,110
5932,148
5933,37
5934,69
5935,290
5936,164
5937,44
5938,334
5939,100
5940,45
5941,55
5942,275
5943,158
5944,139
5945,104
5946,315
5947,239
5948,309
5949,78
5950,216
5951,325
5952,123
5953,127
5954,203
5955,222
5956,69
5957,47
5958,332
5959,229
5960,46
5961,213
5962,98
5963,238
5964,116
5965,328
5966,331
5967,109
5968,239
5969,205
5970,17
5971,324
5972,95
5973,327
5974,305
5975,212
5976,302
5977,307
5978,65
5979,160
5980,193
5981,310
5982,328
5983,280
5984,60
5985,119
5986,136
5987,140
5988,305
5989,160
5990,4
5991,85
5992,166
5993,228
5994,138
5995,292
5996,51
5997,72
5998,312
5999,196
6000,223
6001,76
6002,35
6003,74
6004,234
6005,104
6006,307
6007,318
6008,11
6009,147
6010,214
6011,222
6012,229
6013,109
6014,308
6015,17
6016,77
6017,114
6018,346
6019,64
6020,271
6021,47
6022,267
6023,254
6024,322
6025,147
6026,137
6027,294
6028,239
6029,15
6030,248
6031,152
6032,236
6033,105
6034,184
6035,140
6036,238
6037,23
6038,24
6039,280
6040,91
6041,342
6042,138
6043,52
6044,173
6045,223
6046,286
6047,132
6048,171
6049,114
6050,163
6051,40
6052,238
6053,184
6054,51
6055,68
6056,312
6057,201
6058,179
6059,161
6060,207
6061,68
6062,271
6063,239
6064,204
6065,236
6066,276
6067,272
6068,109
6069,5
6070,283
6071,277
6072,138
6073,118
6074,279
6075,337
6076,23
6077,54
6078,66
6079,346
6080,59
6081,117
6082,282
6083,312
6084,218
6085,345
6086,34
6087,158
6088,40
6089,138
6090,101
6091,327
6092,114
6093,169
6094,320
6095,176
6096,41
6097,44
6098,51
6099,21
6100,114
6101,126
6102,208
6103,65
6104,134
6105,161
6106,153
6107,125
6108,113
6109,289
6110,28
6111,149
6112,101
6113,276
6114,269
6115,49
6116,60
6117,8
6118,187
6119,109
6120,255
6121,96
6122,30
6123,130
6124,254
6125,129
6126,263
6127,23
6128,98
6129,91
6130,60
6131,226
6132,264
6133,248
6134,59
6135,158
6136,129
6137,84
6138,115
6139,54
6140,81
6141,180
6142,258
6143,207
6144,247
6145,299
6146,1
6147,1
6148,309
6149,309
6150,238
6151,310
6152,165
6153,255
6154,81
6155,28
6156,264
6157,177
6158,4
6159,241
6160,137
6161,32
6162,158
6163,159
6164,10
6165,318
6166,115
6167,137
6168,343
6169,218
6170,341
6171,236
6172,18
6173,40
6174,318
6175,175
6176,219
6177,212
6178,51
6179,213
6180,114
6181,63
6182,6
6183,335
6184,301
6185,57
6186,26
6187,79
6188,91
6189,300
6190,258
6191,70
6192,338
6193,311
6194,109
6195,221
6196,134
6197,150
6198,109
6199,78
6200,134
6201,136
6202,92
6203,267
6204,209
6205,46
6206,58
6207,155
6208,47
6209,55
6210,74
6211,237
6212,113
6213,238
6214,115
6215,88
6216,236
6217,171
6218,123
6219,109
6220,322
6221,169
6222,299
6223,254
6224,342
6225,292
6226,155
6227,12
6228,291
6229,45
6230,51
6231,68
6232,1
6233,136
6234,193
6235,15
6236,110
6237,327
6238,274
6239,246
6240,105
6241,272
6242,120
6243,277
6244,90
6245,335
6246,50
6247,303
6248,191
6249,291
6250,130
6251,286
6252,72
6253,243
6254,279
6255,337
6256,81
6257,185
6258,74
6259,305
6260,99
6261,173
6262,307
6263,27
6264,116
6265,113
6266,303
6267,29
6268,60
6269,278
6270,127
6271,333
6272,207
6273,329
6274,201
6275,33
6276,329
6277,50
6278,52
6279,176
6280,346
6281,115
6282,292
6283,142
6284,286
6285,15
6286,197
6287,66
6288,90
6289,153
6290,198
6291,267
6292,223
6293,91
6294,132
6295,41
6296,167
6297,19
6298,258
6299,102
6300,153
6301,4
6302,48
6303,265
6304,252
6305,1
6306,297
6307,189
6308,10
6309,253
6310,188
6311,68
6312,226
6313,36
6314,50
6315,30
6316,247
6317,167
6318,312
6319,72
6320,221
6321,140
6322,79
6323,283
6324,341
6325,278
6326,237
6327,86
6328,304
6329,164
6330,257
6331,79
6332,236
6333,8
6334,184
6335,85
6336,51
6337,98
6338,24
6339,212
6340,72
6341,252
6342,179
6343,294
6344,125
6345,326
6346,61
6347,52
6348,61
6349,153
6350,305
6351,83
6352,14
6353,311
6354,295
6355,151
6356,119
6357,165
6358,82
6359,8
6360,119
6361,184
6362,152
6363,319
6364,287
6365,210
6366,25
6367,37
6368,36
6369,118
6370,30
6371,259
6372,186
6373,211
6374,321
6375,311
6376,195
6377,224
6378,23
6379,225
6380,61
6381,131
6382,6
6383,71
6384,146
6385,168
6386,132
6387,171
6388,151
6389,294
6390,62
6391,86
6392,302
6393,31
6394,140
6395,60
6396,202
6397,298
6398,75
6399,15
6400,233
6401,330
6402,148
6403,328
6404,100
6405,85
6406,94
6407,302
6408,129
6409,176
6410,125
6411,314
6412,227
6413,160
6414,328
6415,208
6416,286
6417,116
6418,94
6419,11
6420,246
6421,77
6422,46
6423,178
6424,193
6425,49
6426,65
6427,237
6428,283
6429,215
6430,335
6431,126
6432,51
6433,343
6434,306
6435,165
6436,309
6437,219
6438,161
6439,57
6440,180
6441,302
6442,14
6443,333
6444,212
6445,213
6446,324
6447,34
6448,99
6449,296
6450,194
6451,277
6452,68
6453,28
6454,214
6455,124
6456,201
6457,323
6458,249
6459,239
6460,184
6461,259
6462,158
6463,332
6464,267
6465,182
6466,223
6467,221
6468,201
6469,98
6470,115
6471,255
6472,224
6473,331
6474,150
6475,266
6476,324
6477,254
6478,127
6479,16
6480,305
6481,321
6482,173
6483,207
6484,168
6485,187
6486,31
6487,87
6488,55
6489,186
6490,39
6491,338
6492,141
6493,75
6494,28
6495,236
6496,76
6497,36
6498,22
6499,88
6500,46
6501,293
6502,224
6503,111
6504,278
6505,122
6506,85
6507,248
6508,97
6509,343
6510,318
6511,288
6512,237
6513,187
6514,214
6515,49
6516,322
6517,163
6518,287
6519,330
6520,196
6521,95
6522,85
6523,268
6524,52
6525,189
6526,119
6527,214
6528,279
6529,138
6530,284
6531,254
6532,35
6533,275
6534,330
6535,227
6536,184
6537,154
6538,283
6539,301
6540,28
6541,131
6542,245
6543,177
6544,127
6545,1
6546,270
6547,313
6548,98
6549,31
6550,271
6551,82
6552,134
6553,192
6554,205
6555,235
6556,117
6557,229
6558,331
6559,25
6560,286
6561,279
6562,321
6563,117
6564,146
6565,244
6566,299
6567,2
6568,317
6569,19
6570,20
6571,324
6572,32
6573,109
6574,28
6575,236
6576,218
6577,128
6578,147
6579,28
6580,34
6581,330
6582,104
6583,323
6584,109
6585,3
6586,61
6587,173
6588,158
6589,92
6590,130
6591,99
6592,41
6593,304
6594,284
6595,177
6596,342
6597,304
6598,119
6599,247
6600,129
6601,17
6602,80
6603,303
6604,322
6605,178
6606,293
6607,258
6608,243
6609,37
6610,177
6611,148
6612,77
6613,240
6614,175
6615,105
6616,8
6617,230
6618,193
6619,183
6620,217
6621,294
6622,202
6623,195
6624,232
6625,311
6626,40
6627,231
6628,40
6629,120
6630,274
6631,133
6632,270
6633,81
6634,23
6635,246
6636,278
6637,25
6638,340
6639,118
6640,286
6641,94
6642,167
6643,150
6644,245
6645,235
6646,209
6647,306
6648,154
6649,324
6650,280
6651,58
6652,185
6653,121
6654,116
6655,150
6656,101
6657,172
6658,339
6659,298
6660,52
6661,25
6662,158
6663,314
6664,281
6665,107
6666,151
6667,39
6668,205
6669,157
6670,194
6671,103
6672,43
6673,264
6674,34
6675,232
6676,47
6677,224
6678,149
6679,136
6680,211
6681,271
6682,128
6683,18
6684,166
6685,312
6686,101
6687,330
6688,185
6689,72
6690,55
6691,305
6692,50
6693,346
6694,157
6695,223
6696,162
6697,37
6698,146
6699,31
6700,23
6701,270
6702,287
6703,167
6704,56
6705,115
6706,241
6707,228
6708,165
6709,155
6710,26
6711,254
6712,210
6713,85
6714,313
6715,284
6716,31
6717,207
6718,92
6719,53
6720,328
6721,137
6722,15
6723,118
6724,291
6725,285
6726,151
6727,345
6728,41
6729,172
6730,311
6731,248
6732,8
6733,91
6734,323
6735,79
6736,345
6737,256
6738,208
6739,182
6740,155
6741,329
6742,222
6743,94
6744,208
6745,322
6746,283
6747,65
6748,17
6749,177
6750,66
6751,209
6752,242
6753,122
6754,21
6755,232
6756,10
6757,1
6758,327
6759,202
6760,75
6761,190
6762,104
6763,237
6764,319
6765,161
6766,35
6767,117
6768,182
6769,327
6770,173
6771,207
6772,328
6773,306
6774,172
6775,228
6776,179
6777,45
6778,326
6779,240
6780,47
6781,200
6782,206
6783,344
6784,34
6785,2
6786,137
6787,96
6788,289
6789,110
6790,103
6791,234
6792,102
6793,295
6794,235
6795,253
6796,3
6797,99
6798,124
6799,17
6800,332
6801,29
6802,209
6803,256
6804,213
6805,250
6806,316
6807,194
6808,196
6809,235
6810,34
6811,284
6812,241
6813,342
6814,289
6815,45
6816,259
6817,195
6818,60
6819,61
6820,57
6821,14
6822,332
6823,330
6824,279
6825,34
6826,202
6827,147
6828,46
6829,210
6830,1
6831,87
6832,40
6833,105
6834,255
6835,299
6836,231
6837,64
6838,142
6839,132
6840,210
6841,42
6842,346
6843,307
6844,331
6845,237
6846,36
6847,223
6848,232
6849,260
6850,136
6851,26
6852,50
6853,182
6854,92
6855,178
6856,59
6857,7
6858,190
6859,145
6860,145
6861,131
6862,182
6863,85
6864,276
6865,271
6866,26
6867,206
6868,306
6869,329
6870,52
6871,58
6872,73
6873,254
6874,127
6875,11
6876,15
6877,221
6878,110
6879,171
6880,183
6881,203
6882,185
6883,27
6884,73
6885,9
6886,29
6887,75
6888,248
6889,183
6890,280
6891,58
6892,22
6893,46
6894,34
6895,12
6896,112
6897,215
6898,61
6899,163
6900,147
6901,295
6902,225
6903,274
6904,238
6905,27
6906,103
6907,70
6908,75
6909,326
6910,161
6911,228
6912,277
6913,48
6914,66
6915,75
6916,140
6917,152
6918,307
6919,310
6920,90
6921,5
6922,40
6923,25
6924,323
6925,237
6926,209
6927,121
6928,35
6929,38
6930,318
6931,127
6932,74
6933,125
6934,71
6935,333
6936,285
6937,69
6938,116
6939,192
6940,281
6941,67
6942,67
6943,221
6944,309
6945,167
6946,87
6947,300
6948,285
6949,105
6950,65
6951,277
6952,232
6953,189
6954,112
6955,226
6956,103
6957,204
6958,204
6959,284
6960,137
6961,296
6962,332
6963,263
6964,158
6965,207
6966,214
6967,188
6968,258
6969,275
6970,56
6971,45
6972,218
6973,73
6974,144
6975,103
6976,4
6977,205
6978,323
6979,270
6980,107
6981,66
6982,267
6983,154
6984,178
6985,65
6986,223
6987,191
6988,317
6989,100
6990,17
6991,207
6992,56
6993,50
6994,303
6995,48
6996,296
6997,138
6998,258
6999,302
7000,107
7001,344
7002,106
7003,201
7004,309
7005,53
7006,157
7007,267
7008,258
7009,199
7010,292
7011,120
7012,149
7013,178
7014,211
7015,164
7016,59
7017,19
7018,102
7019,325
7020,164
7021,325
7022,194
7023,322
7024,144
7025,147
7026,12
7027,345
7028,239
7029,254
7030,271
7031,136
7032,231
7033,58
7034,104
7035,179
7036,111
7037,204
7038,295
7039,231
7040,137
7041,286
7042,141
7043,263
7044,26
7045,195
7046,119
7047,284
7048,84
7049,14
7050,259
7051,201
7052,96
7053,302
7054,90
7055,261
7056,317
7057,16
7058,182
7059,108
7060,318
7061,102
7062,257
7063,183
7064,67
7065,237
7066,53
7067,323
7068,271
7069,22
7070,169
7071,180
7072,127
7073,83
7074,113
7075,121
7076,87
7077,152
7078,82
7079,278
7080,334
7081,186
7082,273
7083,318
7084,288
7085,55
7086,35
7087,326
7088,290
7089,37
7090,337
7091,35
7092,42
7093,219
7094,272
7095,125
7096,255
7097,305
7098,294
7099,237
7100,248
7101,286
7102,129
7103,161
7104,104
7105,260
7106,54
7107,132
7108,215
7109,15
7110,242
7111,38
7112,305
7113,76
7114,200
7115,185
7116,301
7117,272
7118,220
7119,335
7120,205
7121,238
7122,166
7123,257
7124,230
7125,79
7126,238
7127,182
7128,60
7129,150
7130,285
7131,136
7132,196
7133,90
7134,251
7135,195
7136,238
7137,76
7138,209
7139,258
7140,46
7141,86
7142,303
7143,43
7144,204
7145,145
7146,70
7147,4
7148,240
7149,244
7150,223
7151,68
7152,43
7153,54
7154,22
7155,63
7156,149
7157,237
7158,165
7159,52
7160,155
7161,149
7162,39
7163,126
7164,284
7165,167
7166,235
7167,30
7168,143
7169,90
7170,106
7171,135
7172,60
7173,86
7174,263
7175,315
7176,115
7177,286
7178,18
7179,291
7180,115
7181,323
7182,208
7183,136
7184,150
7185,308
7186,182
7187,257
7188,104
7189,260
7190,59
7191,229
7192,58
7193,171
7194,101
7195,7
7196,1
7197,195
7198,305
7199,323
7200,306
7201,158
7202,235
7203,233
7204,153
7205,5
7206,42
7207,65
7208,267
7209,277
7210,84
7211,215
7212,100
7213,312
7214,82
7215,66
7216,325
7217,279
7218,41
7219,312
7220,320
7221,151
7222,185
7223,129
7224,297
7225,176
7226,195
7227,158
7228,318
7229,235
7230,80
7231,74
7232,52
7233,106
7234,111
7235,251
7236,35
7237,275
7238,307
7239,92
7240,17
7241,21
7242,114
7243,220
7244,50
7245,168
7246,154
7247,335
7248,295
7249,206
7250,117
7251,21
7252,94
7253,126
7254,123
7255,126
7256,114
7257,262
7258,308
7259,322
7260,6
7261,96
7262,150
7263,253
7264,154
7265,235
7266,254
7267,302
7268,248
7269,100
7270,49
7271,164
7272,78
7273,164
7274,319
7275,138
7276,256
7277,183
7278,30
7279,156
7280,27
7281,344
7282,31
7283,71
7284,298
7285,269
7286,214
7287,145
7288,322
7289,253
7290,263
7291,100
7292,230
7293,85
7294,40
7295,230
7296,313
7297,258
7298,181
7299,259
7300,15
7301,209
7302,269
7303,101
7304,264
7305,88
7306,260
7307,71
7308,151
7309,125
7310,224
7311,173
7312,95
7313,242
7314,342
7315,320
7316,40
7317,313
7318,16
7319,78
7320,205
7321,89
7322,128
7323,216
7324,22
7325,74
7326,139
7327,257
7328,124
7329,289
7330,246
7331,113
7332,211
7333,58
7334,143
7335,10
7336,331
7337,86
7338,103
7339,13
7340,297
7341,308
7342,64
7343,297
7344,263
7345,29
7346,143
7347,186
7348,53
7349,39
7350,43
7351,80
7352,90
7353,328
7354,54
7355,117
7356,63
7357,202
7358,266
7359,106
7360,235
7361,247
7362,315
7363,280
7364,72
7365,218
7366,182
7367,274
7368,297
7369,78
7370,115
7371,340
7372,109
7373,315
7374,245
7375,71
7376,140
7377,110
7378,248
7379,5
7380,90
7381,41
7382,122
7383,99
7384,109
7385,52
7386,81
7387,278
7388,260
7389,85
7390,44
7391,6
7392,335
7393,32
7394,146
7395,310
7396,2
7397,115
7398,276
7399,107
7400,280
7401,29
7402,138
7403,301
7404,239
7405,220
7406,173
7407,13
7408,144
7409,161
7410,10
7411,87
7412,264
7413,273
7414,66
7415,281
7416,275
7417,268
7418,146
7419,275
7420,36
7421,77
7422,249
7423,325
7424,67
7425,122
7426,191
7427,319
7428,295
7429,155
7430,87
7431,49
7432,235
7433,40
7434,248
7435,140
7436,51
7437,217
7438,17
7439,139
7440,19
7441,181
7442,294
7443,341
7444,151
7445,287
7446,285
7447,222
7448,259
7449,269
7450,307
7451,323
7452,128
7453,157
7454,168
7455,217
7456,68
7457,291
7458,118
7459,80
7460,143
7461,261
7462,111
7463,74
7464,144
7465,165
7466,127
7467,334
7468,201
7469,106
7470,208
7471,85
7472,291
7473,54
7474,141
7475,301
7476,332
7477,200
7478,151
7479,135
7480,266
7481,222
7482,173
7483,61
7484,220
7485,272
7486,85
7487,28
7488,324
7489,74
7490,87
7491,109
7492,137
7493,75
7494,90
7495,279
7496,23
7497,152
7498,141
7499,296
7500,294
7501,226
7502,67
7503,313
7504,70
7505,280
7506,287
7507,119
7508,283
7509,290
7510,319
7511,147
7512,56
7513,37
7514,19
7515,294
7516,111
7517,329
7518,25
7519,13
7520,157
7521,254
7522,301
7523,76
7524,34
7525,53
7526,240
7527,224
7528,48
7529,247
7530,329
7531,85
7532,160
7533,43
7534,41
7535,35
7536,325
7537,61
7538,67
7539,39
7540,149
7541,259
7542,244
7543,55
7544,247
7545,82
7546,23
7547,238
7548,243
7549,35
7550,175
7551,91
7552,161
7553,100
7554,86
7555,156
7556,72
7557,146
7558,264
7559,114
7560,246
7561,18
7562,241
7563,140
7564,12
7565,214
7566,95
7567,184
7568,129
7569,78
7570,148
7571,145
7572,273
7573,230
7574,245
7575,130
7576,286
7577,219
7578,12
7579,9
7580,67
7581,116
7582,299
7583,118
7584,217
7585,339
7586,279
7587,208
7588,52
7589,177
7590,2
7591,50
7592,334
7593,117
7594,128
7595,213
7596,177
7597,172
7598,215
7599,311
7600,309
7601,215
7602,252
7603,337
7604,342
7605,50
7606,333
7607,11
7608,291
7609,291
7610,266
7611,223
7612,294
7613,64
7614,289
7615,197
7616,137
7617,40
7618,115
7619,112
7620,42
7621,301
7622,55
7623,342
7624,203
7625,11
7626,94
7627,116
7628,148
7629,279
7630,292
7631,258
7632,207
7633,106
7634,198
7635,266
7636,199
7637,331
7638,131
7639,286
7640,303
7641,339
7642,162
7643,303
7644,207
7645,289
7646,239
7647,299
7648,65
7649,98
7650,235
7651,100
7652,130
7653,322
7654,199
7655,292
7656,179
7657,35
7658,308
7659,264
7660,232
7661,166
7662,341
7663,111
7664,35
7665,270
7666,93
7667,6
7668,51
7669,125
7670,53
7671,64
7672,339
7673,98
7674,30
7675,314
7676,9
7677,267
7678,2
7679,67
7680,241
7681,92
7682,80
7683,25
7684,62
7685,32
7686,210
7687,334
7688,109
7689,320
7690,209
7691,55
7692,238
7693,217
7694,285
7695,212
7696,308
7697,175
7698,261
7699,340
7700,94
7701,180
7702,268
7703,11
7704,249
7705,232
7706,201
7707,226
7708,96
7709,79
7710,73
7711,153
7712,177
7713,143
7714,51
7715,15
7716,162
7717,328
7718,185
7719,72
7720,176
7721,85
7722,343
7723,37
7724,322
7725,185
7726,67
7727,5
7728,309
7729,346
7730,285
7731,30
7732,250
7733,46
7734,273
7735,31
7736,66
7737,113
7738,334
7739,265
7740,289
7741,284
7742,330
7743,29
7744,72
7745,88
7746,240
7747,27
7748,342
7749,277
7750,205
7751,54
7752,204
7753,107
7754,119
7755,1
7756,58
7757,252
7758,264
7759,312
7760,228
7761,225
7762,202
7763,345
7764,137
7765,136
7766,36
7767,102
7768,118
7769,6
7770,65
7771,173
7772,41
7773,148
7774,206
7775,8
7776,70
7777,299
7778,61
7779,147
7780,149
7781,118
7782,39
7783,199
7784,135
7785,223
7786,345
7787,106
7788,306
7789,48
7790,57
7791,310
7792,158
7793,213
7794,336
7795,161
7796,192
7797,332
7798,38
7799,18
7800,65
7801,167
7802,216
7803,20
7804,189
7805,326
7806,338
7807,274
7808,256
7809,72
7810,225
7811,4
7812,20
7813,39
7814,218
7815,92
7816,206
7817,345
7818,43
7819,32
7820,140
7821,217
7822,230
7823,49
7824,300
7825,316
7826,127
7827,151
7828,10
7829,278
7830,297
7831,26
7832,55
7833,183
7834,211
7835,222
7836,90
7837,319
7838,318
7839,334
7840,78
7841,165
7842,216
7843,117
7844,343
7845,83
7846,210
7847,85
7848,10
7849,65
7850,228
7851,40
7852,183
7853,145
7854,44
7855,165
7856,299
7857,290
7858,201
7859,222
7860,334
7861,141
7862,87
7863,72
7864,91
7865,285
7866,140
7867,264
7868,295
7869,73
7870,36
7871,329
7872,84
7873,73
7874,39
7875,293
7876,221
7877,9
7878,112
7879,307
7880,43
7881,309
7882,288
7883,111
7884,312
7885,70
7886,228
7887,247
7888,342
7889,137
7890,149
7891,93
7892,108
7893,108
7894,73
7895,33
7896,93
7897,5
7898,342
7899,86
7900,70
7901,100
7902,250
7903,76
7904,241
7905,291
7906,84
7907,178
7908,264
7909,110
7910,314
7911,63
7912,210
7913,205
7914,104
7915,261
7916,115
7917,249
7918,103
7919,196
7920,86
7921,294
7922,250
7923,102
7924,153
7925,78
7926,295
7927,66
7928,45
7929,248
7930,247
7931,35
7932,287
7933,211
7934,331
7935,97
7936,58
7937,250
7938,99
7939,52
7940,44
7941,46
7942,27
7943,247
7944,238
7945,85
7946,238
7947,114
7948,202
7949,155
7950,166
7951,166
7952,261
7953,132
7954,207
7955,18
7956,276
7957,176
7958,81
7959,333
7960,21
7961,268
7962,163
7963,95
7964,19
7965,69
7966,217
7967,47
7968,73
7969,293
7970,284
7971,97
7972,79
7973,135
7974,332
7975,243
7976,122
7977,21
7978,3
7979,335
7980,308
7981,341
7982,73
7983,18
7984,13
7985,218
7986,48
7987,62
7988,15
7989,172
7990,159
7991,179
7992,138
7993,91
7994,115
7995,107
7996,288
7997,246
7998,193
7999,294
8000,91
8001,26
8002,195
8003,38
8004,271
8005,132
8006,25
8007,138
8008,159
8009,341
8010,50
8011,320
8012,116
8013,10
8014,142
8015,308
8016,182
8017,194
8018,4
8019,131
8020,215
8021,281
8022,95
8023,76
8024,29
8025,137
8026,331
8027,170
8028,41
8029,21
8030,232
8031,44
8032,243
8033,296
8034,234
8035,215
8036,276
8037,160
8038,169
8039,81
8040,63
8041,170
8042,253
8043,207
8044,239
8045,69
8046,326
8047,11
8048,221
8049,346
8050,107
8051,38
8052,217
8053,113
8054,48
8055,39
8056,117
8057,219
8058,257
8059,8
8060,318
8061,162
8062,108
8063,223
8064,294
8065,176
8066,292
8067,160
8068,303
8069,314
8070,345
8071,229
8072,333
8073,318
8074,170
8075,27
8076,171
8077,97
8078,267
8079,176
8080,33
8081,121
8082,225
8083,320
8084,259
8085,295
8086,206
8087,262
8088,339
8089,47
8090,168
8091,171
8092,47
8093,321
8094,29
8095,261
8096,105
8097,90
8098,277
8099,53
8100,122
8101,199
8102,45
8103,284
8104,317
8105,317
8106,154
8107,199
8108,315
8109,251
8110,256
8111,183
8112,254
8113,103
8114,235
8115,344
8116,311
8117,52
8118,173
8119,248
8120,109
8121,10
8122,152
8123,276
8124,166
8125,167
8126,127
8127,251
8128,108
8129,116
8130,127
8131,311
8132,82
8133,26
8134,94
8135,327
8136,330
8137,160
8138,337
8139,93
8140,58
8141,211
8142,108
8143,243
8144,83
8145,328
8146,40
8147,337
8148,236
8149,98
8150,304
8151,292
8152,268
8153,308
8154,225
8155,225
8156,162
8157,81
8158,151
8159,123
8160,162
8161,198
8162,116
8163,274
8164,178
8165,177
8166,1
8167,18
8168,311
8169,134
8170,223
8171,284
8172,248
8173,343
8174,93
8175,91
8176,163
8177,32
8178,22
8179,170
8180,297
8181,323
8182,310
8183,91
8184,137
8185,289
8186,245
8187,308
8188,84
8189,288
8190,238
8191,42
8192,307
8193,246
8194,119
8195,310
8196,256
8197,307
8198,12
8199,133
8200,346
8201,252
8202,86
8203,75
8204,272
8205,104
8206,3
8207,63
8208,240
8209,28
8210,4
8211,240
8212,98
8213,205
8214,84
8215,6
8216,40
8217,187
8218,228
8219,247
8220,114
8221,95
8222,65
8223,329
8224,325
8225,325
8226,142
8227,195
8228,18
8229,315
8230,245
8231,232
8232,121
8233,221
8234,152
8235,75
8236,211
8237,287
8238,260
8239,9
8240,152
8241,151
8242,254
8243,191
8244,201
8245,164
8246,257
8247,188
8248,195
8249,101
8250,2
8251,9
8252,143
8253,225
8254,253
8255,190
8256,263
8257,278
8258,305
8259,339
8260,227
8261,130
8262,276
8263,183
8264,313
8265,33
8266,231
8267,128
8268,286
8269,201
8270,342
8271,203
8272,68
8273,281
8274,242
8275,320
8276,331
8277,279
8278,162
8279,12
8280,253
8281,174
8282,165
8283,117
8284,220
8285,106
8286,21
8287,286
8288,99
8289,245
8290,232
8291,98
8292,183
8293,96
8294,143
8295,322
8296,130
8297,292
8298,5
8299,15
8300,157
8301,21
8302,217
8303,22
8304,39
8305,217
8306,191
8307,20
8308,17
8309,62
8310,147
8311,166
8312,263
8313,300
8314,227
8315,44
8316,328
8317,321
8318,249
8319,228
8320,196
8321,298
8322,224
8323,273
8324,100
8325,42
8326,162
8327,325
8328,42
8329,113
8330,218
8331,31
8332,154
8333,29
8334,291
8335,217
8336,67
8337,98
8338,345
8339,329
8340,149
8341,210
8342,261
8343,44
8344,318
8345,111
8346,123
8347,313
8348,268
8349,65
8350,103
8351,341
8352,255
8353,250
8354,276
8355,237
8356,24
8357,137
8358,90
8359,80
8360,81
8361,151
8362,317
8363,304
8364,128
8365,109
8366,213
8367,227
8368,135
8369,122
8370,241
8371,319
8372,192
8373,262
8374,293
8375,240
8376,11
8377,346
8378,216
8379,191
8380,193
8381,313
8382,135
8383,243
8384,193
8385,339
8386,83
8387,298
8388,81
8389,336
8390,95
8391,286
8392,46
8393,8
8394,223
8395,91
8396,41
8397,112
8398,143
8399,57
8400,144
8401,40
8402,184
8403,68
8404,251
8405,208
8406,260
8407,170
8408,213
8409,324
8410,320
8411,65
8412,86
8413,55
8414,257
8415,136
8416,260
8417,108
8418,206
8419,113
8420,295
8421,306
8422,247
8423,115
8424,305
8425,50
8426,41
8427,177
8428,288
8429,98
8430,177
8431,11
8432,264
8433,274
8434,273
8435,103
8436,131
8437,300
8438,319
8439,140
8440,48
8441,124
8442,209
8443,313
8444,86
8445,327
8446,96
8447,172
8448,94
8449,114
8450,224
8451,42
8452,321
8453,260
8454,294
8455,336
8456,72
8457,167
8458,92
8459,126
8460,147
8461,227
8462,171
8463,304
8464,335
8465,98
8466,108
8467,101
8468,239
8469,230
8470,93
8471,315
8472,305
8473,31
8474,207
8475,140
8476,192
8477,3
8478,273
8479,254
8480,310
8481,328
8482,234
8483,112
8484,285
8485,48
8486,48
8487,230
8488,230
8489,161
8490,179
8491,129
8492,217
8493,223
8494,286
8495,345
8496,54
8497,77
8498,318
8499,108
8500,34
8501,24
8502,197
8503,57
8504,112
8505,68
8506,261
8507,324
8508,255
8509,322
8510,255
8511,221
8512,105
8513,33
8514,231
8515,189
8516,303
8517,186
8518,275
8519,90
8520,92
8521,29
8522,198
8523,45
8524,214
8525,233
8526,302
8527,298
8528,200
8529,57
8530,191
8531,259
8532,100
8533,109
8534,87
8535,122
8536,310
8537,52
8538,230
8539,116
8540,81
8541,51
8542,302
8543,187
8544,260
8545,148
8546,70
8547,58
8548,3
8549,246
8550,282
8551,216
8552,329
8553,31
8554,321
8555,5
8556,217
8557,24
8558,293
8559,338
8560,311
8561,193
8562,280
8563,307
8564,117
8565,345
8566,75
8567,253
8568,304
8569,316
8570,56
8571,145
8572,268
8573,5
8574,328
8575,108
8576,144
8577,174
8578,327
8579,263
8580,68
8581,91
8582,184
8583,9
8584,129
8585,223
8586,122
8587,8
8588,76
8589,205
8590,231
8591,189
8592,145
8593,34
8594,23
8595,160
8596,153
8597,327
8598,63
8599,331
8600,9
8601,23
8602,300
8603,71
8604,133
8605,149
