rid,fecha_dictamen
10242,29-10-2005
10250,26-02-1994
10252,12-06-1970
10254,01-01-2005
10260,16-12-2012
10262,26-12-2010
10264,05-07-2019
10268,21-07-2014
10273,23-05-2016
10290,02-04-1999
10292,06-05-1990
10301,23-12-2007
10302,13-03-1987
10306,17-12-1999
10310,29-09-2012
10313,22-01-1996
10317,15-02-2015
10318,27-08-2019
10322,10-02-2014
10325,22-02-2018
10329,29-04-2013
10334,01-05-2014
10335,14-04-2017
10340,25-03-2004
10341,27-06-2007
10342,08-12-2014
10345,17-11-1987
10348,12-05-2003
10351,15-07-2019
10353,29-12-2005
10355,06-10-2011
10358,22-06-2005
10368,06-05-2015
10372,20-10-2000
10374,18-09-2013
10375,26-11-1997
10378,25-08-2019
10379,11-02-2008
10385,14-01-2017
10389,11-11-2005
10392,12-01-2013
10393,18-06-2018
10394,22-04-2001
10399,11-01-2003
10400,18-08-2019
10401,19-07-1996
10402,22-08-2017
10404,26-09-2017
10405,05-09-1985
10407,27-07-2019
10408,18-09-2010
10409,02-10-2015
10417,27-06-2019
10418,16-04-2015
10419,04-11-2013
10420,18-01-2012
10427,12-10-1986
10431,10-06-2015
10434,24-08-2019
10437,21-03-1999
10443,21-10-2013
10446,04-01-2019
10447,27-11-1973
10461,13-05-2010
10463,18-11-2017
10465,12-10-2007
10467,17-06-2019
10468,29-03-2014
10469,19-08-2019
10476,10-12-2004
10481,11-06-2012
10484,20-07-2015
10492,12-03-2018
10493,24-09-2018
10495,29-11-2014
10500,13-04-2010
10501,21-11-2014
10504,03-11-2008
10508,06-10-2018
10512,22-12-2018
10514,14-05-2005
10516,03-12-2007
10520,25-10-2015
10523,19-11-2009
10525,19-04-2007
10532,23-10-1995
10533,20-02-2011
10535,23-02-2019
10536,27-07-2013
10541,29-09-2004
10547,12-06-1986
10549,20-07-2019
10551,18-12-2015
10552,17-04-2011
10554,30-06-2016
10562,29-04-2019
10566,26-07-2000
10567,16-05-2019
10571,25-03-2013
10574,24-11-2018
10579,14-03-1992
10580,13-12-2017
10585,19-01-2010
10587,27-03-2019
10589,11-02-2008
10599,05-01-2010
10601,10-07-2002
10604,30-06-2012
10606,09-06-1996
10610,22-06-2000
10613,26-04-2015
10615,07-08-2019
10616,07-02-2016
10617,23-07-2011
10618,18-02-2004
10619,18-03-2019
10625,18-09-2010
10627,06-02-1992
10628,09-02-2001
10629,25-08-2016
10638,15-11-1971
10640,06-10-1987
10641,23-01-2005
10644,11-03-2018
10645,09-04-2012
10647,27-07-2018
10659,01-06-1997
10662,30-08-2019
10672,08-08-2019
10675,14-03-2019
10676,26-07-2018
10677,10-07-1993
10678,03-10-2011
10682,18-07-2009
10684,12-08-2019
10685,30-12-2015
10686,20-01-1983
10687,25-10-1999
10696,22-11-2007
10699,21-08-2013
10701,23-02-2012
10703,27-11-2007
10714,02-06-2000
10717,03-07-2011
10720,14-08-2017
10722,11-11-2018
10726,26-09-2016
10727,16-08-2004
10729,16-06-2010
10733,15-03-2018
10735,07-04-2017
10741,07-08-2005
10742,23-06-2018
10743,24-07-2017
10745,23-02-2019
10749,18-12-2018
10752,30-10-2017
10753,17-04-2016
10755,09-07-2017
10758,30-05-2017
10764,05-02-2004
10765,12-11-2018
10769,28-06-2009
10775,30-08-2019
10778,22-07-1989
10782,05-01-2016
10784,24-08-2018
10785,03-01-2019
10786,17-10-1996
10787,14-12-1990
10788,03-08-2019
10789,18-01-2019
10790,18-02-2017
10791,09-07-2003
10794,02-08-2018
10795,28-04-2017
10799,21-10-2018
10802,06-12-2013
10808,02-08-2019
10809,20-10-2010
10810,02-08-2011
10812,25-08-2010
10813,28-08-2014
10815,08-01-2018
10826,02-09-1995
10827,05-08-2018
10830,14-10-2015
10832,02-04-2008
10834,16-09-2014
10836,25-10-2016
10837,30-07-1990
10838,14-05-2013
10839,05-03-2017
10840,29-05-1983
10845,25-03-1998
10846,01-12-1976
10847,07-03-2018
10850,07-11-2012
10853,02-08-2011
10856,10-10-2008
10863,25-04-2000
10864,09-09-2003
10866,08-10-2018
10867,14-09-1987
10874,09-06-2008
10875,21-06-2019
10876,13-09-1983
10877,01-11-2014
10880,30-08-2016
10881,11-02-2014
10884,20-05-2019
10885,04-08-2015
10886,30-05-2016
10887,19-08-2012
10889,27-04-2018
10893,22-05-2012
10894,31-03-2019
10896,16-03-2012
10903,23-11-2013
10904,29-05-2019
10913,17-04-2014
10917,10-10-1993
10920,27-02-2019
10923,05-03-1999
10924,10-12-2008
10926,24-03-2012
10927,19-08-2016
10928,27-10-2007
10934,24-04-2018
10937,10-03-2019
10939,23-10-2016
10944,14-09-2018
10946,21-12-2018
10947,26-07-2000
10948,28-10-2012
10949,06-04-2015
10950,29-02-1988
10954,13-10-2016
10957,08-03-1992
10962,28-02-1980
10963,31-05-2017
10965,09-07-2018
10966,02-08-2017
10969,07-07-2011
10970,17-01-2015
10972,26-01-1994
10973,01-04-2018
10976,25-05-2019
10977,23-07-2019
10986,28-06-2016
10989,29-01-2012
10990,31-03-2019
10992,10-09-2018
10994,30-08-2019
10996,15-02-2012
10998,01-08-2019
11001,05-04-2013
11003,13-02-2009
11008,30-08-2019
11010,21-08-2019
11013,16-07-2019
11019,27-11-1995
11020,30-03-2019
11021,13-10-2010
11032,01-06-2012
11033,05-02-2019
11036,03-11-1994
11037,22-07-2018
11038,21-07-2011
11039,08-08-2019
11041,24-05-2018
11042,11-02-1993
11043,30-03-2013
11044,14-02-2012
11046,06-02-2013
11048,23-02-2002
11049,09-07-2008
11053,11-11-2011
11054,29-04-2013
11055,01-11-2008
11062,27-07-1997
11065,03-07-2016
11069,04-06-2018
11071,15-06-2009
11072,19-04-2017
11073,01-06-2007
11075,14-08-2011
11080,03-09-2017
11083,11-07-2015
11086,15-11-2017
11088,22-10-2014
11090,21-06-2019
11091,03-08-1992
11092,10-08-2018
11093,27-02-2017
11096,21-12-2014
11097,26-09-1999
11098,25-08-2010
11101,09-12-2009
11103,14-06-2019
11105,28-08-2013
11107,21-05-1991
11108,22-01-2017
11114,14-02-2016
11122,20-03-2012
11123,25-12-2013
11128,26-07-2019
11133,10-10-2017
11140,29-01-2017
11143,13-06-2017
11145,22-04-2015
11150,15-11-2014
11157,06-01-2003
11163,16-07-2019
11166,20-12-2018
11171,29-08-2019
11172,09-04-2017
11173,15-03-2006
11176,02-09-2016
11179,14-12-2018
11182,27-07-2015
11188,06-10-2013
11190,14-01-2011
11191,03-02-2019
11193,27-05-1982
11196,01-04-2018
11197,26-06-2019
11200,02-05-2012
11201,07-09-2000
11207,09-09-2016
11208,28-07-2019
11209,06-06-2018
11211,03-05-2013
11212,15-03-2018
11219,10-08-2018
11227,09-07-1992
11229,08-02-2015
11230,21-10-2002
11231,08-08-2014
11233,11-06-2000
11237,14-10-1989
11238,27-04-2005
11242,29-08-2017
11243,31-10-2010
11244,30-06-2018
11246,25-02-2015
11251,24-07-2013
11252,25-03-1986
11254,29-12-2011
11255,18-06-2019
11256,02-02-2019
11257,09-08-2015
11260,01-06-2012
11261,06-01-2004
11263,14-10-2016
11267,15-06-1961
11268,19-01-2019
11269,21-09-1999
11273,25-08-2017
11274,12-11-2016
11276,15-08-2013
11279,28-09-2018
11282,04-04-2009
11289,24-03-2019
11293,19-09-2016
11295,23-01-2005
11296,15-01-1997
11298,14-05-1981
11300,06-07-1998
11301,04-02-1986
11305,12-11-2015
11306,18-02-2017
11312,09-11-2007
11313,01-08-2013
11317,30-04-2019
11318,23-05-2011
11319,03-11-2002
11322,30-06-2011
11325,25-05-2019
11328,17-08-2019
11332,02-09-2000
11333,03-10-2012
11336,05-04-2017
11338,17-07-2017
11339,08-01-2018
11343,21-10-2013
11345,25-02-2013
11349,18-02-1980
11351,18-12-2011
11356,25-01-2009
11358,28-02-2009
11359,30-09-2004
11360,02-05-2014
11362,21-10-2011
11365,21-08-2019
11366,03-08-1995
11370,05-04-2014
11371,13-10-2014
11385,23-02-2019
11388,09-02-1997
11389,02-06-1988
11392,08-04-2008
11395,24-04-2010
11401,09-03-2003
11404,25-01-2018
11406,14-08-2018
11407,17-12-2012
11409,25-01-2018
11410,05-11-2018
11411,20-11-2017
11415,17-03-1999
11418,23-04-1990
11420,28-07-2019
11422,09-07-2015
11426,26-05-2019
11429,31-12-2018
11430,19-05-2018
11431,24-11-2017
11433,27-05-2018
11435,10-04-2012
11440,21-01-2018
11441,24-03-2019
11443,13-07-2001
11444,01-02-2011
11448,25-11-2016
11449,20-08-2017
11451,10-08-1986
11453,21-04-2015
11455,23-03-2006
11458,13-07-2015
11459,27-12-2016
11465,20-11-2005
11470,06-04-2013
11472,18-02-2009
11473,23-05-1994
11474,22-08-2011
11480,07-12-2002
11485,10-01-2013
11488,13-02-2015
11489,09-02-2019
11491,12-08-1991
11493,19-09-2018
11494,22-04-2019
11497,21-05-2009
11511,19-11-1974
11512,22-01-2008
11516,25-07-2019
11517,07-08-2018
11522,16-05-2009
11525,07-09-2016
11526,04-11-2006
11528,18-01-2017
11530,13-07-2017
11537,07-06-2016
11540,20-09-2018
11543,26-10-2018
11551,10-02-2018
11565,10-10-2005
11572,19-02-2014
11575,30-04-2010
11577,22-02-2019
11579,07-08-2015
11584,25-10-2009
11585,04-08-2006
11587,08-11-2018
11589,22-08-2012
11595,14-08-2017
11596,11-08-2006
11598,10-10-1994
11600,28-08-2018
11602,27-05-2019
11607,10-11-1999
11608,04-08-2008
11609,01-11-2015
11613,30-12-2015
11624,16-02-1991
11631,03-04-1976
11633,28-07-1990
11635,24-09-2017
11642,13-01-2019
11646,17-11-2018
11647,14-09-2018
11649,10-12-2018
11655,17-08-2019
11656,13-08-2013
11658,19-08-2016
11659,20-02-2010
11661,06-10-2017
11662,15-01-2018
11663,01-06-2016
11666,10-11-2010
11668,29-07-2015
11675,17-10-1960
11676,20-03-2009
11682,04-09-2009
11686,17-07-2019
11688,25-06-2001
11689,15-01-1986
11691,22-07-2019
11696,02-03-1967
11699,23-06-2008
11701,09-05-2015
11702,17-03-2018
11706,09-06-2019
11714,28-03-2018
11717,12-04-2019
11720,24-08-2017
11723,13-11-2009
11725,14-03-2018
11727,18-07-2018
11730,09-06-2017
11731,22-10-2017
11733,24-11-2017
11734,26-07-2019
11739,13-11-2013
11746,02-07-2006
11747,13-04-1982
11757,15-08-2016
11759,22-02-2003
11762,19-06-2002
11770,05-07-1998
11771,11-07-2013
11774,04-06-2019
11775,16-10-2016
11777,09-02-2018
11779,24-12-2000
11780,12-05-2019
11782,06-02-2007
11791,17-12-1995
11793,30-11-1992
11794,03-11-2010
11799,13-12-2017
11801,16-02-2003
11805,24-12-2001
11807,09-11-2013
11820,02-01-2003
11827,18-03-2015
11828,14-12-2017
11830,21-01-2016
11834,08-04-2014
11836,22-08-2018
11837,25-02-2019
11842,03-07-2011
11844,13-09-2017
11845,05-08-2018
11848,17-07-2019
11850,12-06-2015
11852,20-12-2018
11854,26-09-2016
11856,28-08-2017
11862,27-01-2019
11867,22-06-2017
11868,26-11-2012
11870,18-10-1999
11871,06-08-2018
11882,24-05-2016
11883,25-10-2002
11885,06-09-1984
11886,29-07-1990
11889,27-02-2003
11893,06-11-1994
11896,13-08-2019
11897,22-01-2019
11899,22-01-2019
11900,24-06-2018
11902,27-10-2007
11903,22-05-2017
11905,17-03-2019
11911,09-07-2019
11913,10-08-1976
11917,27-06-1995
11922,08-04-2019
11927,07-05-2008
11931,20-02-2015
11933,06-05-1992
11936,17-04-2007
11937,31-08-2016
11938,25-02-2012
11943,15-08-2013
11944,15-07-1989
11946,15-05-2010
11949,04-06-2019
11951,25-02-2014
11956,15-04-2010
11958,24-06-1997
11959,31-10-2012
11961,27-05-2019
11963,22-10-2003
11964,16-03-2003
11965,02-12-1967
11966,04-03-1983
11967,15-12-2005
11968,06-10-2015
11976,23-01-2018
11977,13-08-2019
11982,11-01-2015
11989,25-08-1999
11990,15-07-2009
11991,31-12-1971
11994,17-01-2011
12001,23-11-2018
12003,04-02-2017
12004,05-01-1987
12006,02-10-2016
12010,15-12-2009
12015,20-05-2017
12019,01-12-2018
12021,22-03-2019
12022,18-12-2011
12023,11-11-2013
12024,06-09-2016
12028,31-08-2009
12034,30-11-2018
12037,27-03-2019
12038,18-10-2018
12040,01-05-2009
12041,22-03-1998
12046,05-07-2019
12048,22-02-2016
12049,24-03-2010
12050,24-06-2018
12053,16-04-2018
12058,09-04-2017
12061,24-06-2017
12070,10-07-2019
12072,26-08-2012
12076,17-04-2019
12077,01-10-2011
12081,30-08-2016
12087,23-06-2004
12089,18-02-2014
12091,29-05-2019
12095,22-05-2011
12099,13-03-2010
12100,01-01-2015
12102,19-08-2013
12111,27-06-1989
12118,26-06-1977
12125,18-02-2013
12126,06-04-2016
12127,25-05-2009
12128,06-11-2018
12130,06-10-2018
12132,02-06-2009
12134,28-02-2019
12136,16-03-2019
12137,25-10-2011
12138,06-05-1991
12140,10-12-2003
12143,16-01-2019
12145,19-10-2016
12150,18-08-2013
12152,21-04-2016
12153,20-07-2018
12155,19-09-2007
12164,21-01-2007
12168,04-04-2013
12170,17-11-2018
12171,23-09-1988
12174,14-05-2013
12175,15-08-2019
12177,02-10-2017
12178,27-08-2019
12181,01-04-1998
12182,01-09-2015
12184,06-08-2018
12188,05-04-2000
12191,13-02-2013
12195,26-04-2017
12196,28-03-2019
12197,16-06-2015
12202,18-10-2014
12205,03-08-2001
12209,22-08-2011
12213,09-08-2009
12215,01-02-2018
12216,24-07-2019
12218,03-11-2018
12221,03-09-2018
12224,27-03-2008
12229,13-05-2018
12230,09-03-2002
12241,21-11-1983
12242,19-04-2003
12244,24-06-2016
12247,15-03-2018
12250,26-01-2018
12251,17-01-2001
12253,02-05-2018
12255,07-11-2012
12261,25-01-1976
12262,21-05-1976
12267,06-02-1998
12273,14-07-2019
12275,12-08-2001
12276,29-04-2019
12277,15-12-2008
12282,17-09-1982
12284,10-03-2019
12291,03-08-2008
12293,10-06-2010
12294,25-07-1998
12295,07-08-2018
12302,04-02-2018
12303,21-11-2009
12305,09-06-2019
12307,13-07-2017
12308,17-01-2018
12310,11-12-1980
12311,18-05-2009
12313,01-03-2018
12314,06-01-2016
12315,21-03-2012
12316,09-05-2009
12317,21-05-2016
12318,07-12-2018
12325,18-02-1975
12328,11-05-2013
12330,31-08-1994
12343,07-06-2000
12344,18-08-2019
12347,06-11-2018
12348,08-11-2013
12349,12-08-1992
12353,16-09-2007
12354,17-12-2013
12355,31-05-2007
12358,16-07-2013
12359,17-06-2012
12360,25-09-1998
12365,15-10-2001
12369,24-11-2004
12371,28-06-2011
12373,19-04-2014
12376,14-12-2003
12381,19-04-2019
12382,07-12-2018
12383,28-07-2017
12384,07-03-2019
12386,09-02-2014
12387,29-08-2019
12388,08-05-2019
12389,30-08-2019
12391,28-10-1983
12392,16-05-2013
12394,24-06-2012
12395,23-12-2018
12401,07-05-2008
12405,19-04-1985
12407,30-06-1996
12408,11-08-2011
12410,28-01-2010
12413,27-03-2019
12415,12-05-1995
12421,30-09-2010
12422,15-08-1989
12425,24-06-2016
12427,27-09-2011
12432,07-09-2010
12433,26-09-2018
12437,04-05-2007
12438,12-08-2018
12441,27-10-2016
12444,14-04-1998
12452,17-01-2017
12456,08-01-2019
12458,01-11-2003
12459,08-11-2014
12466,11-12-2017
12467,20-10-1993
12468,19-11-1983
12469,13-01-2001
12470,10-08-2019
12473,19-08-1979
12477,05-10-2002
12479,01-09-2008
12480,16-02-2012
12481,19-04-2004
12482,17-12-2009
12487,14-11-2014
12488,21-01-1994
12489,04-07-2019
12490,02-01-2018
12493,19-07-2019
12495,24-04-2014
12502,15-11-2000
12505,01-05-2016
12508,20-12-2014
12517,25-07-2019
12519,21-06-2011
12521,20-05-2009
12523,10-08-2016
12524,07-07-2014
12525,04-09-2008
12527,16-02-2011
12528,01-06-2019
12532,26-02-2016
12533,23-07-2015
12535,29-05-1997
12537,09-11-2008
12538,09-09-2014
12539,12-05-2004
12541,01-12-2009
12552,21-08-2019
12553,20-03-2002
12555,19-08-2019
12556,18-07-2019
12558,26-07-1979
12564,03-06-2019
12565,28-03-2016
12567,01-06-2002
12570,12-02-2012
12571,20-07-2004
12576,09-04-2016
12580,09-04-1999
12582,16-03-2017
12584,07-05-2018
12591,07-12-2016
12595,09-03-2001
12599,31-08-2013
12601,07-05-2017
12605,24-06-2016
12606,30-06-2019
12607,07-07-2019
12608,02-12-2013
12609,01-03-2013
12615,04-03-1999
12617,10-02-2010
12618,27-10-2012
12627,28-07-2014
12628,29-06-2013
12629,12-10-2001
12634,01-06-1999
12635,08-06-2015
12637,10-03-2011
12643,24-10-2007
12644,30-08-2010
12645,11-11-2017
12647,19-10-2018
12648,01-04-2003
12650,29-08-2019
12651,26-06-2019
12652,23-11-2017
12658,03-06-2011
12660,11-07-2011
12661,14-07-2010
12665,15-04-2019
12666,10-09-2018
12667,25-09-2016
12671,07-07-2018
12674,05-11-2018
12682,11-02-2016
12684,11-07-2019
12687,08-09-1987
12688,09-10-2016
12689,25-03-2019
12691,22-01-2017
12695,07-05-2018
12698,28-07-1988
12702,08-08-2019
12705,24-06-2014
12709,30-09-2015
12712,07-08-2019
12714,31-12-2007
12715,01-01-2000
12720,07-03-1988
12721,17-05-1998
12723,18-08-2019
12732,16-02-2007
12734,13-06-2016
12735,20-12-2008
12736,23-07-2016
12738,09-05-1991
12741,01-12-2017
12743,04-08-2019
12745,13-04-2013
12747,26-03-2015
12748,26-09-2016
12751,14-11-2017
12752,11-07-2008
12755,18-01-2010
12758,18-05-2018
12761,21-06-1998
12762,30-08-2019
12772,23-02-2019
12779,17-07-2019
12782,10-06-2019
12783,25-06-2018
12788,06-12-2017
12795,18-09-1990
12796,26-04-1998
12798,13-07-2015
12801,16-08-2018
12802,09-02-2002
12806,19-09-2003
12812,27-06-2003
12816,27-08-2005
12818,05-06-2007
12824,25-08-2019
12827,11-07-2019
12828,13-02-2016
12831,21-04-2018
12839,20-07-2010
12845,10-08-2019
12847,24-03-2019
12849,14-08-2017
12850,23-11-2017
12856,26-08-2018
12857,03-05-2015
12859,27-02-2001
12864,01-02-1975
12869,10-01-2001
12870,31-07-1993
12871,28-11-2017
12873,10-01-1993
12877,13-05-2012
12878,07-05-2018
12879,15-07-2013
12880,28-02-2007
12884,05-05-2004
12888,18-07-2016
12889,04-05-2010
12890,19-04-2019
12900,11-05-2015
12902,14-09-2015
12903,23-08-2011
12905,29-07-2017
12906,29-06-2017
12908,18-06-2008
12909,27-08-2015
12912,09-03-2014
12913,07-05-2010
12914,11-11-2009
12918,20-06-1977
12921,31-03-2016
12926,12-03-2015
12935,11-01-2019
12938,06-10-2018
12946,30-06-2016
12947,01-06-2013
12950,29-04-1996
12955,06-10-2002
12956,06-08-2017
12957,11-03-2018
12964,12-11-2013
12965,24-08-2016
12966,27-09-1992
12971,01-07-2019
12973,22-01-2019
12981,26-08-2003
12983,06-07-1994
12984,14-06-2019
12985,22-10-2018
12987,30-04-2013
12988,23-03-2018
12989,18-04-2004
12990,01-09-2016
12992,04-02-2018
12994,25-10-1989
12997,15-02-1985
12998,28-10-2017
13003,11-11-1997
13004,31-03-2015
13009,03-08-2019
13012,28-12-1982
13013,07-07-2019
13014,16-02-2018
13015,10-07-2001
13017,29-07-2015
13018,03-05-2014
13019,11-08-2014
13024,07-10-2015
13025,18-11-2004
13035,18-06-2019
13039,29-03-2014
13040,25-06-2017
13041,02-07-2009
13042,06-08-2019
13044,29-12-2017
13045,13-07-2014
13046,20-02-2017
13051,26-06-2019
13058,16-02-1967
13059,27-08-2019
13063,05-05-2000
13068,25-01-2018
13069,10-10-2008
13070,09-01-2018
13071,18-03-2016
13074,05-09-2009
13075,06-11-2017
13082,10-10-2015
13089,17-06-2012
13093,29-04-2017
13094,21-02-2001
13097,09-06-2019
13100,06-04-2000
13101,28-04-2019
13103,06-01-2008
13105,25-12-1996
13106,06-02-1972
13110,29-06-2018
13113,17-02-2001
13114,13-07-2018
13121,23-08-2019
13122,17-01-2019
13123,19-03-2018
13126,26-11-2013
13129,13-08-1988
13132,07-10-2013
13136,25-07-2006
13139,14-08-2018
13140,31-10-2006
13141,11-05-1988
13142,09-03-2018
13144,11-04-2005
13151,20-07-2016
13153,09-05-2019
13154,06-10-2018
13155,27-10-2018
13156,18-02-2006
13166,19-02-2018
13168,17-07-2016
13174,01-03-2015
13177,12-01-2019
13179,29-06-2014
13180,31-05-1984
13182,19-11-2002
13183,19-02-2018
13184,28-12-2016
13189,22-02-2012
13192,27-07-2018
13195,17-08-2012
13200,13-06-2019
13207,23-08-2017
13208,22-02-2008
13217,25-05-2016
13218,25-05-2018
13220,18-07-2016
13221,16-07-2015
13226,11-04-2013
13233,14-08-2013
13235,25-06-2015
13237,23-03-2019
13240,16-11-2015
13241,03-08-2015
13242,24-10-2016
13243,01-07-2014
13245,14-04-2019
13247,20-11-2016
13253,29-03-2007
13255,01-09-2012
13256,31-01-2003
13259,24-07-2018
13267,07-10-1992
13268,25-06-2015
13272,31-03-2015
13276,20-11-2016
13279,08-04-1989
13283,19-06-2016
13284,29-05-2015
13286,23-01-2018
13292,18-07-2012
13293,03-01-2016
13294,02-07-2006
13296,29-07-1991
13299,06-06-2019
13302,11-04-2018
13305,16-09-2014
13307,12-08-2007
13309,26-10-2017
13310,31-01-2011
13312,22-11-1998
13313,24-05-2019
13317,06-05-2016
13319,12-08-2010
13324,30-08-2019
13325,06-01-2007
13329,29-09-2002
13331,28-06-2009
13336,14-08-2019
13340,22-04-2017
13342,22-08-2019
13346,04-12-2015
13349,12-05-1996
13351,06-04-2013
13353,08-09-2003
13355,24-07-2014
13362,07-05-2019
13372,13-10-2000
13376,06-10-1989
13379,19-11-2016
13381,14-03-2018
13384,04-07-2006
13385,18-12-2017
13388,18-03-2002
13391,12-08-2019
13397,06-05-2019
13400,11-11-2004
13404,16-03-2009
13408,25-10-2013
13420,19-01-2019
13421,16-05-2016
13423,26-09-2003
13427,04-10-2015
13433,21-10-2016
13438,11-05-1995
13447,30-06-2018
13459,25-04-2019
13460,11-05-2018
13464,02-05-2019
13465,06-11-2013
13469,24-06-1973
13471,12-12-1995
13474,28-03-2019
13477,23-11-1982
13478,31-05-2002
13481,05-09-2012
13483,27-07-1989
13487,13-02-2003
13488,16-02-2019
13503,26-03-2007
13507,18-08-2009
13508,11-01-1996
13512,03-03-2017
13513,08-08-2018
13515,30-08-2007
13516,24-07-2019
13523,25-01-2016
13530,13-10-1977
13537,25-07-2019
13538,19-01-2016
13539,02-12-2018
13544,05-09-2000
13546,27-08-2002
13547,11-03-2018
13548,07-04-2015
13550,09-10-2014
13551,16-09-2018
13552,11-06-2019
13553,09-07-2019
13557,14-06-2019
13560,21-05-2010
13564,03-02-2019
13565,08-03-2003
13568,05-10-2017
13572,13-10-1996
13576,05-01-2019
13579,01-05-2018
13582,11-06-2015
13584,27-06-2017
13596,28-02-2016
13598,11-10-2015
13599,14-11-2018
13602,28-04-2019
13603,04-07-2019
13604,26-08-2019
13607,10-07-2019
13613,11-06-2019
13614,27-02-2019
13615,21-09-2015
13617,06-12-1997
13618,25-12-2017
13621,20-11-1995
13622,25-01-2007
13623,30-12-2018
13625,26-08-2006
13626,30-03-2007
13628,03-03-2007
13634,07-01-2018
13635,22-08-2001
13636,05-08-2018
13638,01-04-2017
13639,18-08-2003
13641,07-02-1999
13644,13-07-2019
13645,10-07-2017
13648,11-04-2011
13649,15-06-2000
13651,08-04-2017
13652,22-12-2016
13655,21-07-2006
13656,30-06-2006
13658,25-06-1997
13660,31-08-1994
13662,08-03-2019
13663,11-06-2018
13664,26-08-2014
13666,03-09-2012
13677,04-09-1999
13679,20-02-2018
13680,04-09-2005
13681,27-01-2019
13685,19-04-2014
13687,20-07-1999
13690,20-08-2019
13694,23-01-2018
13697,25-09-2015
13699,02-07-2019
13700,02-12-1985
13701,26-07-2009
13702,15-12-1997
13704,15-10-2018
13705,10-06-2018
13706,20-10-2016
13707,31-08-2014
13709,03-12-2002
13711,30-08-1994
13712,24-08-2019
13714,19-02-2010
13717,23-12-2018
13720,20-03-2018
13722,06-01-2018
13727,27-03-2019
13728,01-10-1986
13729,23-02-2018
13737,31-01-1992
13740,17-05-1982
13747,01-07-2001
13748,16-08-1999
13749,26-07-2019
13752,23-05-2019
13755,28-12-2017
13757,05-03-2017
13762,17-08-2002
13763,31-08-2001
13764,20-05-1982
13769,09-05-2013
13776,12-11-2004
13777,17-09-2006
13779,13-10-2017
13782,18-05-2003
13783,20-09-2017
13789,24-04-2003
13790,03-09-2018
13794,18-11-2018
13796,31-01-1960
13797,24-08-2007
13798,19-10-1994
13800,20-12-2017
13803,09-11-2017
13804,20-05-2017
13807,13-07-2019
13813,28-05-2019
13814,20-05-2007
13815,03-08-2018
13819,07-08-2019
13823,26-07-2019
13824,21-07-2019
13828,22-02-2015
13829,15-07-2017
13835,23-02-2014
13836,18-05-2003
13838,08-08-2019
13839,22-06-2019
13840,25-11-2015
13841,21-04-2010
13842,30-06-2016
13845,06-12-2010
13848,21-12-2006
13850,21-06-2019
13851,26-05-1988
13856,18-10-2008
13857,24-11-2017
13858,26-04-1989
13859,06-03-2001
13860,10-03-2014
13868,10-06-2017
13870,26-01-2010
13871,23-11-2018
13872,22-08-2019
13874,06-05-2018
13875,21-10-1998
13881,21-08-2019
13883,30-08-2019
13888,12-10-2013
13889,05-06-2016
13894,10-07-2018
13896,21-04-2011
13899,30-06-2019
13905,14-12-2013
13906,07-07-2014
13910,05-05-2017
13913,13-08-1998
13915,20-02-2011
13917,05-08-2019
13918,16-06-2013
13920,06-01-1990
13923,22-07-2019
13924,04-08-2019
13927,06-03-2016
13934,13-12-2018
13935,12-06-2019
13936,25-06-2019
13938,28-10-2013
13939,04-12-2010
13942,08-02-2004
13947,24-03-2011
13949,20-01-2017
13950,20-08-2015
13951,15-02-2010
13956,20-03-2005
13962,02-05-2019
13970,26-07-2017
13983,06-12-2004
13984,29-04-2019
13991,21-10-2018
13994,17-09-2016
13999,16-03-2017
14001,01-01-2006
14005,05-04-2016
14009,23-05-2009
14011,12-09-2012
14014,08-04-2017
14015,05-01-2012
14017,30-12-1992
14022,07-05-2009
14023,02-12-2012
14024,25-11-2007
14025,12-07-2019
14035,29-08-2011
14036,25-01-2009
14039,01-08-2019
14051,08-03-2014
14052,05-06-1979
14055,12-07-2015
14056,27-10-1997
14057,27-11-2016
14059,20-02-2018
14062,05-09-2017
14064,07-03-2017
14065,10-05-2014
14067,17-08-2019
14074,15-08-2014
14075,01-06-2014
14077,20-07-2007
14085,08-09-2001
14086,18-08-2011
14091,21-07-2003
14092,26-07-2011
14095,22-03-2002
14097,03-05-2019
14099,03-05-2007
14101,19-06-2019
14110,02-06-2003
14111,11-05-1974
14112,05-01-2000
14113,28-05-2017
14118,15-02-2017
14121,08-08-2002
14123,10-05-1999
14125,03-04-2003
14126,08-12-2005
14127,29-08-2019
14128,12-06-2019
14129,31-07-2006
14131,25-08-2006
14132,08-08-2018
14136,16-10-2003
14141,30-01-2011
14142,12-04-2019
14143,23-01-2018
14145,23-12-2011
14146,06-01-2019
14154,05-04-2006
14156,29-03-2019
14160,04-07-2013
14161,05-09-2017
14162,24-10-1998
14167,04-03-2002
14170,20-07-2017
14174,10-05-1989
14178,06-10-2015
14184,02-03-2018
14185,15-01-2007
14188,13-04-2001
14191,12-05-2017
14197,27-05-2007
14201,17-07-1967
14208,25-05-2019
14209,05-04-2016
14216,15-12-1988
14218,11-07-2016
14219,20-02-2019
14220,13-08-2019
14222,11-06-2017
14223,27-08-2017
14224,24-02-2016
14229,08-06-1997
14233,07-10-2018
14236,20-04-1990
14241,22-05-2019
14243,17-08-2019
14244,15-05-2017
14249,13-03-1981
14252,26-07-1984
14255,14-07-2008
14268,23-05-2003
