rid,oid
2470,217
2470,962
2470,161
2471,957
2471,631
2471,420
2471,921
2471,628
2471,581
2471,670
2471,162
2472,256
2472,531
2472,689
2472,597
2472,268
2472,35
2472,36
2473,600
2473,442
2473,381
2473,717
2474,673
2474,887
2474,632
2474,675
2474,546
2474,447
2474,450
2475,774
2475,541
2475,35
2475,818
2475,623
2475,705
2475,194
2476,398
2476,145
2476,305
2476,147
2476,435
2476,862
2477,115
2477,357
2477,118
2477,69
2478,691
2478,794
2478,880
2478,464
2478,931
2479,631
2479,383
2479,868
2479,146
2479,964
2480,33
2480,529
2480,615
2480,741
2480,805
2480,752
2481,796
2481,776
2481,949
2481,151
2482,719
2482,56
2482,854
2482,861
2482,470
2482,241
2482,171
2482,821
2483,537
2483,201
2483,740
2483,703
2483,125
2483,853
2484,206
2484,88
2484,93
2485,255
2485,430
2485,611
2486,530
2486,640
2486,836
2486,525
2486,908
2486,994
2487,340
2487,792
2488,791
2488,295
2488,708
2488,464
2488,670
2489,321
2489,643
2489,593
2489,623
2489,522
2490,10
2490,903
2490,475
2490,638
2491,62
2491,832
2491,563
2491,533
2491,295
2491,864
2492,203
2492,403
2492,173
2492,564
2492,920
2492,884
2493,356
2493,660
2493,190
2493,78
2493,569
2494,442
2494,857
2495,377
2495,872
2495,421
2495,264
2495,58
2495,645
2496,137
2496,537
2496,790
2496,388
2496,71
2496,32
2496,849
2497,692
2497,945
2497,369
2497,604
2498,914
2498,57
2498,90
2498,601
2498,93
2498,578
2499,517
2499,36
2499,824
2499,606
2500,551
2501,286
2501,134
2501,91
2501,878
2501,376
2501,124
2502,583
2502,17
2502,675
2502,851
2502,147
2502,548
2503,272
2503,538
2503,228
2503,648
2504,142
2504,774
2504,982
2504,747
2504,163
2504,906
2505,897
2505,672
2505,403
2505,110
2505,555
2505,862
2506,664
2506,688
2506,132
2506,242
2506,756
2506,177
2507,960
2507,834
2507,188
2507,250
2507,370
2507,112
2508,7
2508,841
2508,895
2509,132
2509,141
2509,625
2509,935
2509,418
2510,454
2510,643
2510,830
2511,120
2511,633
2511,152
2511,173
2511,111
2512,914
2512,377
2512,263
2512,257
2512,818
2512,106
2513,409
2513,594
2513,223
2513,820
2513,883
2513,779
2513,506
2514,276
2514,886
2514,678
2514,344
2514,107
2514,113
2515,298
2515,333
2515,41
2515,666
2515,697
2516,843
2516,18
2516,37
2516,651
2516,810
2517,919
2517,304
2518,563
2518,411
2518,265
2518,528
2518,283
2518,376
2519,240
2519,57
2519,854
2519,35
2519,752
2519,935
2520,452
2520,632
2520,383
2520,848
2520,641
2520,198
2521,701
2521,836
2521,854
2522,946
2522,887
2522,191
2522,695
2522,85
2522,741
2523,35
2523,484
2523,594
2523,769
2524,357
2524,211
2524,468
2525,982
2525,754
2525,500
2526,5
2526,689
2526,747
2526,610
2526,107
2527,909
2527,125
2527,487
2527,302
2527,580
2528,871
2528,974
2528,142
2529,18
2529,992
2529,729
2529,876
2529,850
2529,167
2530,144
2530,71
2530,7
2530,975
2530,622
2531,148
2531,633
2531,139
2531,760
2532,845
2532,824
2532,22
2532,923
2533,271
2533,461
2534,310
2534,576
2534,788
2534,296
2534,378
2534,236
2535,799
2535,602
2535,403
2535,817
2535,936
2536,631
2536,750
2536,988
2536,825
2536,160
2536,227
2537,913
2537,17
2537,830
2537,435
2537,160
2537,22
2538,570
2538,942
2538,641
2538,198
2538,466
2538,859
2539,233
2539,58
2539,598
2540,123
2540,794
2541,287
2541,402
2541,83
2541,318
2541,648
2541,466
2541,817
2541,931
2542,264
2542,860
2542,8
2542,436
2542,406
2543,103
2543,537
2543,340
2543,967
2543,770
2543,935
2544,45
2544,753
2544,728
2544,444
2544,715
2544,101
2545,10
2545,241
2545,322
2545,243
2545,764
2545,869
2546,585
2546,426
2547,176
2547,190
2547,479
2547,757
2548,588
2548,784
2548,299
2548,306
2548,690
2548,859
2548,882
2549,45
2549,9
2549,267
2549,353
2549,952
2549,161
2550,512
2550,206
2550,420
2551,895
2551,826
2551,703
2551,379
2552,619
2552,742
2552,403
2552,80
2552,338
2553,452
2553,532
2553,24
2553,870
2553,279
2553,101
2553,418
2554,691
2554,579
2554,531
2554,496
2555,855
2555,732
2555,314
2555,337
2555,881
2555,464
2555,965
2556,826
2556,314
2556,455
2556,441
2556,337
2556,827
2556,243
2557,100
2557,284
2557,998
2557,27
2557,183
2558,896
2558,958
2558,303
2558,315
2558,820
2558,963
2558,33
2559,494
2559,37
2559,982
2559,224
2559,249
2560,874
2560,598
2560,882
2560,904
2560,580
2561,20
2561,955
2561,185
2561,605
2562,430
2562,76
2562,982
2562,844
2562,204
2562,822
2562,837
2563,180
2563,586
2563,825
2563,934
2563,193
2563,527
2564,14
2564,134
2564,213
2564,131
2564,993
2565,190
2565,674
2565,719
2565,312
2565,170
2565,731
2566,276
2566,121
2566,918
2566,270
2566,552
2566,503
2567,946
2567,136
2567,467
2567,422
2567,829
2567,81
2567,670
2568,345
2568,216
2568,861
2568,535
2569,148
2569,142
2569,979
2569,401
2569,962
2569,511
2570,549
2570,379
2570,267
2570,435
2570,309
2571,565
2571,409
2571,245
2571,557
2572,139
2572,650
2572,454
2573,399
2573,833
2573,842
2573,272
2574,76
2574,454
2574,847
2574,555
2574,488
2575,910
2575,445
2575,91
2575,491
2575,429
2576,378
2576,799
2576,706
2576,536
2577,708
2577,137
2577,155
2577,757
2578,616
2579,533
2579,101
2579,666
2580,221
2580,666
2580,681
2580,667
2580,312
2580,865
2580,227
2581,17
2581,467
2581,949
2581,301
2581,961
2582,891
2582,826
2582,851
2582,830
2582,764
2582,964
2583,678
2583,136
2583,925
2583,882
2584,516
2584,940
2584,835
2584,299
2584,752
2584,347
2585,298
2585,180
2585,203
2585,145
2585,170
2585,580
2586,8
2586,53
2586,214
2587,132
2587,675
2587,576
2587,105
2587,953
2588,15
2588,667
2588,129
2588,505
2588,922
2588,194
2589,461
2589,676
2589,133
2589,413
2589,936
2590,127
2590,219
2590,758
2590,942
2590,132
2590,299
2590,764
2591,848
2591,699
2591,64
2591,955
2591,931
2592,237
2592,605
2592,624
2592,746
2592,904
2593,52
2593,262
2593,829
2593,479
2594,103
2594,516
2594,420
2594,191
2594,624
2594,193
2595,597
2595,791
2595,950
2595,26
2595,396
2596,592
2596,82
2596,438
2596,167
2597,846
2597,340
2597,155
2597,145
2597,91
2597,390
2598,897
2598,457
2598,143
2598,266
2598,950
2598,955
2598,332
2599,691
2599,968
2599,744
2599,532
2599,349
2599,801
2600,549
2600,794
2600,77
2600,877
2600,770
2600,569
2601,623
2601,223
2601,742
2601,81
2601,199
2601,514
2601,856
2602,919
2602,848
2602,84
2602,394
2602,294
2602,789
2602,892
2602,810
2603,838
2603,289
2603,355
2603,934
2603,183
2604,229
2604,253
2604,611
2604,163
2604,164
2604,408
2604,792
2604,54
2605,89
2605,476
2605,132
2605,763
2605,347
2606,74
2606,724
2606,626
2606,200
2606,831
2607,735
2607,763
2607,704
2607,718
2607,348
2608,928
2608,31
2608,677
2608,53
2608,443
2608,446
2608,43
2609,507
2609,448
2609,145
2609,693
2609,486
2609,999
2610,409
2610,495
2610,922
2610,199
2610,126
2610,718
2611,49
2611,832
2611,150
2611,117
2611,23
2611,828
2611,54
2611,105
2612,645
2612,55
2613,475
2613,260
2613,343
2614,494
2614,207
2614,742
2614,91
2614,427
2614,386
2615,191
2615,213
2615,685
2615,168
2615,166
2615,561
2616,132
2616,203
2616,288
2616,599
2616,769
2617,672
2617,643
2618,18
2618,940
2618,2
2618,725
2618,534
2618,199
2619,776
2619,253
2619,756
2619,922
2619,153
2620,222
2620,224
2620,625
2620,626
2620,274
2620,548
2621,624
2621,662
2621,511
2622,636
2622,231
2622,117
2622,185
2622,544
2622,186
2622,176
2623,635
2623,119
2623,838
2623,889
2623,611
2623,552
2623,48
2623,596
2624,276
2624,360
2624,847
2624,906
2624,393
2624,864
2625,256
2625,702
2625,685
2625,618
2625,961
2626,159
2626,70
2626,342
2626,738
2626,667
2626,829
2626,646
2627,69
2627,110
2627,642
2627,428
2627,290
2628,352
2628,360
2628,26
2628,955
2628,35
2628,21
2628,199
2629,195
2629,120
2629,299
2630,617
2630,982
2630,656
2630,776
2630,348
2631,676
2631,717
2631,905
2631,963
2632,980
2632,127
2632,505
2632,897
2633,318
2633,138
2633,128
2633,638
2633,577
2633,797
2634,566
2634,426
2634,121
2635,968
2635,208
2635,868
2635,952
2635,428
2636,716
2636,743
2637,400
2637,108
2637,678
2637,906
2637,60
2638,70
2638,629
2638,969
2638,787
2638,670
2639,673
2639,33
2639,213
2639,464
2639,782
2640,750
2640,64
2640,614
2640,948
2640,708
2641,973
2641,701
2641,876
2641,715
2641,34
2642,453
2642,311
2643,104
2643,854
2643,588
2643,41
2644,89
2644,765
2644,389
2644,950
2644,199
2645,882
2645,270
2645,214
2645,520
2646,98
2646,945
2646,250
2646,719
2647,179
2647,526
2647,532
2647,393
2647,895
2648,483
2648,683
2648,594
2648,969
2648,234
2649,62
2649,891
2649,996
2649,713
2649,676
2649,508
2649,983
2649,999
2650,944
2650,211
2650,510
2650,511
2650,769
2651,430
2651,681
2651,917
2651,704
2651,783
2652,357
2652,263
2652,533
2652,668
2652,850
2652,628
2652,746
2652,696
2653,811
2653,912
2653,357
2653,257
2653,973
2653,533
2653,471
2653,523
2654,350
2654,534
2654,857
2654,677
2654,250
2654,550
2655,382
2655,412
2655,909
2655,286
2655,864
2656,264
2656,383
2656,294
2656,816
2656,837
2656,38
2656,568
2657,761
2657,4
2657,848
2657,541
2657,403
2657,824
2657,873
2658,97
2658,698
2658,991
2658,543
2658,243
2658,328
2658,869
2659,529
2659,660
2659,549
2659,975
2659,873
2660,245
2660,785
2660,637
2660,454
2660,21
2660,808
2661,50
2661,132
2661,991
2662,554
2662,606
2662,431
2662,248
2662,644
2662,821
2663,687
2663,795
2663,613
2663,589
2664,562
2664,431
2664,801
2664,717
2664,527
2665,409
2665,6
2665,962
2665,779
2665,877
2665,561
2665,970
2665,348
2666,271
2666,838
2666,73
2666,924
2666,295
2666,131
2667,323
2667,473
2667,987
2668,366
2668,542
2668,762
2668,915
2668,651
2668,841
2669,295
2669,722
2670,247
2670,952
2670,31
2670,857
2670,550
2671,115
2671,885
2671,917
2671,297
2671,217
2672,630
2672,495
2672,610
2672,359
2672,105
2672,491
2672,54
2673,310
2673,879
2673,431
2673,612
2674,954
2674,481
2674,955
2674,472
2674,134
2674,449
2674,711
2674,649
2675,271
2675,18
2675,761
2675,298
2675,838
2675,702
2675,962
2676,114
2676,387
2676,410
2676,636
2676,201
2676,805
2676,171
2677,516
2677,325
2677,19
2677,933
2678,456
2678,329
2678,669
2678,445
2679,571
2679,235
2679,255
2679,930
2680,419
2680,738
2680,418
2681,100
2681,729
2681,759
2681,524
2681,837
2682,245
2682,641
2682,26
2682,399
2682,971
2682,905
2683,774
2683,850
2683,357
2684,630
2684,334
2684,57
2684,637
2684,625
2684,181
2684,642
2685,976
2685,836
2685,509
2685,471
2685,139
2685,538
2685,34
2686,945
2686,146
2686,961
2687,701
2687,233
2687,526
2688,190
2688,733
2688,852
2688,268
2688,360
2688,36
2688,817
2689,74
2689,460
2689,474
2690,957
2690,118
2690,142
2690,919
2690,475
2690,870
2690,578
2690,527
2691,148
2691,88
2691,457
2691,735
2691,745
2691,737
2692,777
2692,480
2692,827
2692,408
2692,160
2692,582
2693,599
2693,338
2694,592
2694,458
2694,707
2694,930
2695,221
2695,787
2695,368
2695,909
2696,623
2696,778
2696,545
2696,792
2697,426
2697,414
2697,945
2697,427
2697,315
2698,190
2698,441
2698,898
2698,607
2698,111
2699,187
2699,522
2699,116
2699,891
2700,537
2700,389
2700,157
2700,593
2700,218
2700,344
2701,356
2701,334
2701,562
2701,461
2701,585
2701,791
2701,764
2701,183
2702,960
2702,471
2702,79
2702,975
2702,621
2703,28
2703,758
2703,743
2704,137
2704,851
2704,791
2704,59
2704,622
2704,124
2705,588
2705,814
2705,358
2705,628
2705,540
2706,222
2706,204
2706,353
2706,300
2706,626
2706,86
2706,511
2707,68
2707,126
2707,986
2707,545
2707,283
2707,696
2707,193
2708,89
2708,224
2708,890
2708,514
2708,907
2709,777
2709,256
2709,178
2709,296
2709,220
2709,319
2709,140
2710,525
2710,77
2710,550
2710,708
2710,671
2711,51
2711,874
2711,572
2712,968
2712,392
2712,465
2712,273
2712,880
2713,389
2713,700
2713,308
2714,229
2714,377
2714,100
2714,163
2714,492
2715,452
2715,606
2715,899
2715,609
2715,926
2715,949
2716,846
2716,440
2716,253
2716,850
2716,60
2716,87
2717,906
2717,40
2717,648
2717,651
2718,69
2718,588
2718,791
2718,959
2718,956
2718,29
2719,584
2719,794
2719,260
2719,408
2719,47
2719,696
2720,797
2720,16
2721,603
2721,107
2721,828
2721,768
2722,832
2722,255
2722,475
2722,379
2723,761
2723,804
2723,796
2723,886
2723,27
2724,652
2724,401
2724,796
2724,989
2724,140
2725,221
2725,336
2725,637
2725,217
2725,720
2725,596
2726,597
2726,817
2726,651
2726,855
2727,626
2727,254
2727,510
2727,948
2728,287
2728,760
2728,591
2728,340
2728,703
2728,226
2729,493
2729,384
2729,842
2729,933
2729,645
2730,562
2730,207
2730,762
2730,25
2730,422
2730,907
2731,141
2731,5
2732,943
2732,350
2732,918
2732,564
2732,933
2732,818
2733,470
2733,15
2734,990
2734,941
2734,943
2734,796
2734,285
2734,936
2735,350
2735,411
2735,624
2735,183
2735,162
2736,221
2736,155
2736,614
2736,160
2737,842
2737,516
2737,472
2737,171
2738,77
2738,194
2739,305
2739,789
2739,829
2740,97
2740,387
2740,180
2740,702
2740,944
2740,771
2740,442
2740,522
2741,287
2741,321
2741,224
2741,827
2741,301
2741,28
2741,808
2742,426
2742,56
2742,871
2742,924
2742,85
2742,368
2742,792
2742,22
2743,835
2743,706
2743,22
2743,8
2744,911
2744,43
2744,303
2744,23
2745,766
2745,134
2745,364
2745,896
2746,811
2746,128
2746,198
2746,2
2746,214
2746,753
2747,149
2747,206
2747,589
2747,214
2747,72
2748,256
2748,815
2748,678
2748,270
2748,147
2748,33
2749,533
2749,139
2749,71
2749,154
2750,89
2750,913
2750,698
2750,98
2750,908
2751,957
2751,373
2751,75
2751,220
2751,478
2752,836
2752,484
2752,502
2752,783
2752,649
2753,74
2753,30
2753,876
2753,246
2753,302
2754,691
2754,494
2754,968
2754,558
2754,257
2754,956
2755,10
2755,257
2755,916
2755,367
2755,386
2755,238
2756,635
2756,871
2756,213
2756,894
2756,268
2756,169
2756,472
2756,904
2757,885
2757,71
2757,121
2757,285
2757,53
2757,800
2757,807
2758,927
2758,212
2758,815
2758,847
2758,620
2758,538
2758,739
2759,512
2759,593
2759,291
2759,521
2760,915
2760,925
2760,974
2760,94
2761,76
2761,615
2761,51
2761,465
2761,91
2761,520
2762,976
2762,132
2762,143
2762,788
2762,185
2762,217
2762,131
2762,739
2763,911
2763,456
2763,201
2763,749
2763,772
2763,291
2764,323
2764,766
2764,339
2764,937
2764,900
2764,492
2764,905
2765,781
2765,367
2765,117
2765,723
2766,47
2766,556
2766,291
2767,356
2767,871
2767,16
2767,360
2767,328
2767,569
2768,595
2768,752
2768,140
2768,13
2769,976
2769,735
2769,898
2769,405
2769,622
2770,586
2770,80
2770,380
2770,657
2770,424
2770,923
2771,297
2771,571
2771,273
2771,161
2771,413
2772,333
2772,904
2772,126
2772,862
2772,985
2773,192
2773,822
2773,770
2773,821
2774,553
2774,254
2774,467
2774,403
2774,865
2775,613
2775,723
2775,305
2775,223
2775,682
2776,562
2776,406
2776,767
2776,860
2777,899
2777,742
2777,813
2777,834
2777,367
2777,770
2777,862
2778,672
2778,549
2778,359
2778,213
2778,656
2778,251
2778,479
2778,194
2779,512
2779,14
2779,706
2779,997
2779,23
2779,487
2780,298
2780,196
2780,484
2780,592
2780,367
2781,407
2781,164
2781,105
2781,572
2781,947
2781,578
2782,433
2782,759
2782,15
2782,876
2782,339
2782,860
2782,725
2783,914
2783,312
2783,375
2783,204
2784,928
2784,51
2784,467
2784,169
2784,801
2784,883
2785,19
2785,731
2785,89
2785,405
2785,376
2785,102
2786,919
2786,434
2786,528
2786,627
2786,447
2787,63
2787,555
2787,550
2788,721
2788,542
2788,725
2788,166
2788,514
2788,535
2789,541
2789,879
2789,878
2789,319
2789,42
2790,65
2790,974
2790,244
2791,68
2791,794
2791,795
2791,733
2791,728
2792,530
2792,765
2792,458
2792,472
2792,622
2793,799
2793,476
2793,855
2794,912
2794,407
2794,231
2794,852
2794,500
2794,616
2795,968
2795,257
2795,992
2795,431
2795,230
2795,223
2795,295
2795,160
2795,639
2796,631
2796,713
2796,618
2796,192
2796,210
2796,60
2796,177
2796,107
2797,982
2797,248
2797,942
2797,869
2798,421
2798,333
2798,762
2798,601
2798,165
2798,764
2798,934
2799,910
2799,897
2799,795
2799,237
2799,58
2800,602
2800,889
2800,305
2800,181
2800,218
2801,525
2801,254
2801,208
2801,658
2801,764
2801,395
2801,578
2802,451
2802,518
2802,278
2802,164
2802,654
2802,214
2802,176
2802,573
2803,152
2803,924
2803,470
2803,878
2804,797
2804,168
2804,463
2804,763
2805,509
2805,334
2805,528
2805,428
2805,244
2805,291
2806,911
2806,213
2806,101
2806,87
2806,291
2807,620
2807,874
2807,963
2807,781
2807,348
2808,263
2808,247
2808,606
2808,555
2808,395
2808,43
2809,758
2809,143
2809,559
2809,349
2809,233
2809,35
2809,931
2810,280
2810,616
2810,835
2810,369
2810,787
2811,543
2811,456
2811,151
2812,631
2812,280
2812,609
2813,610
2813,929
2813,918
2813,625
2813,60
2813,994
2814,253
2814,637
2814,104
2814,753
2814,183
2815,737
2815,585
2815,387
2815,139
2816,698
2816,330
2816,456
2816,309
2816,112
2817,323
2817,8
2817,181
2817,668
2818,623
2818,798
2818,717
2818,308
2819,222
2819,938
2819,300
2819,125
2819,925
2819,656
2819,970
2820,264
2820,350
2820,234
2820,892
2820,28
2821,687
2821,537
2822,190
2822,196
2822,304
2822,423
2822,644
2822,789
2823,635
2823,415
2823,154
2823,823
2823,763
2823,915
2824,724
2824,953
2824,381
2824,987
2825,915
2825,850
2825,659
2825,415
2826,11
2826,820
2826,480
2826,907
2827,195
2827,632
2827,64
2827,969
2827,33
2828,421
2828,997
2828,740
2828,185
2828,326
2828,315
2829,108
2829,379
2829,23
2829,289
2829,22
2830,914
2830,62
2830,531
2830,719
2830,235
2830,697
2831,548
2831,891
2831,970
2832,912
2832,867
2832,676
2832,325
2832,158
2832,347
2833,402
2833,857
2833,607
2833,772
2833,523
2834,885
2834,528
2834,393
2834,215
2834,200
2834,106
2834,580
2835,209
2835,837
2835,61
2835,338
2835,81
2835,730
2836,109
2836,456
2836,2
2836,376
2836,362
2837,699
2837,516
2837,922
2837,940
2838,591
2838,790
2838,742
2838,121
2838,543
2838,977
2838,651
2838,983
2839,544
2839,150
2839,491
2839,41
2840,220
2840,260
2841,277
2841,209
2841,253
2841,130
2842,436
2842,950
2842,849
2842,855
2842,238
2842,514
2842,727
2843,132
2843,208
2843,759
2843,98
2843,197
2843,969
2843,971
2844,433
2844,799
2845,469
2845,420
2845,427
2845,463
2846,468
2846,754
2846,201
2846,299
2847,407
2847,421
2847,817
2847,829
2847,769
2848,327
2848,79
2848,232
2848,536
2849,631
2849,826
2849,987
2849,480
2849,863
2849,418
2849,236
2850,282
2850,741
2850,450
2850,361
2851,606
2851,534
2852,578
2852,16
2853,790
2853,701
2853,10
2853,985
2854,425
2854,57
2854,986
2854,574
2854,308
2854,158
2854,523
2854,29
2855,476
2855,56
2855,633
2855,475
2855,500
2855,249
2855,13
2856,512
2856,407
2856,979
2856,324
2856,592
2857,140
2857,294
2857,102
2857,569
2858,897
2858,378
2858,12
2858,584
2859,623
2859,563
2859,634
2859,732
2860,301
2860,738
2860,851
2861,178
2861,755
2861,845
2861,141
2861,932
2862,563
2862,804
2862,742
2862,408
2862,21
2862,961
2863,400
2863,62
2863,965
2864,245
2864,430
2864,388
2864,212
2864,249
2864,520
2864,234
2865,631
2865,421
2865,822
2866,987
2866,591
2866,701
2866,944
2866,545
2867,622
2867,406
2867,568
2867,572
2868,913
2868,675
2868,384
2868,101
2868,722
2868,194
2869,635
2869,944
2869,468
2870,222
2870,259
2870,54
2870,120
2870,75
2870,647
2870,629
2871,809
2871,665
2871,992
2871,391
2872,382
2872,86
2872,926
2873,481
2873,875
2873,555
2873,280
2873,961
2873,930
2874,494
2874,137
2874,701
2874,731
2874,545
2874,161
2875,449
2875,345
2875,816
2876,774
2876,167
2877,692
2877,929
2877,978
2877,73
2877,783
2878,416
2878,518
2878,618
2878,163
2878,473
2878,92
2878,639
2879,179
2879,318
2879,743
2879,7
2879,200
2879,956
2880,154
2880,458
2880,899
2880,130
2880,952
2880,228
2881,207
2881,385
2881,786
2881,239
2881,936
2882,901
2882,83
2882,2
2883,835
2883,486
2883,285
2883,729
2884,150
2884,723
2884,5
2884,435
2884,234
2885,422
2885,95
2885,398
2886,231
2886,31
2886,868
2886,518
2887,245
2887,515
2887,566
2887,224
2887,469
2887,296
2887,812
2887,810
2888,314
2888,662
2888,403
2888,427
2888,228
2889,245
2889,698
2889,342
2889,99
2889,586
2889,308
2889,622
2889,438
2889,504
2890,519
2890,634
2890,24
2891,583
2891,263
2891,315
2891,638
2891,956
2891,705
2891,413
2892,245
2892,23
2892,128
2892,456
2892,60
2892,923
2892,171
2893,577
2893,783
2893,533
2893,147
2894,177
2894,728
2894,416
2894,839
2895,887
2895,735
2895,937
2895,71
2895,235
2895,645
2895,22
2896,635
2896,216
2896,230
2896,532
2897,245
2897,10
2897,185
2897,603
2897,923
2898,382
2898,334
2898,373
2898,713
2898,429
2899,758
2899,867
2899,979
2899,244
2899,87
2899,167
2900,148
2900,242
2900,405
2900,993
2900,862
2901,904
2901,138
2901,263
2901,690
2902,566
2902,84
2902,79
2902,101
2902,718
2903,760
2903,208
2903,339
2903,737
2903,650
2903,81
2903,93
2903,501
2903,102
2904,201
2904,767
2904,538
2904,825
2904,94
2905,659
2905,8
2905,120
2905,964
2906,310
2906,97
2906,247
2906,667
2906,349
2906,152
2906,593
2907,143
2907,98
2907,265
2907,16
2907,663
2908,268
2908,82
2908,659
2908,179
2909,979
2909,248
2909,91
2909,881
2909,856
2910,851
2910,898
2910,825
2910,708
2910,446
2910,645
2910,829
2910,236
2911,18
2911,433
2911,911
2911,989
2911,428
2911,521
2912,177
2912,439
2912,707
2912,160
2913,802
2913,716
2913,20
2913,197
2913,618
2914,297
2914,758
2914,464
2914,570
2915,947
2915,274
2916,983
2916,763
2916,406
2916,398
2917,476
2917,8
2917,393
2917,491
2917,283
2918,42
2918,222
2918,178
2919,839
2919,662
2919,385
2919,246
2919,645
2920,10
2920,591
2920,392
2920,683
2920,332
2920,900
2921,136
2921,4
2921,866
2921,759
2921,726
2921,250
2921,582
2921,682
2921,869
2922,103
2922,178
2922,316
2922,478
2922,821
2923,946
2923,750
2923,190
2923,651
2924,973
2924,998
2924,813
2924,782
2924,810
2925,79
2925,590
2925,397
2926,761
2926,801
2926,670
2926,975
2927,912
2927,108
2927,349
2927,141
2927,656
2927,859
2928,526
2928,851
2928,894
2928,60
2928,604
2928,450
2929,287
2929,928
2929,298
2929,916
2929,411
2929,152
2930,780
2930,972
2930,850
2930,725
2930,67
2930,106
2931,222
2931,345
2931,364
2931,482
2931,46
2931,542
2931,576
2932,712
2932,414
2932,183
2932,715
2933,996
2933,155
2933,23
2933,540
2934,561
2934,201
2934,424
2934,837
2935,287
2935,5
2935,151
2935,851
2935,439
2935,670
2936,186
2936,978
2936,264
2936,534
2937,537
2937,608
2937,225
2937,510
2937,60
2937,54
2938,838
2938,747
2938,658
2938,369
2938,106
2938,649
2939,93
2939,352
2939,866
2940,195
2940,284
2940,407
2940,562
2941,257
2941,885
2941,470
2941,697
2941,490
2941,669
2941,778
2941,961
2942,515
2942,826
2942,747
2942,701
2942,998
2942,305
2942,514
2943,339
2943,986
2943,796
2943,767
2943,277
2944,103
2944,212
2944,791
2944,944
2944,193
2945,252
2945,990
2945,891
2945,471
2946,407
2946,116
2946,563
2946,828
2946,432
2946,665
2947,209
2947,842
2947,193
2947,552
2948,672
2948,151
2948,449
2948,865
2948,372
2949,356
2949,461
2949,282
2949,598
2949,241
2949,428
2950,790
2950,416
2950,469
2950,486
2950,604
2951,18
2951,689
2951,145
2951,545
2951,280
2952,558
2952,991
2952,36
2952,638
2952,655
2953,835
2953,774
2953,612
2953,454
2953,986
2953,332
2953,818
2953,239
2953,773
2954,600
2954,597
2954,667
2954,962
2955,190
2955,984
2955,852
2955,270
2955,725
2955,501
2956,23
2956,602
2957,276
2957,713
2957,234
2957,573
2957,22
2958,310
2958,476
2958,681
2958,605
2958,693
2959,785
2959,711
2959,454
2959,636
2960,836
2960,528
2960,335
2960,753
2960,527
2961,349
2961,150
2961,756
2961,395
2962,13
2962,495
2962,599
2962,879
2962,277
2962,47
2962,810
2962,3
2963,440
2963,529
2963,765
2963,360
2963,255
2963,595
2964,807
2964,913
2964,286
2964,55
2965,938
2965,950
2965,545
2965,593
2965,582
2965,320
2966,377
2966,679
2966,871
2966,729
2966,658
2966,141
2966,251
2967,420
2967,636
2967,298
2967,876
2967,663
2967,686
2967,731
2968,584
2968,547
2968,857
2968,519
2968,714
2968,865
2968,664
2969,88
2969,1000
2969,578
2969,924
2970,442
2970,392
2970,705
2970,56
2971,688
2971,256
2971,363
2971,129
2971,113
2972,5
2972,732
2972,866
2972,753
2972,870
2972,198
2973,447
2973,352
2973,647
2973,613
2974,425
2974,728
2974,468
2974,267
2974,710
2974,686
2975,554
2975,838
2975,598
2975,455
2975,239
2976,754
2976,472
2976,316
2977,271
2977,159
2977,151
2977,537
2977,398
2977,223
2978,537
2978,861
2978,948
2978,182
2978,604
2979,995
2979,237
2979,748
2979,176
2979,578
2980,33
2980,730
2980,247
2980,970
2981,996
2981,823
2981,189
2981,441
2981,11
2981,408
2982,313
2982,800
2982,751
2982,676
2983,407
2983,747
2983,541
2983,23
2983,251
2984,785
2984,453
2984,394
2984,384
2984,741
2984,725
2984,922
2985,906
2985,212
2985,789
2985,854
2986,570
2986,832
2986,559
2986,267
2986,603
2986,959
2986,569
2987,846
2987,294
2987,588
2988,684
2988,799
2988,526
2988,314
2988,347
2989,17
2989,566
2989,529
2989,272
2990,840
2990,588
2991,2
2991,994
2991,257
2991,841
2992,297
2992,912
2992,613
2992,17
2992,363
2992,327
2992,344
2992,438
2993,294
2993,709
2993,470
2993,867
2994,14
2994,904
2994,203
2994,733
2995,259
2995,576
2995,456
2995,423
2995,146
2995,587
2996,219
2996,640
2996,968
2996,834
2996,399
2997,706
2997,191
2997,281
2997,329
2997,901
2997,173
2997,882
2998,481
2998,26
2998,741
2998,217
2998,306
2998,873
2998,923
2999,100
2999,187
2999,8
2999,423
2999,577
2999,812
2999,895
3000,206
3000,575
3000,729
3000,868
3000,857
3000,291
3000,250
3000,800
3000,782
3001,188
3001,433
3001,155
3001,587
3002,74
3002,32
3002,898
3002,824
3002,726
3002,803
3002,511
3003,619
3003,606
3003,997
3003,988
3003,646
3003,654
3003,3
3004,631
3004,453
3004,809
3004,695
3004,280
3005,798
3005,733
3005,828
3005,694
3005,756
3006,916
3006,63
3006,572
3007,780
3007,377
3007,732
3007,992
3007,689
3007,445
3007,548
3008,626
3008,575
3009,317
3009,178
3009,995
3009,618
3009,820
3010,234
3010,74
3010,58
3010,794
3011,377
3011,927
3011,678
3011,327
3011,717
3011,220
3011,604
3012,18
3012,563
3012,303
3012,771
3012,235
3012,42
3013,899
3013,986
3013,398
3014,119
3014,632
3014,650
3014,406
3014,48
3015,571
3015,419
3015,780
3015,66
3016,44
3016,953
3016,857
3016,216
3016,169
3017,549
3017,585
3017,99
3017,601
