pid,rid
442,5545
320,5546
167,5547
56,5548
103,5549
270,5550
195,5551
87,5552
91,5553
239,5554
448,5555
61,5556
292,5557
56,5558
22,5559
162,5560
325,5561
413,5562
168,5563
36,5564
53,5565
62,5566
22,5567
233,5568
80,5569
424,5570
290,5571
36,5572
122,5573
21,5574
175,5575
117,5576
100,5577
23,5578
64,5579
214,5580
38,5581
264,5582
274,5583
131,5584
342,5585
435,5586
326,5587
237,5588
391,5589
221,5590
133,5591
370,5592
258,5593
219,5594
411,5595
205,5596
273,5597
138,5598
170,5599
442,5600
95,5601
80,5602
142,5603
418,5604
364,5605
192,5606
84,5607
96,5608
401,5609
73,5610
408,5611
442,5612
402,5613
244,5614
329,5615
335,5616
276,5617
190,5618
399,5619
259,5620
240,5621
356,5622
422,5623
233,5624
273,5625
18,5626
183,5627
115,5628
69,5629
26,5630
371,5631
334,5632
21,5633
442,5634
244,5635
135,5636
316,5637
314,5638
156,5639
270,5640
323,5641
42,5642
144,5643
87,5644
437,5645
220,5646
298,5647
205,5648
332,5649
126,5650
17,5651
371,5652
323,5653
260,5654
176,5655
25,5656
131,5657
122,5658
112,5659
252,5660
60,5661
434,5662
29,5663
306,5664
277,5665
100,5666
290,5667
277,5668
13,5669
289,5670
22,5671
356,5672
3,5673
329,5674
182,5675
155,5676
25,5677
389,5678
242,5679
324,5680
251,5681
239,5682
152,5683
241,5684
311,5685
371,5686
347,5687
296,5688
321,5689
252,5690
277,5691
323,5692
426,5693
88,5694
102,5695
65,5696
226,5697
395,5698
265,5699
130,5700
202,5701
277,5702
357,5703
79,5704
432,5705
154,5706
91,5707
388,5708
325,5709
136,5710
234,5711
321,5712
169,5713
371,5714
305,5715
60,5716
155,5717
416,5718
148,5719
124,5720
351,5721
427,5722
427,5723
66,5724
419,5725
432,5726
287,5727
371,5728
272,5729
92,5730
377,5731
447,5732
346,5733
303,5734
55,5735
128,5736
353,5737
374,5738
378,5739
424,5740
200,5741
174,5742
137,5743
39,5744
273,5745
333,5746
425,5747
352,5748
196,5749
145,5750
251,5751
303,5752
118,5753
436,5754
61,5755
289,5756
365,5757
53,5758
74,5759
222,5760
291,5761
316,5762
178,5763
432,5764
397,5765
307,5766
6,5767
390,5768
387,5769
136,5770
207,5771
241,5772
81,5773
339,5774
155,5775
81,5776
80,5777
295,5778
266,5779
386,5780
338,5781
200,5782
236,5783
269,5784
93,5785
326,5786
110,5787
329,5788
319,5789
369,5790
328,5791
273,5792
193,5793
14,5794
213,5795
422,5796
424,5797
84,5798
449,5799
163,5800
430,5801
152,5802
161,5803
184,5804
96,5805
311,5806
138,5807
92,5808
45,5809
198,5810
38,5811
387,5812
135,5813
443,5814
366,5815
275,5816
97,5817
295,5818
80,5819
339,5820
167,5821
401,5822
423,5823
312,5824
125,5825
3,5826
290,5827
254,5828
153,5829
22,5830
373,5831
438,5832
402,5833
258,5834
104,5835
293,5836
299,5837
127,5838
170,5839
278,5840
39,5841
252,5842
93,5843
285,5844
41,5845
140,5846
225,5847
415,5848
208,5849
216,5850
443,5851
353,5852
201,5853
444,5854
338,5855
391,5856
99,5857
145,5858
11,5859
307,5860
301,5861
445,5862
428,5863
147,5864
329,5865
335,5866
210,5867
436,5868
238,5869
432,5870
44,5871
117,5872
22,5873
57,5874
349,5875
108,5876
322,5877
131,5878
226,5879
48,5880
260,5881
208,5882
268,5883
375,5884
211,5885
267,5886
85,5887
219,5888
348,5889
105,5890
352,5891
27,5892
154,5893
425,5894
47,5895
223,5896
406,5897
319,5898
123,5899
264,5900
123,5901
256,5902
94,5903
64,5904
209,5905
304,5906
382,5907
232,5908
90,5909
56,5910
431,5911
273,5912
90,5913
312,5914
96,5915
244,5916
308,5917
257,5918
17,5919
316,5920
189,5921
20,5922
323,5923
314,5924
449,5925
225,5926
30,5927
190,5928
377,5929
339,5930
110,5931
129,5932
239,5933
151,5934
322,5935
431,5936
327,5937
234,5938
278,5939
409,5940
296,5941
275,5942
299,5943
409,5944
93,5945
247,5946
134,5947
259,5948
143,5949
149,5950
101,5951
336,5952
254,5953
229,5954
78,5955
183,5956
145,5957
294,5958
374,5959
172,5960
276,5961
95,5962
241,5963
253,5964
29,5965
392,5966
382,5967
191,5968
304,5969
198,5970
20,5971
279,5972
342,5973
314,5974
75,5975
436,5976
140,5977
247,5978
186,5979
440,5980
286,5981
96,5982
72,5983
123,5984
211,5985
63,5986
76,5987
71,5988
202,5989
342,5990
440,5991
14,5992
142,5993
94,5994
179,5995
74,5996
93,5997
166,5998
175,5999
317,6000
386,6001
298,6002
254,6003
426,6004
131,6005
266,6006
76,6007
34,6008
197,6009
177,6010
386,6011
55,6012
147,6013
356,6014
238,6015
38,6016
392,6017
158,6018
267,6019
225,6020
112,6021
321,6022
415,6023
394,6024
19,6025
106,6026
82,6027
299,6028
246,6029
39,6030
398,6031
433,6032
221,6033
36,6034
315,6035
65,6036
395,6037
287,6038
332,6039
199,6040
52,6041
78,6042
389,6043
133,6044
345,6045
367,6046
9,6047
101,6048
117,6049
1,6050
300,6051
40,6052
427,6053
135,6054
74,6055
418,6056
125,6057
311,6058
133,6059
256,6060
410,6061
335,6062
229,6063
436,6064
144,6065
235,6066
104,6067
89,6068
34,6069
259,6070
34,6071
346,6072
182,6073
126,6074
146,6075
441,6076
149,6077
361,6078
231,6079
296,6080
399,6081
77,6082
386,6083
94,6084
280,6085
353,6086
295,6087
107,6088
406,6089
176,6090
436,6091
221,6092
45,6093
218,6094
248,6095
362,6096
350,6097
297,6098
378,6099
347,6100
211,6101
236,6102
420,6103
252,6104
206,6105
442,6106
274,6107
354,6108
85,6109
165,6110
147,6111
397,6112
1,6113
324,6114
27,6115
50,6116
417,6117
207,6118
386,6119
401,6120
68,6121
410,6122
312,6123
248,6124
391,6125
328,6126
428,6127
205,6128
144,6129
275,6130
295,6131
254,6132
301,6133
25,6134
221,6135
441,6136
333,6137
424,6138
320,6139
8,6140
153,6141
274,6142
272,6143
229,6144
298,6145
309,6146
281,6147
94,6148
17,6149
214,6150
304,6151
190,6152
397,6153
110,6154
197,6155
341,6156
18,6157
347,6158
393,6159
198,6160
233,6161
200,6162
322,6163
392,6164
239,6165
450,6166
236,6167
26,6168
226,6169
17,6170
119,6171
100,6172
221,6173
437,6174
62,6175
432,6176
251,6177
369,6178
280,6179
193,6180
390,6181
48,6182
82,6183
50,6184
346,6185
180,6186
212,6187
390,6188
140,6189
207,6190
248,6191
148,6192
428,6193
420,6194
297,6195
201,6196
325,6197
236,6198
370,6199
358,6200
397,6201
79,6202
397,6203
49,6204
214,6205
334,6206
8,6207
124,6208
11,6209
156,6210
191,6211
36,6212
12,6213
275,6214
377,6215
367,6216
269,6217
340,6218
182,6219
436,6220
56,6221
316,6222
126,6223
104,6224
177,6225
170,6226
252,6227
356,6228
403,6229
199,6230
353,6231
8,6232
417,6233
82,6234
218,6235
214,6236
252,6237
441,6238
320,6239
249,6240
117,6241
279,6242
94,6243
378,6244
184,6245
294,6246
123,6247
222,6248
358,6249
192,6250
39,6251
42,6252
264,6253
212,6254
384,6255
193,6256
230,6257
58,6258
86,6259
340,6260
234,6261
181,6262
99,6263
423,6264
32,6265
408,6266
410,6267
284,6268
89,6269
63,6270
190,6271
80,6272
333,6273
199,6274
121,6275
107,6276
268,6277
302,6278
450,6279
172,6280
218,6281
341,6282
223,6283
44,6284
40,6285
388,6286
102,6287
164,6288
370,6289
223,6290
406,6291
51,6292
439,6293
354,6294
206,6295
35,6296
129,6297
281,6298
428,6299
57,6300
398,6301
90,6302
201,6303
228,6304
204,6305
56,6306
159,6307
226,6308
282,6309
49,6310
157,6311
47,6312
406,6313
37,6314
195,6315
308,6316
351,6317
324,6318
54,6319
369,6320
235,6321
377,6322
386,6323
312,6324
256,6325
208,6326
180,6327
387,6328
407,6329
73,6330
403,6331
140,6332
64,6333
422,6334
203,6335
15,6336
385,6337
106,6338
412,6339
121,6340
273,6341
327,6342
208,6343
406,6344
53,6345
4,6346
143,6347
16,6348
380,6349
236,6350
284,6351
234,6352
443,6353
19,6354
446,6355
247,6356
398,6357
27,6358
19,6359
428,6360
251,6361
129,6362
316,6363
417,6364
270,6365
373,6366
201,6367
198,6368
444,6369
90,6370
235,6371
205,6372
51,6373
69,6374
61,6375
325,6376
345,6377
298,6378
74,6379
286,6380
335,6381
219,6382
74,6383
251,6384
25,6385
351,6386
184,6387
229,6388
394,6389
54,6390
280,6391
239,6392
73,6393
221,6394
275,6395
84,6396
57,6397
189,6398
211,6399
160,6400
71,6401
397,6402
1,6403
417,6404
36,6405
400,6406
186,6407
16,6408
1,6409
58,6410
101,6411
256,6412
345,6413
18,6414
152,6415
145,6416
168,6417
207,6418
101,6419
1,6420
54,6421
257,6422
385,6423
130,6424
72,6425
109,6426
320,6427
317,6428
72,6429
113,6430
227,6431
437,6432
248,6433
395,6434
389,6435
424,6436
214,6437
442,6438
16,6439
177,6440
254,6441
432,6442
363,6443
377,6444
365,6445
271,6446
313,6447
68,6448
5,6449
11,6450
163,6451
70,6452
205,6453
252,6454
47,6455
8,6456
288,6457
444,6458
236,6459
255,6460
274,6461
397,6462
69,6463
188,6464
35,6465
195,6466
363,6467
17,6468
42,6469
232,6470
251,6471
102,6472
226,6473
431,6474
237,6475
3,6476
121,6477
298,6478
422,6479
4,6480
223,6481
421,6482
256,6483
414,6484
195,6485
439,6486
335,6487
96,6488
79,6489
373,6490
280,6491
45,6492
275,6493
354,6494
378,6495
73,6496
193,6497
191,6498
262,6499
366,6500
386,6501
406,6502
181,6503
406,6504
378,6505
252,6506
147,6507
83,6508
311,6509
386,6510
380,6511
345,6512
203,6513
66,6514
248,6515
264,6516
43,6517
302,6518
49,6519
215,6520
53,6521
281,6522
347,6523
94,6524
93,6525
174,6526
372,6527
406,6528
68,6529
155,6530
193,6531
380,6532
399,6533
447,6534
382,6535
269,6536
413,6537
28,6538
184,6539
141,6540
235,6541
450,6542
302,6543
188,6544
41,6545
43,6546
308,6547
190,6548
109,6549
291,6550
89,6551
88,6552
311,6553
181,6554
239,6555
230,6556
413,6557
369,6558
348,6559
54,6560
320,6561
68,6562
389,6563
287,6564
265,6565
161,6566
412,6567
316,6568
398,6569
214,6570
101,6571
303,6572
179,6573
190,6574
309,6575
433,6576
174,6577
292,6578
72,6579
273,6580
172,6581
316,6582
291,6583
248,6584
294,6585
252,6586
340,6587
425,6588
57,6589
410,6590
338,6591
326,6592
92,6593
139,6594
430,6595
408,6596
295,6597
80,6598
345,6599
207,6600
449,6601
151,6602
346,6603
93,6604
119,6605
211,6606
222,6607
81,6608
256,6609
15,6610
167,6611
12,6612
134,6613
30,6614
354,6615
392,6616
359,6617
344,6618
353,6619
86,6620
283,6621
194,6622
88,6623
153,6624
348,6625
286,6626
151,6627
49,6628
265,6629
153,6630
45,6631
198,6632
162,6633
114,6634
206,6635
436,6636
17,6637
22,6638
55,6639
313,6640
33,6641
14,6642
176,6643
339,6644
261,6645
150,6646
106,6647
187,6648
213,6649
128,6650
295,6651
347,6652
340,6653
415,6654
139,6655
124,6656
371,6657
40,6658
190,6659
273,6660
265,6661
202,6662
58,6663
365,6664
385,6665
427,6666
40,6667
373,6668
245,6669
120,6670
334,6671
221,6672
11,6673
379,6674
185,6675
327,6676
450,6677
350,6678
125,6679
127,6680
409,6681
75,6682
326,6683
430,6684
425,6685
287,6686
430,6687
216,6688
440,6689
175,6690
249,6691
435,6692
373,6693
52,6694
241,6695
289,6696
424,6697
228,6698
35,6699
74,6700
427,6701
13,6702
1,6703
332,6704
58,6705
249,6706
143,6707
138,6708
167,6709
228,6710
390,6711
420,6712
376,6713
230,6714
431,6715
18,6716
438,6717
130,6718
34,6719
178,6720
125,6721
256,6722
130,6723
417,6724
1,6725
124,6726
410,6727
161,6728
39,6729
231,6730
291,6731
165,6732
367,6733
437,6734
18,6735
348,6736
294,6737
287,6738
244,6739
95,6740
138,6741
224,6742
53,6743
402,6744
77,6745
429,6746
435,6747
205,6748
179,6749
225,6750
341,6751
302,6752
346,6753
441,6754
73,6755
425,6756
265,6757
47,6758
70,6759
397,6760
194,6761
66,6762
282,6763
262,6764
28,6765
270,6766
99,6767
68,6768
72,6769
276,6770
32,6771
364,6772
174,6773
133,6774
51,6775
343,6776
33,6777
269,6778
388,6779
103,6780
215,6781
446,6782
387,6783
283,6784
220,6785
417,6786
50,6787
116,6788
121,6789
61,6790
2,6791
298,6792
118,6793
73,6794
259,6795
106,6796
61,6797
30,6798
58,6799
327,6800
40,6801
307,6802
410,6803
216,6804
121,6805
90,6806
245,6807
241,6808
39,6809
76,6810
229,6811
438,6812
261,6813
327,6814
56,6815
66,6816
381,6817
69,6818
307,6819
380,6820
47,6821
37,6822
143,6823
448,6824
321,6825
101,6826
386,6827
243,6828
71,6829
89,6830
80,6831
84,6832
409,6833
435,6834
393,6835
227,6836
224,6837
283,6838
402,6839
411,6840
289,6841
1,6842
438,6843
241,6844
94,6845
90,6846
157,6847
401,6848
270,6849
389,6850
69,6851
187,6852
97,6853
82,6854
400,6855
283,6856
222,6857
393,6858
294,6859
146,6860
276,6861
80,6862
267,6863
18,6864
12,6865
57,6866
341,6867
422,6868
212,6869
8,6870
318,6871
428,6872
316,6873
213,6874
99,6875
313,6876
291,6877
339,6878
223,6879
181,6880
268,6881
222,6882
91,6883
260,6884
430,6885
31,6886
99,6887
258,6888
201,6889
414,6890
328,6891
362,6892
44,6893
338,6894
217,6895
171,6896
250,6897
114,6898
158,6899
316,6900
210,6901
191,6902
307,6903
74,6904
66,6905
133,6906
107,6907
263,6908
188,6909
50,6910
199,6911
117,6912
92,6913
36,6914
231,6915
124,6916
9,6917
332,6918
321,6919
21,6920
338,6921
343,6922
363,6923
141,6924
104,6925
365,6926
395,6927
221,6928
103,6929
430,6930
355,6931
325,6932
352,6933
262,6934
155,6935
414,6936
301,6937
77,6938
327,6939
323,6940
287,6941
335,6942
306,6943
66,6944
385,6945
386,6946
328,6947
246,6948
355,6949
199,6950
93,6951
430,6952
352,6953
365,6954
13,6955
101,6956
153,6957
273,6958
229,6959
420,6960
114,6961
203,6962
174,6963
20,6964
270,6965
56,6966
326,6967
199,6968
316,6969
236,6970
124,6971
314,6972
314,6973
170,6974
13,6975
446,6976
102,6977
52,6978
316,6979
1,6980
65,6981
228,6982
429,6983
18,6984
158,6985
339,6986
260,6987
269,6988
200,6989
109,6990
48,6991
93,6992
181,6993
154,6994
362,6995
92,6996
221,6997
147,6998
241,6999
297,7000
271,7001
141,7002
403,7003
20,7004
44,7005
298,7006
265,7007
12,7008
323,7009
442,7010
158,7011
300,7012
389,7013
166,7014
180,7015
138,7016
343,7017
47,7018
65,7019
267,7020
72,7021
272,7022
145,7023
75,7024
26,7025
38,7026
28,7027
45,7028
44,7029
24,7030
342,7031
41,7032
378,7033
441,7034
49,7035
169,7036
77,7037
52,7038
86,7039
265,7040
162,7041
127,7042
115,7043
235,7044
395,7045
194,7046
231,7047
168,7048
317,7049
138,7050
307,7051
449,7052
134,7053
371,7054
138,7055
29,7056
425,7057
385,7058
330,7059
250,7060
14,7061
313,7062
284,7063
226,7064
276,7065
3,7066
376,7067
6,7068
164,7069
380,7070
422,7071
16,7072
262,7073
172,7074
410,7075
135,7076
364,7077
425,7078
67,7079
395,7080
355,7081
445,7082
152,7083
44,7084
330,7085
146,7086
181,7087
178,7088
434,7089
154,7090
133,7091
12,7092
106,7093
403,7094
427,7095
372,7096
274,7097
20,7098
378,7099
191,7100
43,7101
255,7102
105,7103
416,7104
261,7105
187,7106
448,7107
336,7108
317,7109
163,7110
161,7111
375,7112
229,7113
218,7114
437,7115
421,7116
55,7117
392,7118
250,7119
387,7120
53,7121
235,7122
124,7123
30,7124
397,7125
135,7126
377,7127
118,7128
127,7129
422,7130
283,7131
414,7132
126,7133
146,7134
283,7135
190,7136
425,7137
379,7138
355,7139
342,7140
288,7141
122,7142
136,7143
192,7144
285,7145
409,7146
10,7147
130,7148
427,7149
291,7150
157,7151
193,7152
215,7153
435,7154
57,7155
380,7156
276,7157
285,7158
362,7159
381,7160
446,7161
240,7162
60,7163
135,7164
188,7165
63,7166
345,7167
47,7168
87,7169
167,7170
364,7171
131,7172
131,7173
404,7174
13,7175
274,7176
410,7177
192,7178
261,7179
193,7180
345,7181
79,7182
182,7183
350,7184
326,7185
30,7186
311,7187
90,7188
102,7189
437,7190
347,7191
67,7192
185,7193
169,7194
396,7195
42,7196
279,7197
338,7198
442,7199
87,7200
88,7201
189,7202
88,7203
148,7204
437,7205
376,7206
223,7207
13,7208
248,7209
417,7210
338,7211
430,7212
387,7213
4,7214
47,7215
332,7216
324,7217
212,7218
52,7219
387,7220
408,7221
313,7222
46,7223
158,7224
181,7225
353,7226
224,7227
278,7228
40,7229
229,7230
440,7231
23,7232
42,7233
136,7234
37,7235
186,7236
330,7237
31,7238
382,7239
385,7240
205,7241
168,7242
57,7243
421,7244
264,7245
102,7246
18,7247
214,7248
43,7249
177,7250
218,7251
212,7252
246,7253
77,7254
244,7255
391,7256
103,7257
218,7258
219,7259
134,7260
345,7261
252,7262
290,7263
395,7264
316,7265
77,7266
156,7267
136,7268
158,7269
59,7270
72,7271
349,7272
323,7273
21,7274
11,7275
117,7276
287,7277
450,7278
115,7279
306,7280
335,7281
237,7282
38,7283
85,7284
393,7285
154,7286
193,7287
98,7288
422,7289
449,7290
311,7291
287,7292
69,7293
26,7294
314,7295
123,7296
204,7297
449,7298
278,7299
368,7300
391,7301
331,7302
8,7303
24,7304
71,7305
308,7306
289,7307
406,7308
426,7309
4,7310
296,7311
117,7312
405,7313
3,7314
309,7315
223,7316
83,7317
77,7318
115,7319
22,7320
213,7321
196,7322
85,7323
315,7324
336,7325
353,7326
178,7327
167,7328
28,7329
7,7330
162,7331
306,7332
442,7333
241,7334
96,7335
126,7336
234,7337
277,7338
53,7339
36,7340
240,7341
23,7342
236,7343
318,7344
134,7345
105,7346
259,7347
66,7348
278,7349
380,7350
429,7351
417,7352
439,7353
431,7354
180,7355
267,7356
343,7357
426,7358
191,7359
204,7360
228,7361
136,7362
241,7363
450,7364
133,7365
206,7366
407,7367
270,7368
120,7369
359,7370
322,7371
289,7372
361,7373
188,7374
108,7375
288,7376
176,7377
430,7378
135,7379
333,7380
152,7381
5,7382
46,7383
99,7384
169,7385
441,7386
359,7387
168,7388
277,7389
324,7390
298,7391
184,7392
390,7393
409,7394
195,7395
421,7396
1,7397
376,7398
105,7399
272,7400
186,7401
358,7402
406,7403
109,7404
84,7405
112,7406
97,7407
429,7408
221,7409
147,7410
32,7411
196,7412
231,7413
74,7414
28,7415
134,7416
387,7417
94,7418
341,7419
131,7420
45,7421
206,7422
66,7423
74,7424
236,7425
234,7426
358,7427
164,7428
47,7429
23,7430
437,7431
351,7432
415,7433
221,7434
391,7435
420,7436
364,7437
268,7438
50,7439
226,7440
258,7441
346,7442
216,7443
17,7444
430,7445
101,7446
111,7447
11,7448
111,7449
146,7450
349,7451
237,7452
269,7453
161,7454
148,7455
354,7456
23,7457
375,7458
272,7459
135,7460
268,7461
322,7462
93,7463
102,7464
229,7465
395,7466
309,7467
56,7468
327,7469
82,7470
386,7471
258,7472
202,7473
139,7474
229,7475
22,7476
292,7477
173,7478
68,7479
87,7480
48,7481
115,7482
284,7483
365,7484
195,7485
236,7486
74,7487
133,7488
394,7489
176,7490
319,7491
135,7492
85,7493
244,7494
174,7495
114,7496
110,7497
96,7498
101,7499
202,7500
141,7501
94,7502
280,7503
433,7504
238,7505
106,7506
309,7507
172,7508
367,7509
87,7510
378,7511
143,7512
418,7513
187,7514
222,7515
88,7516
165,7517
87,7518
227,7519
109,7520
224,7521
400,7522
287,7523
180,7524
54,7525
212,7526
364,7527
279,7528
197,7529
405,7530
290,7531
444,7532
275,7533
57,7534
124,7535
373,7536
118,7537
181,7538
47,7539
396,7540
271,7541
405,7542
183,7543
207,7544
264,7545
168,7546
429,7547
319,7548
86,7549
291,7550
347,7551
234,7552
89,7553
150,7554
217,7555
222,7556
183,7557
127,7558
157,7559
400,7560
76,7561
297,7562
309,7563
349,7564
203,7565
190,7566
97,7567
279,7568
199,7569
258,7570
146,7571
40,7572
250,7573
349,7574
267,7575
374,7576
33,7577
378,7578
206,7579
407,7580
228,7581
32,7582
242,7583
164,7584
164,7585
125,7586
362,7587
109,7588
29,7589
192,7590
17,7591
194,7592
91,7593
227,7594
398,7595
103,7596
371,7597
60,7598
106,7599
432,7600
340,7601
242,7602
61,7603
283,7604
283,7605
142,7606
235,7607
387,7608
302,7609
250,7610
216,7611
117,7612
105,7613
302,7614
17,7615
246,7616
346,7617
367,7618
312,7619
272,7620
380,7621
312,7622
129,7623
433,7624
226,7625
345,7626
400,7627
220,7628
69,7629
174,7630
198,7631
352,7632
113,7633
207,7634
223,7635
30,7636
371,7637
409,7638
183,7639
168,7640
353,7641
194,7642
315,7643
8,7644
299,7645
60,7646
68,7647
272,7648
357,7649
295,7650
48,7651
104,7652
45,7653
247,7654
269,7655
137,7656
370,7657
352,7658
377,7659
110,7660
446,7661
157,7662
370,7663
390,7664
159,7665
49,7666
402,7667
364,7668
346,7669
346,7670
2,7671
29,7672
89,7673
59,7674
353,7675
344,7676
221,7677
406,7678
99,7679
126,7680
198,7681
218,7682
38,7683
347,7684
398,7685
183,7686
365,7687
430,7688
353,7689
304,7690
349,7691
36,7692
304,7693
387,7694
348,7695
426,7696
187,7697
49,7698
360,7699
4,7700
54,7701
244,7702
38,7703
215,7704
252,7705
167,7706
161,7707
52,7708
42,7709
311,7710
132,7711
203,7712
221,7713
88,7714
295,7715
47,7716
416,7717
321,7718
357,7719
326,7720
24,7721
304,7722
191,7723
125,7724
41,7725
40,7726
201,7727
102,7728
312,7729
279,7730
408,7731
326,7732
36,7733
210,7734
367,7735
32,7736
177,7737
140,7738
89,7739
16,7740
357,7741
229,7742
441,7743
386,7744
312,7745
392,7746
174,7747
63,7748
434,7749
359,7750
2,7751
208,7752
213,7753
244,7754
33,7755
283,7756
378,7757
423,7758
285,7759
170,7760
80,7761
376,7762
380,7763
283,7764
77,7765
189,7766
188,7767
36,7768
449,7769
390,7770
328,7771
76,7772
88,7773
127,7774
157,7775
195,7776
399,7777
259,7778
6,7779
46,7780
134,7781
248,7782
318,7783
384,7784
403,7785
115,7786
360,7787
332,7788
394,7789
425,7790
193,7791
406,7792
24,7793
214,7794
386,7795
38,7796
142,7797
37,7798
350,7799
447,7800
14,7801
144,7802
54,7803
416,7804
142,7805
416,7806
379,7807
312,7808
232,7809
122,7810
399,7811
233,7812
332,7813
20,7814
203,7815
129,7816
51,7817
294,7818
2,7819
370,7820
313,7821
376,7822
265,7823
204,7824
248,7825
49,7826
432,7827
17,7828
251,7829
189,7830
432,7831
14,7832
152,7833
309,7834
405,7835
126,7836
411,7837
393,7838
277,7839
52,7840
195,7841
282,7842
7,7843
298,7844
70,7845
74,7846
63,7847
152,7848
101,7849
225,7850
138,7851
175,7852
269,7853
170,7854
295,7855
241,7856
187,7857
182,7858
341,7859
341,7860
450,7861
132,7862
384,7863
145,7864
322,7865
306,7866
279,7867
314,7868
49,7869
165,7870
66,7871
297,7872
307,7873
293,7874
273,7875
97,7876
75,7877
53,7878
376,7879
195,7880
445,7881
412,7882
106,7883
341,7884
336,7885
155,7886
193,7887
282,7888
86,7889
280,7890
96,7891
239,7892
171,7893
211,7894
433,7895
163,7896
9,7897
163,7898
222,7899
123,7900
369,7901
328,7902
81,7903
201,7904
316,7905
336,7906
331,7907
397,7908
189,7909
23,7910
284,7911
217,7912
33,7913
99,7914
22,7915
88,7916
27,7917
415,7918
294,7919
271,7920
368,7921
304,7922
327,7923
155,7924
119,7925
243,7926
445,7927
254,7928
433,7929
344,7930
199,7931
113,7932
253,7933
306,7934
25,7935
93,7936
35,7937
314,7938
193,7939
438,7940
25,7941
103,7942
55,7943
332,7944
54,7945
148,7946
196,7947
383,7948
111,7949
7,7950
125,7951
328,7952
46,7953
264,7954
89,7955
82,7956
36,7957
226,7958
174,7959
355,7960
190,7961
10,7962
274,7963
340,7964
186,7965
17,7966
278,7967
133,7968
221,7969
98,7970
242,7971
267,7972
374,7973
36,7974
151,7975
173,7976
200,7977
214,7978
166,7979
125,7980
264,7981
378,7982
396,7983
283,7984
438,7985
85,7986
282,7987
397,7988
188,7989
76,7990
217,7991
72,7992
93,7993
27,7994
336,7995
299,7996
97,7997
57,7998
65,7999
324,8000
415,8001
402,8002
214,8003
236,8004
312,8005
420,8006
184,8007
355,8008
299,8009
350,8010
221,8011
176,8012
122,8013
166,8014
71,8015
277,8016
302,8017
7,8018
369,8019
83,8020
316,8021
41,8022
122,8023
258,8024
391,8025
48,8026
26,8027
71,8028
116,8029
183,8030
338,8031
98,8032
128,8033
346,8034
441,8035
11,8036
143,8037
394,8038
431,8039
303,8040
211,8041
330,8042
276,8043
180,8044
121,8045
168,8046
239,8047
180,8048
159,8049
269,8050
219,8051
332,8052
154,8053
131,8054
35,8055
35,8056
205,8057
239,8058
365,8059
99,8060
281,8061
266,8062
245,8063
61,8064
291,8065
35,8066
161,8067
240,8068
163,8069
90,8070
39,8071
367,8072
97,8073
379,8074
167,8075
247,8076
13,8077
336,8078
154,8079
174,8080
26,8081
298,8082
105,8083
331,8084
442,8085
345,8086
276,8087
188,8088
150,8089
93,8090
63,8091
199,8092
170,8093
371,8094
10,8095
67,8096
13,8097
79,8098
318,8099
5,8100
372,8101
419,8102
268,8103
272,8104
76,8105
180,8106
326,8107
183,8108
284,8109
337,8110
285,8111
152,8112
436,8113
98,8114
317,8115
116,8116
371,8117
306,8118
115,8119
214,8120
419,8121
65,8122
87,8123
176,8124
164,8125
270,8126
344,8127
198,8128
356,8129
167,8130
12,8131
8,8132
366,8133
132,8134
27,8135
250,8136
179,8137
446,8138
77,8139
410,8140
311,8141
334,8142
112,8143
216,8144
240,8145
174,8146
430,8147
272,8148
227,8149
186,8150
110,8151
224,8152
392,8153
229,8154
141,8155
237,8156
190,8157
209,8158
328,8159
345,8160
101,8161
259,8162
99,8163
152,8164
259,8165
422,8166
83,8167
155,8168
166,8169
234,8170
299,8171
300,8172
145,8173
321,8174
68,8175
165,8176
253,8177
82,8178
220,8179
56,8180
202,8181
223,8182
415,8183
349,8184
85,8185
429,8186
20,8187
281,8188
450,8189
328,8190
387,8191
190,8192
400,8193
370,8194
219,8195
47,8196
272,8197
308,8198
105,8199
216,8200
427,8201
234,8202
364,8203
116,8204
406,8205
27,8206
179,8207
38,8208
208,8209
377,8210
106,8211
43,8212
220,8213
326,8214
138,8215
389,8216
251,8217
32,8218
405,8219
18,8220
50,8221
82,8222
330,8223
88,8224
276,8225
323,8226
23,8227
248,8228
210,8229
442,8230
175,8231
295,8232
147,8233
396,8234
324,8235
261,8236
303,8237
86,8238
332,8239
90,8240
252,8241
328,8242
172,8243
294,8244
325,8245
90,8246
148,8247
261,8248
265,8249
61,8250
4,8251
22,8252
258,8253
214,8254
389,8255
379,8256
289,8257
218,8258
195,8259
373,8260
155,8261
446,8262
432,8263
236,8264
415,8265
154,8266
330,8267
164,8268
164,8269
222,8270
161,8271
406,8272
352,8273
7,8274
413,8275
122,8276
77,8277
263,8278
317,8279
48,8280
211,8281
301,8282
76,8283
284,8284
300,8285
423,8286
248,8287
240,8288
368,8289
130,8290
84,8291
288,8292
30,8293
405,8294
80,8295
27,8296
426,8297
242,8298
112,8299
256,8300
381,8301
75,8302
88,8303
164,8304
240,8305
239,8306
333,8307
59,8308
362,8309
415,8310
16,8311
17,8312
245,8313
26,8314
382,8315
128,8316
255,8317
101,8318
127,8319
246,8320
385,8321
444,8322
249,8323
152,8324
295,8325
46,8326
325,8327
322,8328
14,8329
176,8330
250,8331
396,8332
387,8333
207,8334
186,8335
54,8336
32,8337
438,8338
81,8339
399,8340
192,8341
286,8342
