rid,fecha_dictamen
10055,05-08-2014
10056,15-01-2012
10058,07-06-2007
10063,15-02-2019
10064,26-03-2019
10066,01-06-1998
10067,28-10-1963
10070,29-07-2019
10071,12-02-2019
10072,01-02-2019
10074,23-02-2012
10075,16-04-2018
10080,03-07-2017
10081,08-04-2014
10088,26-04-2000
10089,14-11-2005
10090,18-01-2019
10092,25-07-1997
10093,23-02-2016
10096,14-01-2018
10100,20-07-2012
10104,11-01-2019
10106,22-01-2007
10109,02-03-1992
10111,30-01-2018
10119,06-10-1998
10125,13-11-2014
10134,19-01-2019
10137,03-09-1976
10138,18-07-2016
10143,14-09-2014
10144,14-05-2016
10146,30-12-2001
10155,23-06-2004
10161,06-11-2002
10168,02-05-2019
10171,24-05-1994
10177,04-09-1997
10181,30-05-2016
10185,16-05-2015
10189,03-11-2014
10192,10-08-2018
10197,09-06-2018
10204,11-10-2014
10207,28-10-2012
10209,03-04-2017
10210,28-04-1993
10211,17-11-2009
10217,27-06-1965
10221,04-04-2006
10222,11-03-2015
10223,12-12-2015
10225,18-10-2010
10226,27-01-2010
10228,10-08-2010
10229,17-03-2019
10236,12-10-2018
10238,06-04-2018
10239,01-01-2000
10244,18-08-2019
10248,27-02-2002
10255,18-12-2018
10256,21-04-2016
10258,26-05-2015
10267,10-06-2019
10269,30-05-1984
10270,15-06-2011
10274,24-04-1992
10275,10-08-2010
10276,08-11-1996
10279,18-04-2011
10281,26-07-2019
10282,18-12-1996
10283,05-07-2019
10284,14-06-1996
10286,26-01-1996
10287,04-09-2018
10288,06-12-2017
10293,18-12-2002
10297,20-06-2006
10303,20-03-2019
10307,25-05-2019
10308,07-10-2018
10309,21-02-2007
10312,06-10-1985
10315,10-02-2010
10316,25-09-1989
10319,07-03-2012
10321,08-04-2019
10327,09-07-2014
10328,07-06-2016
10331,20-04-2010
10333,09-07-2019
10336,22-10-2017
10337,25-02-2019
10343,13-08-2019
10344,04-04-2016
10346,16-07-2008
10347,04-04-1981
10350,27-08-2019
10356,21-09-2016
10359,05-03-2015
10360,05-05-2019
10365,04-05-2018
10370,20-11-2017
10376,02-11-2014
10377,12-07-2014
10384,01-08-2019
10386,01-06-2009
10390,17-03-2008
10395,05-07-2018
10396,11-07-2017
10398,15-06-2018
10403,16-10-2018
10411,21-09-1992
10415,10-06-2015
10416,30-10-2005
10422,23-11-1999
10423,12-03-2007
10424,26-03-2014
10429,24-06-2013
10432,29-05-2006
10435,08-10-2014
10439,10-07-2017
10441,22-05-2009
10444,01-05-2003
10448,23-04-2012
10450,20-05-2015
10453,25-09-2010
10456,08-03-2012
10457,13-01-2019
10459,13-07-2019
10460,10-07-2009
10462,15-10-2001
10464,05-06-2019
10470,08-11-2015
10472,09-06-2015
10474,20-12-2000
10477,04-12-2013
10478,23-01-2019
10485,25-08-2019
10487,15-07-2012
10489,15-07-2007
10494,21-09-2004
10503,15-05-2018
10506,21-12-2018
10507,23-10-2018
10509,28-11-2012
10510,05-01-2002
10515,22-05-2013
10522,02-01-2016
10526,14-09-2005
10527,09-01-2019
10529,27-03-2016
10531,05-08-2015
10534,22-11-2010
10540,31-05-1998
10542,19-07-2018
10543,17-07-2017
10544,07-10-2018
10550,20-07-2017
10557,18-11-2015
10560,23-04-2006
10561,20-08-2019
10563,14-12-2016
10565,15-03-2002
10578,02-12-2009
10582,10-09-2017
10583,04-07-2018
10584,10-01-2016
10590,23-06-2019
10592,05-05-2019
10593,15-12-1996
10594,04-10-2017
10595,16-08-1990
10597,23-02-2017
10598,07-04-2019
10602,16-04-2018
10603,21-12-2009
10608,04-05-2019
10609,17-09-2016
10611,27-10-2018
10614,14-08-2019
10620,19-12-2016
10621,01-07-2012
10622,26-07-2009
10623,05-04-1991
10624,07-08-2018
10631,04-03-2019
10632,27-08-2019
10635,12-04-2013
10636,15-10-2001
10642,26-04-2019
10646,24-08-2018
10648,11-07-2006
10650,16-02-2014
10652,12-06-2018
10653,14-07-2001
10654,19-03-2013
10655,14-02-2017
10657,22-06-2016
10660,20-05-2019
10665,07-05-2018
10668,24-04-2011
10671,05-01-2013
10673,18-10-2017
10674,09-11-2012
10683,06-08-2013
10689,08-11-2018
10690,24-06-2018
10693,17-10-1995
10700,25-11-2008
10707,20-09-2016
10711,16-06-2008
10712,20-01-2018
10719,12-04-2017
10723,13-04-2001
10724,13-05-2016
10725,19-02-2015
10728,23-10-2016
10730,10-12-2007
10732,31-08-2017
10734,16-08-2019
10737,28-11-2018
10739,17-12-1996
10740,17-01-2004
10744,14-09-2013
10746,15-01-2005
10748,15-08-2016
10750,01-12-2015
10751,27-07-2019
10756,13-03-1996
10760,24-02-2015
10761,26-02-2012
10762,03-08-2018
10763,14-03-2001
10770,12-01-2001
10773,29-12-2015
10777,25-12-2010
10780,05-05-1983
10781,28-04-2019
10792,29-04-2019
10797,23-11-2015
10800,23-04-2015
10807,23-01-2018
10811,17-03-2011
10816,03-02-2003
10818,31-07-2019
10820,02-05-1986
10821,01-08-1987
10822,13-01-2017
10823,28-12-2018
10825,30-03-2013
10828,20-08-2018
10829,20-11-2017
10843,13-06-2014
10849,15-12-2011
10854,11-04-1992
10855,09-11-1992
10857,16-12-2003
10858,24-01-1997
10861,14-03-2010
10868,23-05-2003
10870,17-11-2018
10871,01-08-2016
10872,27-07-2019
10882,03-03-2016
10891,22-06-2019
10898,24-03-2012
10902,08-12-2015
10906,19-04-1978
10908,09-04-2014
10910,07-10-2012
10916,09-07-2004
10921,11-11-2013
10922,17-07-2019
10925,15-11-2011
10929,08-05-2017
10933,15-03-1980
10936,03-02-1999
10940,12-04-2019
10941,23-05-2019
10945,22-02-2016
10951,06-09-2011
10952,05-03-2004
10953,19-02-2001
10955,02-03-2019
10956,31-01-2017
10960,27-04-2012
10968,18-08-2019
10982,29-11-2015
10983,10-07-2018
10984,25-08-2008
10985,18-07-2018
10987,12-11-2014
10991,16-05-1990
10993,21-09-1973
10997,19-05-2002
11002,11-10-2018
11004,24-03-2016
11005,13-10-2012
11009,12-05-1986
11012,24-02-2018
11015,16-09-2018
11016,09-08-2017
11018,21-10-2001
11022,26-08-2012
11027,16-06-2004
11028,15-06-1986
11029,20-05-2010
11030,10-06-2019
11031,04-04-2018
11045,04-07-2018
11051,13-09-2018
11056,10-08-1995
11057,30-04-2011
11061,12-02-2010
11063,06-06-2018
11064,14-03-2017
11070,20-08-2019
11074,30-10-2013
11078,19-02-1995
11079,26-07-2015
11082,25-07-2018
11085,30-03-2013
11094,16-12-2016
11100,07-01-2017
11104,16-07-1985
11106,08-07-2013
11113,25-10-2017
11115,18-06-2018
11119,15-02-2012
11127,27-02-2009
11132,15-06-2019
11134,12-05-2013
11142,12-05-2019
11144,12-12-2018
11146,24-08-2018
11147,30-01-1997
11151,02-01-2002
11153,06-08-2019
11154,06-03-2014
11155,03-09-2018
11156,22-07-2014
11160,21-08-2017
11162,26-05-2006
11167,05-12-2018
11168,10-03-2015
11170,26-08-2017
11174,28-08-2019
11175,04-07-2016
11177,06-08-2001
11178,28-04-2002
11183,28-02-2018
11187,26-05-2016
11192,19-01-2016
11194,08-01-1992
11198,26-01-2017
11199,06-10-2018
11203,01-09-2015
11204,15-02-2009
11210,10-01-2018
11213,01-02-2017
11214,05-04-2018
11215,03-04-2019
11217,10-01-2015
11218,30-08-2019
11226,01-08-2019
11228,31-12-2015
11232,10-02-2018
11234,24-01-2015
11235,23-11-1981
11241,03-01-1997
11248,21-10-2003
11250,01-05-1984
11253,15-10-2010
11258,27-12-2017
11266,04-02-1991
11275,02-10-2018
11277,11-10-1996
11278,11-07-1990
11280,22-05-1978
11281,10-06-2009
11284,31-03-2001
11285,28-04-2011
11286,26-04-2016
11290,10-09-2018
11291,20-03-2013
11302,15-05-2007
11307,16-05-2009
11308,06-09-2018
11310,06-02-2011
11311,11-09-1985
11314,19-01-2005
11315,20-01-2009
11316,15-09-2009
11326,21-08-2007
11330,23-03-2016
11335,30-10-2018
11337,30-04-2011
11341,10-01-2002
11344,19-06-2019
11346,25-08-1989
11347,05-12-2010
11348,01-12-2018
11353,30-03-2019
11354,15-03-2006
11357,01-09-2018
11367,29-04-1980
11372,08-03-2016
11374,29-10-2008
11375,12-02-2006
11376,23-06-2019
11382,18-04-2019
11386,09-02-2018
11390,05-01-2014
11391,11-05-2012
11393,01-04-2018
11394,09-01-2001
11396,29-03-2018
11400,23-09-2018
11402,09-05-2002
11408,22-05-2019
11412,14-08-2019
11414,23-02-2019
11416,09-05-2018
11417,12-11-2018
11419,29-04-2019
11421,11-05-1998
11423,21-08-2019
11424,21-12-2010
11425,22-06-2018
11432,15-09-2017
11434,02-05-2019
11437,28-02-2013
11438,21-10-2004
11439,02-07-2013
11442,30-01-2019
11446,29-05-2017
11456,02-06-2006
11457,30-08-1991
11460,01-06-1994
11461,15-08-2015
11462,19-07-2019
11464,18-09-2015
11466,21-03-2017
11467,14-01-2006
11475,24-05-2019
11478,22-11-2018
11482,04-12-2001
11484,28-08-2019
11496,08-09-2018
11498,28-11-2004
11499,17-08-2018
11500,07-08-2012
11501,03-12-1994
11507,03-02-2013
11508,01-06-2019
11509,02-12-1996
11513,12-11-2008
11514,09-12-2015
11515,07-10-2014
11518,20-05-2016
11519,10-08-1975
11520,23-08-1992
11521,14-10-2018
11523,02-08-2019
11527,28-04-2015
11531,05-03-2017
11534,03-09-1987
11535,06-12-2002
11536,25-03-2016
11538,21-12-2017
11541,06-12-2007
11542,07-07-2019
11544,18-10-2016
11545,05-03-1988
11549,21-12-2014
11550,30-04-2017
11553,24-09-2018
11554,11-03-2015
11555,17-11-1971
11557,26-09-2016
11559,18-10-2018
11560,07-04-1996
11564,29-12-2010
11566,14-05-2019
11567,07-08-2004
11570,27-12-1994
11578,18-07-2009
11580,12-01-2009
11582,19-01-2017
11583,27-05-2017
11591,18-02-2018
11592,23-08-2019
11593,06-12-2016
11594,26-01-1997
11599,23-02-2019
11601,26-07-2006
11603,09-05-2011
11605,15-08-2002
11606,31-05-2019
11610,03-07-2010
11611,11-02-2018
11616,04-11-2017
11617,13-02-2018
11620,26-08-2009
11622,14-05-2018
11623,15-09-2018
11628,08-10-2000
11634,05-07-1992
11636,11-02-2009
11637,19-12-2009
11638,21-05-1988
11640,04-02-2018
11644,07-01-1993
11645,07-12-2008
11650,17-03-2018
11651,21-06-2019
11652,24-06-1995
11657,10-12-2018
11664,05-06-2018
11669,15-10-2012
11671,15-04-2011
11672,06-03-2009
11674,02-07-2018
11677,11-10-1989
11678,28-01-2014
11681,07-12-2018
11685,17-06-2011
11694,23-06-2019
11695,14-04-2010
11703,12-03-2004
11708,08-02-1976
11711,08-11-1991
11716,09-08-2019
11721,26-07-2013
11722,27-10-2011
11724,21-10-2017
11728,08-08-2012
11729,12-02-2016
11736,02-10-2002
11737,25-04-2018
11738,02-04-2019
11740,11-03-2019
11742,08-11-2015
11743,27-01-2011
11748,18-04-2008
11749,30-10-2013
11751,12-03-2019
11752,22-11-1999
11754,30-07-2016
11755,30-08-2004
11756,24-01-1976
11760,21-08-2019
11764,07-02-2018
11765,18-03-2010
11768,28-01-2006
11772,25-11-2012
11776,03-12-1992
11778,08-01-2003
11781,25-09-2017
11783,03-05-2012
11785,18-02-2017
11786,30-07-2017
11788,09-07-2019
11790,27-07-2016
11792,16-01-2004
11796,20-07-2019
11797,12-02-2005
11800,31-07-2013
11802,23-12-2011
11803,15-05-2005
11806,28-06-2019
11808,03-06-1995
11809,29-06-2019
11810,02-09-2010
11812,27-09-2010
11818,25-02-2008
11822,08-09-2007
11824,08-03-2019
11825,20-06-2016
11826,19-04-2018
11829,29-08-2019
11831,09-12-2008
11832,30-01-2017
11838,17-05-2009
11839,01-10-2017
11851,27-06-2019
11858,12-08-2010
11860,21-08-2016
11861,10-12-2018
11863,06-11-2018
11866,16-04-2018
11873,27-01-2015
11877,15-07-2019
11880,19-05-2019
11881,21-09-1974
11888,20-04-2019
11891,01-06-1993
11894,10-08-1995
11901,29-04-2010
11904,20-08-2019
11906,12-05-2008
11907,02-02-2018
11908,09-05-2016
11909,30-11-1976
11910,12-02-2007
11914,03-02-2011
11918,16-09-2013
11919,07-08-2017
11921,10-05-2003
11924,30-09-2014
11925,02-07-2014
11929,05-01-2019
11934,25-05-2019
11945,29-07-2019
11948,18-06-2019
11955,06-10-2009
11960,18-12-2012
11962,01-08-2019
11971,17-10-2013
11973,13-11-2018
11975,11-03-2005
11978,03-07-1996
11979,27-04-2019
11980,22-08-2019
11984,22-11-2008
11986,13-03-1993
11995,13-07-2018
11996,14-02-2017
11997,10-09-1993
11999,19-04-1985
12000,10-09-2018
12005,03-07-1992
12008,13-08-2019
12009,08-05-2017
12013,31-03-2011
12016,20-09-2014
12017,21-01-2017
12018,18-08-2016
12025,12-12-2012
12026,14-02-2005
12027,31-08-2017
12029,20-12-2017
12030,12-08-2016
12032,05-11-2013
12036,06-08-2018
12039,31-12-2017
12043,14-03-2018
12047,25-02-2019
12052,23-04-2003
12054,05-12-1999
12055,28-09-2001
12056,05-02-2000
12057,01-08-2018
12060,17-02-2017
12063,10-04-2014
12065,05-10-2010
12067,14-09-2016
12069,02-07-2018
12073,26-01-2016
12078,25-03-2002
12079,04-02-2015
12080,28-12-1993
12085,02-01-2013
12090,02-09-2017
12092,13-12-2015
12096,06-09-2009
12097,25-03-2019
12101,04-10-2016
12103,12-04-1982
12105,07-03-2012
12106,24-12-2007
12107,08-12-2009
12109,02-11-2018
12116,29-10-2007
12121,04-08-2016
12123,29-11-1999
12129,15-03-1981
12131,17-10-2018
12133,31-10-2012
12135,05-04-2013
12139,09-05-2018
12142,20-04-1997
12147,16-04-2018
12154,30-08-2019
12156,28-08-2018
12157,26-04-2016
12158,03-08-2019
12159,17-06-2019
12160,02-03-2019
12162,25-01-2017
12166,19-05-2018
12172,26-10-2007
12173,25-08-2019
12176,17-05-2013
12179,26-05-2019
12180,03-06-2019
12183,23-02-2008
12186,07-12-2018
12187,28-04-1998
12189,30-03-2006
12194,18-10-2018
12199,20-06-1992
12200,09-08-1975
12201,20-07-2019
12203,28-03-2019
12204,23-06-2019
12210,26-10-2018
12211,24-09-2005
12214,30-08-2019
12217,07-03-2019
12220,14-10-2014
12222,20-03-2019
12225,29-06-2000
12228,22-01-2005
12232,18-02-2019
12233,29-06-1989
12236,11-08-2007
12238,26-12-2008
12245,29-11-2016
12246,07-02-2019
12249,12-01-2016
12254,02-04-2003
12258,19-08-2019
12259,01-02-2016
12263,30-04-2019
12264,27-06-2012
12265,23-12-2018
12266,30-06-2016
12269,09-11-1989
12274,19-01-2001
12279,12-12-2017
12281,06-05-2005
12283,18-05-2006
12285,19-10-2017
12286,11-11-2013
12287,14-05-2014
12290,27-07-2016
12292,10-03-2019
12296,18-06-2014
12300,08-11-2014
12304,12-12-2018
12309,05-07-2019
12312,18-07-2018
12319,15-01-2018
12321,12-08-2002
12324,04-05-2012
12334,10-06-2008
12336,24-01-2019
12337,16-04-2017
12340,31-01-2017
12341,14-06-2011
12342,25-01-2011
12350,11-12-2017
12361,04-12-2014
12362,02-11-2014
12364,23-01-2017
12366,03-03-2016
12367,15-08-2019
12370,15-07-2017
12372,28-04-2018
12375,20-03-2019
12378,15-09-2009
12379,20-02-2019
12380,15-06-2013
12397,04-05-2016
12398,10-10-1985
12402,24-01-2015
12403,04-03-2017
12404,16-08-2019
12409,29-03-2013
12414,08-05-2019
12417,27-08-2019
12418,14-06-2005
12423,18-08-1989
12426,20-11-2017
12428,19-06-2019
12429,10-04-2005
12434,25-06-2019
12435,12-04-2018
12436,17-06-2004
12440,12-11-2014
12442,29-06-2018
12446,20-12-2016
12447,18-09-1973
12450,13-03-2004
12454,29-06-2014
12455,16-06-2018
12457,24-09-2018
12461,20-06-2013
12463,30-03-2018
12465,27-02-2016
12472,24-02-1990
12475,21-03-2004
12476,16-11-2016
12497,23-02-2016
12500,06-12-2010
12501,28-04-2009
12509,06-06-2014
12510,05-03-2010
12513,13-03-2018
12515,15-12-1993
12520,09-06-2019
12529,06-11-2012
12540,06-11-1986
12542,06-08-2002
12544,01-07-2012
12550,17-03-2019
12551,23-05-2018
12554,01-04-2008
12562,09-02-2013
12566,14-09-2010
12569,12-08-2019
12578,23-07-2011
12583,10-07-1992
12585,26-06-2018
12586,14-04-2014
12587,22-04-2019
12588,18-06-2009
12590,06-09-1994
12592,14-10-1992
12593,20-08-2019
12594,06-09-1997
12596,29-12-1977
12597,20-02-2019
12603,07-08-2019
12604,09-05-2012
12611,01-04-2012
12613,08-02-2004
12614,09-02-2009
12616,13-11-1996
12619,02-03-2012
12620,08-02-2010
12621,27-06-2015
12625,07-12-2009
12626,18-02-2018
12631,21-06-2019
12636,21-12-1977
12639,10-03-2018
12642,21-07-2009
12646,11-02-2019
12654,09-12-2014
12655,20-07-2018
12662,21-09-2006
12663,27-10-2012
12664,03-01-2015
12672,08-12-1998
12673,05-10-2010
12675,26-03-1999
12680,17-01-2019
12683,30-09-2012
12685,22-02-2011
12690,29-04-2019
12692,22-11-1974
12696,30-05-2017
12701,21-11-2011
12703,21-03-2010
12704,02-10-2015
12706,19-04-2015
12708,19-08-2019
12710,07-11-1999
12716,05-06-2018
12718,06-05-1992
12722,31-07-2004
12726,10-12-2014
12727,12-12-2017
12728,28-08-2019
12729,13-04-2008
12730,14-03-2005
12756,18-07-2012
12757,19-09-2017
12760,13-07-2017
12763,27-04-2007
12764,28-06-2019
12766,04-05-2010
12768,11-05-1989
12773,25-09-2005
12777,25-11-2017
12778,06-07-2017
12781,01-06-2019
12785,25-03-2019
12786,25-04-2019
12789,16-02-2003
12793,20-03-2009
12794,08-05-2001
12803,02-08-1983
12804,05-11-2010
12808,16-12-1990
12809,22-10-2012
12811,21-07-1992
12817,10-02-2012
12820,24-07-2017
12821,17-04-2019
12822,16-01-2015
12823,01-12-2016
12826,14-06-2019
12832,13-06-1978
12844,16-03-2006
12848,01-06-1978
12853,06-12-2002
12855,26-03-2019
12860,02-02-2011
12861,25-09-1998
12865,22-08-1977
12868,08-05-2017
12872,12-08-2009
12875,13-04-2009
12881,12-06-2017
12883,16-07-2009
12886,14-12-1987
12887,10-06-2015
12893,30-10-2012
12896,18-03-1987
12897,04-04-2014
12899,27-10-2016
12901,30-11-2018
12915,05-02-2011
12916,21-01-2017
12917,16-03-2012
12928,18-08-2018
12929,02-01-2015
12930,01-07-1997
12931,05-08-2010
12933,12-01-2019
12936,24-06-2019
12937,28-07-2017
12941,25-02-2015
12942,01-12-2016
12943,26-10-2018
12948,29-12-2008
12949,07-12-2016
12952,02-06-1989
12953,01-03-2008
12954,15-07-2018
12958,03-01-1990
12959,21-02-2019
12961,05-03-2014
12969,07-08-2019
12972,26-11-1982
12980,14-11-1979
12993,15-02-2014
12995,12-03-2018
13001,05-08-2001
13002,01-01-2008
13005,09-03-2017
13006,27-10-2011
13007,27-04-2011
13008,17-10-2017
13011,12-03-2011
13020,12-06-2010
13021,14-09-2016
13022,29-05-2019
13026,30-04-2008
13027,03-10-2012
13031,03-05-2009
13032,12-01-2019
13033,20-11-2013
13037,03-04-2019
13038,02-02-2016
13043,26-10-1980
13049,30-12-2017
13050,05-08-2016
13053,13-06-2019
13055,27-06-2008
13064,01-04-2016
13065,30-04-2016
13073,06-07-2019
13076,15-11-2008
13078,30-10-2017
13080,15-06-2019
13085,06-08-2010
13091,25-05-2019
13096,27-07-2018
13099,07-07-2010
13102,27-10-2009
13107,25-06-1999
13108,05-05-2001
13109,21-03-2018
13111,24-06-2015
13112,18-03-2008
13115,23-04-2010
13116,31-12-2018
13120,12-03-1994
13125,29-09-2018
13127,17-12-2008
13130,30-04-2011
13131,28-04-2005
13137,25-10-1976
13145,10-01-2015
13147,07-07-2015
13148,21-02-2002
13149,06-06-2017
13152,30-10-2018
13159,05-11-2012
13165,10-06-2019
13171,14-03-2016
13172,24-09-2012
13173,27-03-2014
13175,26-11-2018
13181,21-07-2019
13186,24-10-2015
13187,06-06-2019
13190,09-10-2016
13191,23-12-2012
13197,14-11-1981
13198,21-09-2016
13201,25-01-2018
13203,19-11-2013
13204,29-09-2015
13209,27-06-2017
13210,10-06-2003
13212,28-02-2012
13213,08-02-2015
13214,23-12-2011
13215,27-06-2011
13216,02-02-2017
13219,02-02-2006
13223,14-06-2018
13224,29-04-2009
13225,31-03-2012
13231,24-10-2014
13236,29-12-2017
13238,04-06-2017
13252,01-09-2014
13257,12-11-2016
13258,14-07-2018
13260,12-05-2016
13261,03-01-1996
13262,10-01-2016
13263,07-05-2013
13266,22-02-2018
13270,11-03-2018
13278,24-05-2019
13281,07-03-2008
13285,26-01-2019
13290,01-12-2016
13291,30-12-1980
13297,02-09-2016
13300,29-10-1997
13301,22-07-2018
13303,26-09-1997
13304,21-01-2012
13311,02-07-2019
13315,05-01-2010
13318,29-01-2017
13322,19-03-1992
13323,13-01-2019
13326,17-01-2009
13327,18-10-2012
13328,30-09-2016
13333,18-04-2001
13334,28-09-2018
13337,02-03-2019
13343,11-04-2018
13344,22-07-2003
13347,10-01-2008
13348,13-03-2019
13350,11-08-2013
13352,17-08-1982
13356,02-07-2003
13358,24-04-2017
13359,13-01-2018
13361,21-06-2019
13364,18-01-2015
13367,25-04-2014
13369,02-05-2005
13371,30-10-2016
13373,17-10-2014
13378,12-01-2016
13380,20-05-2014
13382,25-08-2019
13383,27-05-2017
13386,26-01-2012
13389,27-05-2018
13390,01-05-2019
13393,24-08-2018
13394,25-08-1997
13395,29-12-2018
13396,22-08-2009
13399,27-04-2019
13405,14-04-2014
13406,06-03-1998
13410,21-11-1994
13412,22-08-2011
13413,24-03-2008
13416,04-11-1999
13418,07-09-2012
13419,23-02-2012
13422,08-11-2014
13425,20-06-2010
13428,20-08-2017
13429,24-07-1972
13435,28-08-1998
13436,08-10-1978
13442,18-09-2003
13444,13-06-2008
13445,15-07-2019
13448,29-06-2012
13451,12-04-2015
13454,14-02-2017
13455,27-11-2014
13458,04-06-1992
13466,18-10-2018
13472,10-10-2010
13473,02-07-2009
13475,31-12-1991
13476,17-09-2001
13479,29-05-2018
13480,11-12-2014
13482,09-03-2017
13484,19-09-1988
13485,05-02-2008
13486,05-06-2019
13490,13-06-2016
13491,21-10-2007
13492,09-07-2009
13493,11-03-1999
13494,20-05-2014
13495,28-07-1999
13496,18-08-2019
13499,29-06-1992
13500,09-07-2011
13501,22-07-1993
13502,23-02-1999
13505,14-06-2014
13510,21-06-2015
13514,27-01-2018
13519,18-12-2017
13522,17-04-2019
13524,23-09-2011
13529,13-09-2014
13535,13-06-2013
13545,20-01-2003
13556,23-02-2014
13559,17-08-2019
13567,01-01-1996
13569,22-11-1993
13571,20-01-2019
13573,29-03-2012
13577,27-05-2019
13578,24-07-2016
13580,10-10-2005
13583,09-08-2005
13591,02-02-2019
13597,06-11-2014
13600,24-04-1989
13606,16-05-2018
13608,02-12-2015
13612,06-06-2015
13616,04-10-2018
13620,07-12-2016
13630,19-05-2013
13637,06-04-2019
13642,12-10-2001
13646,06-09-2017
13647,24-05-2001
13653,06-10-2018
13654,14-05-2019
13659,16-12-2014
13665,14-08-2019
13667,20-01-2012
13668,10-10-2012
13671,06-07-2011
13673,21-03-2015
13674,07-06-2015
13675,10-08-2018
13676,08-02-2002
13678,18-12-2015
13683,17-03-2006
13684,18-05-1978
13686,07-06-2019
13689,26-04-1991
13692,12-01-1980
13693,24-10-2003
13703,14-03-2017
13708,11-11-2016
13710,07-08-2019
13715,28-11-2012
13716,11-09-2014
13718,05-02-2018
13719,06-09-2014
13723,22-11-1996
13724,03-11-2017
13732,18-01-2018
13733,22-08-2012
13734,15-02-2002
13741,10-02-1967
13745,08-10-2002
13750,05-07-2014
13753,07-07-2012
13754,11-02-2008
13756,04-02-1996
13758,30-09-1999
13759,29-06-2019
13760,29-11-2017
13765,02-05-2016
13766,24-07-2017
13767,12-07-2013
13770,01-06-2005
13771,25-03-2008
13772,17-12-2014
13773,09-08-2019
13778,22-10-1993
13785,23-04-2015
13786,17-03-2011
13787,27-07-1993
13791,27-12-2014
13795,10-12-2013
13799,12-04-2019
13801,31-05-2007
13805,08-06-2017
13809,14-06-2018
13810,02-07-2001
13812,01-09-2017
13817,13-10-2012
13818,08-05-2019
13820,10-12-2010
13827,23-08-2019
13831,06-02-2018
13833,15-07-1999
13837,20-07-2016
13844,13-05-2010
13853,23-05-2019
13863,20-06-1977
13864,03-05-2015
13873,24-03-2019
13879,25-10-2013
13885,08-06-2019
13886,15-04-2009
13891,12-01-2019
13895,04-07-2019
13897,19-04-2013
13898,07-06-1997
13900,31-10-2012
13902,05-08-2012
13903,17-10-2009
13904,20-11-2018
13909,18-12-2018
13914,01-10-2016
13916,16-07-2018
13921,07-12-1982
13925,26-03-2018
13928,26-03-2016
13929,11-07-1991
13930,27-04-2000
13933,23-12-2017
13941,14-06-2014
13946,02-11-2014
13948,10-03-2019
13953,19-07-1995
13957,13-09-1982
13958,12-01-2019
13959,06-10-2017
13960,11-09-2009
13961,07-03-1974
13965,22-04-2006
13966,08-01-2006
13969,19-02-2016
13971,07-04-2014
13972,10-03-2014
13977,01-06-1983
13978,21-04-2016
13979,01-01-2004
13980,19-01-2019
13982,04-05-2017
13985,28-10-2018
13987,03-01-2018
13995,24-10-2016
13997,23-04-1998
13998,14-02-2019
14000,10-10-2014
14007,12-06-2003
14008,14-09-2002
14010,17-08-2011
14012,09-09-1999
14013,31-08-2013
14021,02-09-2012
14027,06-08-2010
14031,27-12-1992
14034,26-06-2010
14037,05-04-1980
14040,31-08-2014
14043,24-08-2017
14045,03-11-2013
14046,31-03-2015
14047,23-08-2019
14048,25-01-2017
14050,13-03-2013
14053,14-08-2019
14058,14-01-2008
14061,21-09-1975
14063,20-08-2015
14068,24-03-2004
14069,15-06-2003
14070,13-02-2015
14071,02-04-1998
14072,02-07-2018
14073,12-07-2015
14076,19-04-2015
14078,30-01-2008
14081,20-06-2019
14084,05-08-2019
14089,10-10-2018
14090,28-09-2018
14094,11-06-2016
14096,07-05-2016
14104,17-08-2011
14105,04-04-2017
14107,27-12-2017
14114,28-07-2019
14115,16-09-2017
14116,02-12-2017
14117,15-04-2019
14120,08-12-2012
14122,07-12-2018
14124,25-02-1998
14133,31-10-2012
14134,08-01-2010
14138,02-06-2015
14140,03-08-2019
14147,01-08-2008
14149,14-09-1989
14151,07-06-2017
14155,19-11-2007
14157,11-05-2009
14159,12-10-2017
14163,14-08-2009
14166,13-10-2015
14171,25-12-2018
14173,29-05-2019
14176,01-04-1998
14179,25-08-1991
14181,04-08-2014
14182,25-09-2000
14183,31-12-2016
14186,15-06-2013
14189,01-02-2002
14193,25-02-2012
14195,14-09-1990
14199,06-04-2016
14200,02-09-2006
14202,21-06-2019
14204,14-06-2019
14206,22-08-2019
14207,09-05-2012
14211,10-08-1993
14215,26-08-2005
14221,20-07-2012
14225,13-08-1995
14226,23-06-2019
14231,01-05-1994
14232,12-12-1984
14237,24-04-2015
14238,17-05-2017
14239,07-03-2004
14240,07-04-2019
14245,17-01-2013
14246,30-05-2019
14247,03-09-2011
14254,02-01-2017
14258,04-06-2010
14260,11-05-2015
14261,03-07-2019
14263,24-01-2018
14265,16-02-2018
14267,09-06-2019
14276,11-08-2018
14280,07-12-2018
14284,24-06-2017
14286,01-05-2010
14288,14-07-1996
14290,18-07-2008
14296,21-07-2008
14299,16-09-1997
14301,26-01-2018
14303,24-10-2013
14304,13-07-2015
14305,06-04-1991
14307,27-04-1995
14308,02-09-2009
14309,05-06-2010
14316,07-10-2018
14317,28-11-1981
14319,06-08-2013
14324,27-12-2015
14325,20-08-2006
14337,04-11-2011
14342,29-07-2019
14346,21-11-1989
14348,18-12-2011
14353,28-02-2011
14355,15-08-2013
14357,12-01-2018
14358,10-12-2013
14361,04-09-2015
14364,17-07-2018
